feature,AAVS1_Con_1,AAVS1_Con_2,AAVS1_Con_3,ACOT7_1,ACOT7_2,ACOT7_3,CEPT1_1,CEPT1_2,CEPT1_3,DECR2_1,DECR2_2,DECR2_3,ELOVL5_1,ELOVL5_2,ELOVL5_3,HSD17B12_1,HSD17B12_2,HSD17B12_3,MPDU1_1,MPDU1_2,MPDU1_3,ORMDL2_1,ORMDL2_2,ORMDL2_3,ORMDL2_4,ORMDL2_5,ORMDL2_6,SGMS1_1,SGMS1_2,SGMS1_3
PE 18:2;0_20:0;0,0.004238522,0.004005662,0.004407952,0.004442199,0.005502449,0.005155303,,0.002241844,,0.004350909,0.005014507,0.004263479,,0.002060689,0.002257813,,,0.002445673,0.002713377,0.002441239,0.00207362,,,0.002215756,0.003498453,0.004098911,0.004565237,0.003032694,0.002900245,0.001980752
PE 19:1;0_19:1;0,,,,0.000318364,,0.000219461,,,,,,,,,,,0.000198218,,,,,,0.00024856,,,,,,,
PE 16:0;0_22:3;0,0.034310479,0.026316631,,0.149060831,,0.076173472,,,0.035163748,,0.064843799,,,0.033175294,0.029718289,,,0.012239708,0.019715759,0.017623611,0.024249905,,,,0.056458811,0.026903336,0.048664006,,0.019877325,
PE 16:1;0_22:2;0,0.024504474,0.024188633,,,,,0.027113021,0.030645278,0.025444345,,,,,0.0350543,0.031855201,,,0.022872203,0.031064623,0.028693504,0.038187842,0.029643273,,,,0.023267854,,,0.027616836,
PE 17:1;0_21:2;0,0.000596198,,0.005196041,,,,,,,,,,,,,,,,,0.001156237,,,,,,,,,,
PE 18:0;0_20:3;0,0.132805757,0.131619626,0.166555878,0.430800651,0.600602014,0.523200488,0.087829583,0.084403837,0.07915244,0.247376259,0.2479195,0.286259214,0.183137941,0.110329915,0.11491419,0.07724987,0.105365816,0.070411484,0.06901636,0.064130328,0.047100896,0.093565467,0.081407438,0.086444681,0.128336567,0.127923517,0.136274569,0.15514105,0.123393189,0.130530278
PE 18:1;0_20:2;0,0.031711194,0.032510808,0.075599752,0.052283185,0.080924238,0.061182982,0.027193708,0.02781826,0.023407697,0.064715131,0.050368997,0.073121583,0.030149082,0.016540056,0.017777745,0.046654814,0.044156734,0.017402022,0.014066097,0.013242899,0.011134295,0.027827278,0.031683495,0.034078017,0.032066527,0.02924307,0.032043362,0.038146126,0.022706211,0.04156752
PE 18:2;0_20:1;0,0.011482349,0.011878163,0.014541143,0.014306817,0.021341679,0.020849249,0.012306024,0.011886809,0.008799334,0.018944733,0.01885931,0.021826847,0.01021258,0.00621753,0.006739801,0.00849382,0.011659492,0.007529599,0.004901901,0.00509534,0.003729325,0.009115652,0.008264812,0.010188411,0.01160203,0.012070109,0.012026607,0.01227601,0.009278825,0.010372977
PE 16:0;0_22:4;0,0.113631935,0.093295402,0.308702267,0.311245221,0.457875644,0.203757068,0.114629993,0.119309794,0.129878525,0.256932756,0.153522539,0.295379999,0.201743257,0.147907703,0.152473613,,,0.080006598,0.129914062,0.127857108,0.170978089,0.10049719,,,0.17151013,0.096417128,0.157422214,0.234474944,0.129335386,0.298832398
PE 16:1;0_22:3;0,,0.117585429,,,,0.090837095,,,,,,,,,,,,0.142937691,,,,,,,,0.120367791,,,,
PE 17:1;0_21:3;0,0.003284273,,,,0.016303676,,,,0.002527491,,,,,,,,,0.001460759,,0.003289451,0.004166626,0.001815875,,0.006670021,,0.001233879,,,0.001919436,
PE 18:0;0_20:4;0,0.619247909,0.510157518,0.436357089,2.501824817,2.354109245,2.258424472,0.565381569,0.595767498,0.638094993,0.697970485,0.985848638,0.796375353,0.744978591,0.691619853,0.713494345,0.429699982,0.532984309,0.446518248,0.62479505,0.596714229,0.479613418,0.404661929,0.356977567,0.383838136,0.64244122,0.560245735,0.654276065,0.653452322,0.824548508,0.468779166
PE 18:1;0_20:3;0,0.203391063,0.171528898,0.254426203,0.40935177,0.427861099,0.35508145,0.150858707,0.168376656,0.172011118,0.225965791,0.239816867,0.253218752,0.179399884,0.159401553,0.163746154,0.29330393,0.277750317,0.127023673,0.141432979,0.130270637,0.129183999,0.143040405,0.176883618,0.17534566,0.20395762,0.170772894,0.199419513,0.18355241,0.178421611,0.172719131
PE 18:2;0_20:2;0,0.002322631,0.002656289,,0.014531243,,0.007122706,0.002023938,0.001999309,,0.00431333,,,,,,,0.008463468,0.002809638,,,,,,,,0.003989941,0.003861951,,,0.001871273
PE 18:3;0_20:1;0,,0.001885433,,,,,,0.003200109,,,0.001810569,,,,,,,,,0.001390711,,0.001485108,,,0.002386339,,,,0.001575091,
PE 16:0;0_22:5;0,0.404526049,0.424791995,0.411102933,0.731562829,0.759002265,0.767709555,0.470265737,0.463171186,,0.479696422,0.549089788,0.530940887,0.457869582,0.422323303,0.445281122,0.324930466,0.388680404,0.356788451,0.347284802,0.346847451,0.308067406,0.291429041,0.211237344,0.221279716,0.392477702,0.40078635,0.412175951,0.420877703,0.458457977,0.366908019
PE 16:1;0_22:4;0,0.030283354,0.029249516,0.08147381,0.043666412,0.05855911,0.028796655,0.016239416,0.021061373,0.054101859,0.029696524,0.021343843,0.030275888,0.062841517,0.047781521,0.045576724,,,0.057367863,0.034328364,0.027665897,0.038773455,0.021229249,0.052528787,0.047590248,0.046542659,0.03184783,0.044994891,0.052081971,0.030334046,0.064456002
PE 18:0;0_20:5;0,0.077802189,0.072002903,0.063362464,0.325560951,0.307814513,0.319086116,0.064529396,0.068577399,0.195388795,0.110956149,0.134403009,0.115695681,0.093674088,0.087819726,0.08982259,0.040413471,0.04864322,0.041936512,0.069602914,0.06323464,0.057438695,0.043354646,0.028571674,0.028997994,0.085640016,0.075553344,0.082899072,0.077995737,0.090631553,0.059582211
PE 18:1;0_20:4;0,0.160360301,0.15059543,0.156022576,0.389128679,0.381927578,0.337339676,0.156953535,0.19170229,0.472050827,0.146456966,0.166257694,0.156295796,0.142445291,0.134621226,0.133006709,0.167692524,0.188571212,0.150370092,0.135079717,0.123967321,0.11772707,0.113597047,0.08452009,0.090060009,0.176588586,0.162681464,0.172626674,0.1374143,0.162388296,0.1174416
PE 18:2;0_20:3;0,0.003004542,0.001888539,0.005255007,0.023535697,0.023282614,0.013951928,,,0.005415647,0.005921208,0.003863659,0.006601779,0.003639056,0.001769655,0.00339025,0.0084059,0.006844729,0.001417221,0.002406435,,0.001978021,,0.002560661,0.002225892,0.003998474,0.00213424,0.003726189,0.0025772,0.001977416,0.002060977
PE 16:0;0_22:6;0,0.068806429,0.06364562,0.066441345,0.188020049,0.177134169,0.179205332,0.047127126,0.045130662,0.051398583,0.06035154,0.072956144,0.065362617,0.050220521,0.047018848,0.045968973,0.02305208,0.025383076,0.024514187,0.033761761,0.033305322,0.027613191,0.025627328,0.019001568,0.018966738,0.058424097,0.052915087,0.056852324,0.051112993,0.055041201,0.038849278
PE 16:1;0_22:5;0,0.213955943,0.206962942,0.202767012,0.158601757,0.171485844,0.188332013,0.202793471,0.204398998,0.199409046,0.176563926,0.21844912,0.204979718,0.282839037,0.26016098,0.262839507,0.178165373,0.19980696,0.203545007,0.161969363,0.162889867,0.156288067,0.121397965,0.095201349,0.100044987,0.211947536,0.188233264,0.21514406,0.200629063,0.212988788,0.179720922
PE 16:2;0_22:4;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE 18:1;0_20:5;0,0.045674213,0.04059926,0.056187064,0.124777354,0.126512479,0.123663628,0.061789067,0.067573079,0.069539708,0.075934682,0.074876392,0.081053252,0.035830805,0.033285069,0.033659892,0.021494089,0.020260015,0.016163741,0.023886178,0.023831714,0.02280535,0.027591203,0.026162623,0.026593961,0.03897771,0.033960162,0.036218483,0.043438512,0.047329807,0.041312798
PE 18:2;0_20:4;0,0.002667338,0.001391929,0.003377459,0.024632537,0.024991491,0.019527466,0.003090779,0.00380287,0.003687687,0.005492772,0.004886393,0.00713651,0.001588728,0.002122191,,0.002768828,0.002466831,0.001675536,0.001052394,0.001301043,0.001804773,0.001023797,0.002127162,0.001890275,0.002760598,0.001460733,0.002089069,0.003617983,0.002902569,0.003635703
PE 16:1;0_22:6;0,0.027526303,,,0.025518052,0.021750895,0.025984799,0.048650567,0.056329608,,0.015123015,0.017873406,0.017370916,0.044772835,0.038697852,0.040850733,0.050954658,0.054816073,0.052294739,0.024247663,0.020473801,0.016756747,,0.011813005,0.017582558,0.03667697,0.030785124,,0.020758138,0.027674924,0.01786792
PE 16:2;0_22:5;0,,,,,,0.002195277,,,,,,,,0.001762136,,,,,,0.0010879,,,,,,,,,,
PE 18:2;0_20:5;0,,,,0.003228795,0.002985327,0.003370195,,,,0.001654312,,,,,,,,,,,,,,,,,,,,0.001108368
PE 18:3;0_20:4;0,,,,0.004304007,0.007079936,0.001973417,,,,,,,,,,,,,,,,,,,,,,,,0.002185736
PE 16:1;0_23:1;0,,,,,,,,,,,0.001085115,,,,,,,,,,,,,,,,,,,
PE 17:0;0_22:2;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE 17:1;0_22:1;0,,,,,0.001677358,,,0.001465877,,,0.001271118,0.001390463,,,,,,,,,,,,,,,,,,
PE 18:0;0_21:2;0,,,,,,,,0.001817175,,,0.002279997,0.001782654,,,,,,,,,,,,,,,,,,
PE 18:1;0_21:1;0,,,,,0.006285331,,,0.007847046,,,0.006157231,0.007345366,,,,,,,,,,,,,,,,,,
PE 19:1;0_20:1;0,,,,,0.000301352,,,0.00040309,,,0.000850591,0.000370535,,,,,,,,,,,,,,,,,,
PE 17:0;0_22:3;0,,,,,0.003567036,0.001629567,,,,,,,,,,,,,,,,,,,,,,,,
PE 17:1;0_22:2;0,,0.001254749,,0.005906316,0.004570621,0.001747739,0.000681272,0.000814694,0.002978768,0.007187191,0.001118742,0.006840028,,,0.002415772,,,,0.002682356,0.002153864,,,,,0.003857529,0.002131362,,,0.001239602,
PE 18:0;0_21:3;0,,0.002009931,,0.011190956,0.00713421,0.005902595,0.002418583,0.002454517,0.008226608,0.010437621,0.003089868,0.009618893,,,0.004074532,,,,0.003684834,0.002754979,,,,,0.007067605,0.006959776,,,0.002751308,
PE 18:1;0_21:2;0,,0.004952923,,,,0.011196626,0.007117728,0.007936203,,,0.011782226,,,,,,,,,,,,,,,,,,0.010724556,
PE 18:2;0_21:1;0,,,,,,,,,,,0.000509877,,,,,,,,,,,,,,,,,,,
PE 19:0;0_20:3;0,,,,0.003038056,0.00203627,0.001883782,0.000497806,0.000288802,,,0.000568169,0.00222307,,,0.001091853,,,,0.000611362,0.00048629,,,,,,0.001161358,,,0.000577175,
PE 19:1;0_20:2;0,,,,,,,,,,,0.000217089,,,,,,,,,,,,,,,,,,,
PE 15:0;0_24:4;0,,,,,,,,,,,,,,,,,,,,0.00059732,0.000435948,,,,,,,,,
PE 15:1;0_24:3;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE 17:0;0_22:4;0,,0.00085862,,0.002883193,0.001660209,0.003729445,0.000697688,,0.000431112,0.000383331,0.001086291,0.000362635,0.00157358,,0.000932764,,,,0.00058152,0.000495369,0.000327677,,,,0.000643364,0.000663853,0.000523321,0.000348489,0.000838485,0.000228392
PE 17:1;0_22:3;0,0.002410308,0.003171358,,0.008148386,0.006644797,0.007635148,0.001685257,0.002521146,0.002407603,0.002829762,0.004598512,0.00294623,0.006849703,0.00224314,,,,0.001766278,0.002565816,0.002498528,0.002031288,,,,0.003090387,0.002458986,0.002473474,0.002270834,0.003391819,0.00187219
PE 18:0;0_21:4;0,,,,0.004927254,,,,,,,,,,,,,,,,0.001054121,,,,,,,,,,
PE 18:1;0_21:3;0,0.006515844,0.008936548,,0.023429285,0.02196977,0.018021574,0.007314942,0.009099594,0.007306682,0.008926353,0.01303791,0.009446548,,0.006948278,0.008648245,,,0.007829,0.005906393,0.005550722,0.00536235,,,,0.007811668,0.00622258,0.007505177,0.009401725,0.008990339,0.00703561
PE 19:0;0_20:4;0,0.001510457,0.001769316,,0.006780614,0.004773573,0.00856839,0.001974984,0.002218546,0.001589717,0.001060894,0.002955357,0.001173624,0.004968318,0.001826274,0.002846393,,,0.005385342,0.000988346,0.001013093,0.000534012,,,,0.001307392,0.001871108,0.001521993,0.001008085,0.00215999,0.000694388
PE 19:1;0_20:3;0,0.000934216,0.001250627,,0.001208171,0.000611701,0.002129157,0.001074663,,0.000873442,0.000368203,0.001931855,0.000413428,,,,,,0.001131418,0.000482085,0.000459521,0.000164815,,,,0.000688332,0.000833992,0.000846194,,0.00119028,0.000132171
PE 15:0;0_24:5;0,,,,,,,,,,,,,,,,,,,0.0059709,0.004762436,0.00436603,,,,,0.007758236,,0.006252897,,
PE 15:1;0_24:4;0,0.001605572,0.001753344,,0.00171058,0.00216696,0.001911378,,,,0.000695821,0.000376017,0.000511135,0.000908259,,,,,0.001303625,0.001067042,0.000865194,,,,,,0.000821807,,,0.001754803,0.000849754
PE 17:0;0_22:5;0,0.00570107,0.007176826,0.006078647,0.019347163,0.02103259,0.015864591,0.004814713,0.00646936,,0.007436928,0.005404804,0.010386348,0.003459067,0.004948335,,0.005471494,0.003074477,0.006165111,0.002037809,0.001563617,0.001434836,,,,,0.002269192,,0.001922373,0.005578144,0.004324071
PE 17:1;0_22:4;0,0.003818326,0.004546933,0.004508242,0.017096076,0.015560144,0.013522278,0.002004599,0.003125199,,0.003049133,0.002495557,0.004334003,0.002065077,0.003071794,,0.003905207,0.003514618,0.002587173,0.001982632,0.001542117,0.001399377,,,,,0.001448848,,0.001489392,0.003686413,0.003303349
PE 17:2;0_22:3;0,,,,0.002708883,,,,,,,,,,,,,0.000295519,,,,,,,,,,,,,0.000253308
PE 19:0;0_20:5;0,,,0.000619807,0.002130024,0.003139355,0.001645509,,,,0.001050458,0.00039034,,,,,,0.000507648,,,,,,,,,,,,,0.000562231
PE 19:1;0_20:4;0,0.002404866,0.003149234,0.002024876,0.008672204,0.008864201,0.007907131,0.00206668,0.00362026,,0.003713597,0.003324808,0.00465983,0.001406822,0.001915116,,0.000717248,0.001085901,0.003584365,0.000718076,0.000630921,0.000479307,,,,,0.001073502,,0.000973078,0.00275987,0.001559697
PE 15:0;0_24:6;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE 15:1;0_24:5;0,0.00472375,0.005509338,0.004681581,0.006972165,0.005776473,0.007826033,0.004556724,0.004472698,0.005114816,0.002892181,0.003015619,0.00301727,0.003532278,0.00421795,0.004488248,0.004389751,0.005628218,0.005167852,0.004014458,0.003542536,0.002776913,,,,0.006085146,0.005507348,0.005599555,0.003457286,0.004108719,0.002588823
PE 17:0;0_22:6;0,0.001635852,0.001752927,0.006723266,0.011719053,0.01611368,0.006770949,0.001275716,,,0.003731247,0.001879179,0.003439062,0.001563242,0.001526178,0.001683745,,,0.001824586,0.000915548,0.000819474,0.000777177,,,,0.002130263,0.001517177,0.001475219,0.002391026,0.001278611,0.003160648
PE 17:1;0_22:5;0,0.012601953,0.013547916,0.011459857,0.028590085,0.022470878,0.028326951,0.009153091,0.008361178,0.009632306,0.009316696,0.012638737,0.010752279,0.01020621,0.011422266,0.012706698,0.016082215,0.017592464,0.016333028,0.009223291,0.008675226,0.006283679,,,,0.012705046,0.013161845,0.011358108,0.010336411,0.011079555,0.006816008
PE 19:1;0_20:5;0,,,0.000293369,0.001059877,0.001078333,0.000809108,,,0.000401299,0.00027969,0.00060902,0.000741363,,,,,,0.000318118,,0.000141237,,,,,,0.000267336,,0.000238616,,
PE 15:1;0_24:6;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE 17:1;0_22:6;0,,,,0.010415518,0.012516898,0.010937007,,0.006865675,,,,,,,,0.009160754,0.012093668,0.011935124,,,,,,,,,,,,
PE 16:0;0_24:1;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE 16:1;0_24:0;0,0.011542027,0.014187777,0.003950862,0.004804911,0.003600822,0.00768335,0.020746378,0.023862558,0.022817238,0.007225525,0.014241406,0.009671373,0.026041574,0.022187154,0.023115738,,,,0.017681104,0.016015776,0.01643804,0.020388733,0.007892353,0.008995342,0.01921229,0.016018146,0.015412179,0.011264914,0.016430509,0.006762357
PE 18:0;0_22:1;0,0.001690923,0.001932813,0.001398104,0.003562285,0.003757074,0.003087332,0.002297178,0.002244153,0.002113224,0.002536928,0.003842082,0.003727664,0.002491499,0.002633842,0.002545352,,,,0.00172378,0.001818864,0.001809137,0.002403232,0.001238929,0.001277121,,0.002277644,0.002283829,0.002529903,0.002295895,0.001764837
PE 18:1;0_22:0;0,0.011132119,0.013072958,0.020678911,0.021596474,0.022936406,0.019846003,0.012451068,0.014593061,0.014064229,0.021418115,0.022258219,0.027439423,0.014215115,0.011628401,0.011524876,,,,0.012301225,0.011922037,0.013313215,0.014791888,0.016803888,0.017084839,0.018573908,0.013915152,0.012948599,0.017881747,0.014475227,0.019248523
PE 20:0;0_20:1;0,,,,0.000265237,,,,,,,,,,,,,,,,,,,,,,,,,,
PE 16:1;0_24:1;0,0.008638614,0.008813183,0.009326338,0.004644833,0.005660211,0.004914113,0.016924637,0.019534266,0.020206096,0.008467961,0.009481248,0.010359916,0.010812542,0.010522324,0.010884502,,,0.002729176,0.007785953,0.008007888,0.007461272,0.011781812,0.007769996,0.008562388,0.010738625,0.008951227,0.010818203,0.008096024,0.008134367,0.006835692
PE 18:0;0_22:2;0,0.004364716,0.003718004,0.004228511,0.003649875,0.004093742,0.00388674,0.004922105,0.005618365,0.006121863,0.00481269,0.006835716,0.006277753,0.003437853,0.00383807,0.003667522,,,,0.002470148,0.00297719,0.002475043,0.004752832,0.00332709,0.00322054,0.003693254,0.002845359,0.004146033,0.003396877,0.003226915,0.002714216
PE 18:1;0_22:1;0,0.022606572,0.021184897,0.02578086,0.024438625,0.028652299,0.025805289,0.026910458,0.030587621,0.032009517,0.02408608,0.029870362,0.030217736,0.016981562,0.016383796,0.017342433,,0.012267063,0.005519509,0.014011635,0.013340409,0.014087708,0.024278065,0.019166519,0.018872355,0.024093897,0.019175905,0.022235268,0.02076857,0.019900296,0.018059852
PE 18:2;0_22:0;0,,,,0.001214955,,0.001052881,,0.001556125,,0.000892132,0.001317093,,,,0.000929456,,,,0.000458871,,0.000722648,,,,,0.00085866,,,0.000856476,
PE 20:0;0_20:2;0,,,,,,,,,,,0.000351841,,,,,,,,,,,,,,,,,,,
PE 20:1;0_20:1;0,0.00132353,0.001117655,0.00049756,0.000390021,0.000351692,0.000709097,0.001012103,0.001357898,0.001967223,0.000673706,0.001260536,0.000753435,0.000144004,0.000124671,0.000218366,,,6.52991E-05,0.000267165,0.000295068,0.000141171,0.000983927,0.000371325,0.000446543,0.000897859,0.001242873,0.000724047,0.000320371,0.000696774,0.000254891
PE 16:1;0_24:2;0,,,,,,,,0.003468308,,,,,,,0.002258137,,,,,,,,,,,,0.003253954,,,
PE 18:0;0_22:3;0,0.002068664,0.001743084,,0.016882079,,0.005076046,0.005182667,0.002609954,0.002301017,,0.003060784,,0.010892022,0.001833221,0.00087184,,,,0.001384367,0.001228884,0.010004824,0.002602142,,,0.001890646,0.002559308,0.001949376,,0.002472605,
PE 18:1;0_22:2;0,0.007046789,0.007609645,,,,0.016741973,0.009589756,0.008989484,0.007480123,0.019013837,0.014436458,,,0.00784602,0.004562365,,,,0.006672489,0.006002908,,0.010284565,,,0.011456878,0.010205709,0.00951726,0.012273865,0.010637424,
PE 18:2;0_22:1;0,0.000389896,0.000362231,0.008600311,0.004754009,,0.001190374,,0.00055529,0.000547698,,0.000859513,,,,0.000257113,,,,0.000393454,0.000324698,,,,,,,,0.000454686,0.000691196,0.009781429
PE 20:0;0_20:3;0,0.000238837,0.000289725,0.002140627,0.002555552,,0.000644483,0.000250142,,,0.000194934,0.000422121,0.012430411,,0.000156955,9.79551E-05,,,,0.000165167,0.00015196,0.00099393,,,,0.000320951,0.000391449,0.000402062,,,0.001819457
PE 20:1;0_20:2;0,0.00013561,0.000139234,0.003402082,,0.020169561,0.000274333,,,,8.21089E-05,0.000375413,0.009754961,,,,,,,,,,,,,,0.000155323,9.67847E-05,,,
PE 18:0;0_22:4;0,0.005694937,0.005067188,0.026323364,0.019093139,0.092918919,0.028249039,0.00296494,0.003059711,0.00337878,0.029655245,0.005655879,0.035162615,0.009317202,0.006302496,0.007560806,,0.008046342,0.02887119,0.005111434,0.005807272,0.026502907,0.002383141,0.010790844,0.013338037,0.004038914,0.006559095,0.003929283,0.027694413,0.006229051,0.018356353
PE 18:1;0_22:3;0,0.023228569,0.020896959,,0.095092606,,0.071493009,0.016049212,0.018066428,0.018918732,,0.033525009,,,,,,,,0.030400344,0.031150535,,0.015238228,,,0.029067793,0.024157664,0.022152443,,0.033243253,
PE 20:0;0_20:4;0,0.002310533,0.002350448,0.006390752,0.002575416,0.013551675,0.003938098,0.000674552,0.000633987,0.000845291,0.006957494,0.001566606,0.00712512,0.003532309,0.002574872,0.00333629,,0.001305979,0.00953602,0.001014837,0.001306245,0.004504987,0.000782735,0.002323071,0.003529264,0.001842562,0.003281091,0.001875389,0.006090383,0.00188283,0.00396483
PE 20:1;0_20:3;0,0.000954054,0.000963056,0.004432121,0.002980022,0.016694493,0.004452775,0.000769413,0.000572489,0.000766085,0.007398412,0.001454634,0.008822967,0.001617283,0.001013419,0.001321469,,0.002432229,0.013972852,0.001083545,0.00124156,0.005123271,0.000459891,0.001515931,0.002239572,0.000913682,0.001320037,0.000953218,0.007323933,0.002223702,0.005340933
PE 20:2;0_20:2;0,,,,,,,,,,,,,,,,,,,,,,,,,,8.33678E-05,,,,
PE 18:0;0_22:5;0,0.079762018,0.07700876,0.03986634,0.191964304,0.154479354,0.195101812,0.054629339,0.057610322,0.059455507,0.059943198,0.097797099,0.074185815,0.03369932,0.031365871,0.035795,0.033232272,0.034391667,0.01046445,0.04937358,0.051181801,0.040374996,0.028991476,0.010810735,0.009212133,0.066415925,0.080051491,0.071427709,0.041261967,0.061788176,0.022684533
PE 18:1;0_22:4;0,0.052384973,0.054568602,0.098966575,0.134065815,0.160053687,0.092870913,0.039833141,0.048333604,0.044135781,0.084809555,0.064999336,0.090291039,0.042546776,0.034111461,0.032964948,,,0.017691038,0.040054704,0.04111044,0.044964893,0.03372064,0.046870878,0.037462378,0.067918234,0.057761318,0.0615326,0.067616059,0.045700001,0.067629828
PE 20:0;0_20:5;0,,,0.000584943,,,,,,,,,,,,,,,,,,,,,,,0.002727467,,0.00092117,,
PE 20:1;0_20:4;0,0.01519774,0.016560027,0.009736299,0.024921726,0.021522389,0.026845399,0.014981429,0.015076609,0.016384153,0.011726416,0.018994215,0.014859967,0.004654025,0.004990016,0.005516749,0.009891374,0.011573102,0.003784081,0.007044122,0.007239,0.005718913,0.006108691,0.002613473,0.002343055,0.016069838,0.01763257,0.016482327,0.008805354,0.01297316,0.006149891
PE 20:2;0_20:3;0,,,,0.002706024,0.002933196,0.002687924,,,,,,,,,,,,,,,,,,,,,,,,
PE 18:0;0_22:6;0,0.098156026,0.089770925,0.101869021,0.171959999,0.172477502,0.168474686,0.06904241,0.077028299,0.077261713,0.074131358,0.07837901,0.076400968,0.080851305,0.066020372,0.074560084,,,,,0.062620861,0.058474401,0.04784482,0.036467541,0.034162938,0.112522474,0.103088888,0.099290793,0.073787191,0.081132983,0.062588089
PE 18:1;0_22:5;0,0.380060382,0.39524879,0.408670332,0.403358043,0.373223084,0.393017662,0.276984597,0.285402116,0.287245821,0.305415328,0.348110623,0.353422972,0.319385895,0.285763817,0.292591771,0.189429723,0.17597289,0.209928481,,0.313196821,0.280363303,0.211048075,0.172024759,0.169303618,0.356866136,0.345978588,0.383670014,0.348445781,0.357673322,0.288297086
PE 18:2;0_22:4;0,,,,,0.01792943,,,,,,,,,,,,,,,,,,,,,,,,,
PE 20:1;0_20:5;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE 20:2;0_20:4;0,,,,0.008891012,0.007613753,0.005885759,,,,,,,,,,,,,,,,,,,,,,,,
PE 20:3;0_20:3;0,,,,0.011522195,0.014404871,0.003874966,,,,,,,,,,,,,,,,,,,,,,,,
PE 18:1;0_22:6;0,0.215006187,0.212033696,0.242768253,0.245198521,0.257435096,0.250117346,0.244701238,0.261693795,0.262980474,0.161798752,0.206091807,0.200228033,0.184381252,0.176066267,0.176193745,0.145664995,0.176703341,0.167601126,0.147532705,0.12409709,0.136741956,0.138807001,0.103061595,0.120523238,0.209738399,0.192050544,0.20461506,0.1616302,0.188310313,0.145586347
PE 18:2;0_22:5;0,0.020588288,0.021115096,,0.032948894,0.029911378,0.031087741,0.023238886,,,0.020421054,,,,,,0.025160556,,,,0.017050624,,,0.009521893,,,,,0.020248706,,0.018322632
PE 18:3;0_22:4;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000912189
PE 20:2;0_20:5;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE 20:3;0_20:4;0,,0.001718856,0.010340067,0.020154923,0.018894913,0.010498553,,,,0.003918048,0.00254649,0.005920253,,,,0.00251629,0.002072369,,,,0.001378208,,0.004139131,0.002607054,,,,0.001669273,0.000926172,0.002696823
PE 18:2;0_22:6;0,,0.006985279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE 18:3;0_22:5;0,,0.001615968,,0.006630273,0.004405984,0.00844723,,,,,,,,,,,,,,,,,,,,,,,,
PE 20:3;0_20:5;0,,,,0.004787707,0.002788704,,,,,,,,,,,,,,,,,,,,,,,,,
PE 20:4;0_20:4;0,,0.00038605,,0.014992581,0.013637252,0.012899632,,,,,,,,,,,,,,,,,,,,,,,,
PE 20:4;0_20:5;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE 19:1;0_22:5;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE 19:2;0_22:5;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE 18:0;0_24:1;0,,0.00109214,,,,0.00217138,,0.001532577,,,,,,,,,,,0.001729241,,,,,,,,,,,
PE 18:1;0_24:0;0,0.032206701,0.029069581,0.033322531,0.024089873,0.027310762,0.027409476,0.04351913,0.044499493,0.051311028,0.037160771,0.03987966,0.044689633,0.039022247,0.035734332,0.033647599,,,,0.030696025,0.034416643,0.034790093,0.046101038,0.03381932,0.038798213,0.041440507,0.041213464,0.043978881,0.031050268,0.024810623,0.024509189
PE 18:0;0_24:2;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE 18:1;0_24:1;0,0.015453509,0.021056628,0.024304366,0.018231479,0.019451401,0.020003992,0.045012748,0.050702157,0.044539731,0.021323469,0.021513994,0.023703677,0.019568777,0.018001745,0.016953016,,,,0.016733648,0.015519743,0.015279321,0.028363928,0.016921131,0.022303555,0.021697361,0.019855288,0.024141284,0.017559881,0.016549922,0.017991605
PE 18:2;0_24:0;0,0.002199489,0.002858852,,,0.000817688,0.001972668,0.007600005,0.007517285,0.007670493,0.001138543,0.001760659,,0.002293892,,0.002379053,,,,0.002064589,0.00196844,0.001935406,,0.001076681,,0.002237734,0.00288086,,0.001174574,0.002034807,0.000780098
PE 20:1;0_22:1;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE 18:0;0_24:3;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE 18:2;0_24:1;0,,,,,,,,0.000980922,,,,,,,,,,,,,,,,,,,,,,
PE 20:3;0_22:0;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE 20:1;0_22:6;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE 20:2;0_22:5;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE 20:3;0_22:5;0,,,,0.01055485,0.006477608,0.008194944,,,,,,,,,,,,,,,,,,,,,,,,
PE 20:4;0_22:4;0,,,,0.004102512,0.00477705,,,,,,,,,,,,,,,,,,,,,,,,,
