feature,AAVS1_Con_1,AAVS1_Con_2,AAVS1_Con_3,CERS2_1,CERS2_2,CERS2_3,CERS2_4,CERS2_5,CERS2_6,FADS3_1,FADS3_2,FADS3_3,GNPAT_1,GNPAT_2,GNPAT_3
PE 16:0;0_20:1;0,0.020413416,0.01778687,0.019410343,0.01943252,0.020636842,0.017761103,0.022015334,0.023511005,0.022083795,0.024989585,0.0256783,0.019008526,0.026538867,0.025285848,0.022186381
PE 16:1;0_20:0;0,0.034845558,0.030722002,0.031838144,0.025553128,0.026029303,0.023907435,0.033847488,0.033451047,0.033076758,0.03102664,0.030745904,0.027748273,0.062964348,0.05589454,0.045827012
PE 18:0;0_18:1;0,1.179187374,1.122234883,1.154385782,0.678862677,0.671771161,0.676767404,0.90534877,0.913195698,0.939491438,0.914103124,1.000934927,0.955578104,0.974884117,0.948766394,0.94307703
PE 16:0;0_20:2;0,0.005299668,0.005046646,0.005429927,0.005378877,0.006109227,0.004193551,0.005832275,0.005767063,0.004871128,0.008292098,0.005851169,0.00439493,0.011686455,0.01158076,0.006071519
PE 16:1;0_20:1;0,0.145374625,0.128176017,0.130430092,0.156655567,0.147969643,0.140878774,0.156222868,0.157304215,0.159796606,0.121444967,0.127633968,0.109067227,0.236791658,0.242840613,0.227065132
PE 17:1;0_19:1;0,0.00416155,0.00390386,0.004115103,0.004019283,,0.004871282,,,0.005559061,0.006026204,0.006742747,0.003815905,,,
PE 18:0;0_18:2;0,0.111211095,0.10289867,0.109305339,0.083245653,0.085044821,0.080481408,0.085026718,0.086070243,0.089285826,0.086258143,0.094172763,0.088018193,0.12132589,0.121262387,0.122944743
PE 18:1;0_18:1;0,3.447438693,3.307055094,3.279688901,3.440094101,3.352751712,3.426829441,3.778140064,3.884862905,3.923008347,2.996077128,3.270968028,3.192956651,4.46228503,4.39776657,4.393510295
PE 15:0;0_21:3;0,,,,,,,,,,,,,,,
PE 16:0;0_20:3;0,0.07954042,0.080219826,0.07959189,0.08963136,0.094660851,0.092286355,0.076081993,0.078640737,0.073505725,0.100936683,0.086025577,0.074020014,0.157937051,0.156191993,0.124670902
PE 16:1;0_20:2;0,0.018865147,0.0186156,0.018561631,0.018034345,0.018991838,0.017507734,0.018828758,0.019684532,0.017260298,0.022520382,0.01697304,0.014344844,0.040479002,0.040015156,0.026418327
PE 16:2;0_20:1;0,0.001117881,0.000855707,0.001147667,0.000766485,,0.000884766,0.000998286,0.000933105,0.000884017,,,0.000750098,,,
PE 17:1;0_19:2;0,0.00090016,0.000958881,0.001127422,0.001337386,0.00132685,0.001392979,0.001481738,0.001287163,0.001328108,0.001151714,0.001205976,0.001249407,,,
PE 18:0;0_18:3;0,0.012720592,0.012480356,0.012266311,0.010783783,0.011523019,0.010742809,0.009922742,0.009709076,0.010840006,0.010589088,0.011841642,0.011589,0.01274858,0.01518447,0.015170954
PE 18:1;0_18:2;0,0.331169666,0.316831853,0.312754452,0.356565649,0.34963442,0.385167765,0.306060915,0.309034607,0.325844228,0.230140502,0.267979594,0.282061863,0.411380853,0.413485522,0.46705706
PE 14:0;0_22:4;0,0.029909438,0.03049788,0.030173454,,,,,,,,,,,,0.022345649
PE 14:1;0_22:3;0,0.003510804,0.005310105,,,,,0.003374002,,,,,,,,
PE 16:0;0_20:4;0,0.284186949,0.281074697,0.287979069,0.352792394,0.34104761,0.363678283,0.22917858,0.220814241,0.24305079,0.243470545,0.27651001,0.298118959,0.452443973,0.439164159,0.486607599
PE 16:1;0_20:3;0,0.055644191,0.058383411,0.055223401,0.065225427,0.066018185,0.063405141,0.058783645,0.061711539,0.05548721,0.088413964,0.063918259,0.054123411,0.149018418,0.144357182,0.08394495
PE 17:1;0_19:3;0,,,,,,,,0.002052488,,,,,,,
PE 18:1;0_18:3;0,0.050855126,0.045832248,0.046916416,0.053287191,0.054582188,0.054715261,0.045884878,0.04618441,0.050166693,0.038029502,0.043568964,0.044764499,0.063520493,0.061486754,0.068774301
PE 18:2;0_18:2;0,0.011082431,0.010991564,0.010611713,0.01073238,0.011092548,0.012458905,0.008377497,0.008193704,0.008411326,0.00725925,0.008658256,0.009699163,0.012060488,0.012672336,0.013923136
PE 14:0;0_22:5;0,,,,,,,,,,,,,,,
PE 14:1;0_22:4;0,0.004480336,0.00472685,0.004568238,0.002166997,,0.001603577,,0.002501369,0.001893543,,,0.002161433,,,
PE 16:0;0_20:5;0,0.117201458,0.116527971,0.120225426,0.123305867,0.135390815,0.130640296,0.092710678,0.09451316,0.10148396,0.121084014,0.132524912,0.128855988,0.280812766,0.27024503,0.277687701
PE 16:1;0_20:4;0,0.070447518,0.072570163,0.073082464,0.071757875,0.073726872,0.080875637,0.056800276,0.056100953,0.062111926,0.059709406,0.059758495,0.064472693,0.114447113,0.117282267,0.116004765
PE 16:2;0_20:3;0,,0.001721953,,,,,,,,,,,,,
PE 18:2;0_18:3;0,0.002144888,0.001723891,0.002093381,0.001983304,0.002103365,0.002037169,0.001863087,0.001295695,0.001375744,,,0.002128811,0.004246738,0.004212314,0.0030035
PE 14:0;0_22:6;0,,0.012316754,,,0.008305216,0.00844917,,,,,,,,,0.017570046
PE 14:1;0_22:5;0,0.021865108,0.014954604,0.018910256,0.011298319,0.008242761,0.007747173,0.008558323,0.008281419,0.009017434,0.009869808,0.010620359,0.010699101,0.017210526,0.018133801,0.012630428
PE 16:1;0_20:5;0,0.019139583,0.013584291,0.016751499,0.022650584,0.017157332,0.016286683,0.01725824,0.018843772,0.019905873,0.020773409,0.019755991,0.02162583,0.056282508,0.058399653,0.049618472
PE 16:2;0_20:4;0,,,,,,0.001786347,,,,,,,,,
PE 15:0;0_22:1;0,,0.000507441,0.000669859,,0.000838641,,0.00077308,0.000636034,0.000694571,,0.000868798,0.000678886,,,
PE 16:0;0_21:1;0,0.001996484,0.001810202,,,,,,,,,,,,,
PE 16:1;0_21:0;0,,0.002330748,,,,,,,0.002495496,,,,0.00379028,,0.003102356
PE 17:0;0_20:1;0,0.001490648,0.001263084,0.001751347,0.001256305,0.001366716,0.001099906,0.001773478,0.001484294,0.001524383,0.001225775,0.001928124,0.00142293,0.00131185,0.00153258,0.001570278
PE 17:1;0_20:0;0,0.001227139,0.001051308,,,,,,,,,,,0.001997813,0.002118934,0.001835876
PE 18:0;0_19:1;0,0.002772995,0.002563717,0.003471827,0.002072016,0.002416316,0.001959488,0.003307185,0.002650782,0.002438738,0.002284271,0.004260096,0.002700815,0.003212322,0.003514671,0.003703077
PE 18:1;0_19:0;0,0.012384199,0.011679414,0.014958793,0.010584693,0.010360424,0.009723029,0.015256979,0.013368614,0.012738477,0.013818534,0.015669532,0.013745407,0.013180459,0.015728614,0.013813748
PE 15:0;0_22:2;0,0.000628528,0.000630367,0.000487193,0.000809009,0.000823735,,0.000771552,0.00105799,0.000890149,0.001344873,0.000814117,0.000518031,,,
PE 16:0;0_21:2;0,0.002901271,0.00235447,0.00235202,,0.004218951,0.002391489,0.003656942,,0.003385641,,,,,0.00497934,0.00423546
PE 16:1;0_21:1;0,0.005955235,0.005245332,0.005677284,0.006599185,0.006437704,0.005882912,0.006427605,0.00642915,0.005923843,0.007974004,0.006008169,0.005295816,0.009371401,0.008190247,0.00689608
PE 17:0;0_20:2;0,0.00064179,0.0006418,0.00065476,0.00060098,0.000714201,0.000597899,0.000564324,0.000710592,0.000639082,0.000945048,0.000617642,0.000755316,0.001319784,0.001239399,0.000790079
PE 17:1;0_20:1;0,0.012210107,0.012017098,0.011788686,0.009323125,0.00841227,0.009170762,0.011019272,0.012210045,0.011839843,0.009566687,0.010019374,0.010281671,0.011716785,0.012405726,0.01024345
PE 18:0;0_19:2;0,0.00233945,0.002351859,0.002417068,0.002413684,0.002360085,0.002641131,0.002242725,0.002367747,0.002377758,0.002625346,0.002992325,0.002660127,0.003861021,0.003964842,0.003198128
PE 18:1;0_19:1;0,0.036454742,0.035498478,0.037368926,0.038327742,0.033718571,0.039416577,0.041116694,0.043365106,0.043073894,0.034449755,0.036719882,0.037839745,0.054417303,0.0558241,0.05245676
PE 18:2;0_19:0;0,0.002182707,0.002014366,0.002277875,0.00234402,0.001978774,0.002143825,0.002085052,0.002128555,0.001884956,0.002836465,0.002346934,0.002293261,,,0.002798029
PE 15:0;0_22:3;0,0.000738874,0.001197099,0.001577173,0.001170093,0.001387808,0.000968468,0.001671216,0.001288141,0.001355604,0.001974383,,0.000882804,,,
PE 15:1;0_22:2;0,,,,,,,,0.004732859,,0.002108679,,,,,0.000541923
PE 16:0;0_21:3;0,0.002572878,0.002401154,0.003108454,0.003167445,0.003581112,0.002383899,0.003345207,0.0028825,0.002627284,0.004904842,0.003859663,0.002468701,0.009105634,0.007446344,0.005270332
PE 16:1;0_21:2;0,0.007960958,0.0066103,,,,,,,,,,0.00780513,,0.006636336,
PE 17:0;0_20:3;0,0.003871677,0.003832781,0.005926296,0.004809387,0.003979114,0.004555942,0.003537059,0.002644609,0.003407853,0.003012865,0.004513826,0.003796436,0.007350954,0.006523092,0.007504585
PE 17:1;0_20:2;0,0.002064531,0.002086597,0.002837512,0.002833086,0.002526674,0.002826477,0.002395528,0.002189151,0.002528712,0.001480596,0.002152053,0.001981296,0.002366462,0.002104376,0.002524631
PE 18:0;0_19:3;0,0.002275886,0.002309907,0.003464077,0.003101894,0.003378206,0.002954315,0.001975584,0.001584512,0.002132906,0.001595524,0.002390059,0.002194438,0.004599738,0.004170101,0.006505219
PE 18:1;0_19:2;0,0.007869123,0.007539908,0.011298416,0.011602005,0.011149361,0.010895771,0.009619541,0.007929987,0.011112841,0.004783455,0.007977385,0.007513466,0.010107863,0.008942954,0.011400354
PE 18:2;0_19:1;0,0.003338917,0.003057571,0.00431943,0.004386031,0.00460113,0.004869441,0.002856289,0.002629036,0.00372781,0.001790208,0.003008282,0.003147221,0.005547145,0.005376149,0.007016179
PE 15:0;0_22:4;0,0.002719721,0.003122861,0.00286096,0.002684644,0.00239698,0.00243825,0.001884272,0.001816742,0.002053325,0.002211565,0.001955709,0.001791259,,,0.00213656
PE 15:1;0_22:3;0,,,,,,,0.005902732,0.005701291,,0.004270208,0.00582332,0.006229436,0.002472764,0.003043315,
PE 16:1;0_21:3;0,0.002323245,0.003114167,0.002339728,0.003149279,,0.002079712,0.003934797,0.004134471,0.00332545,0.009065147,0.004242269,0.002152731,0.014509902,0.013199163,0.004440707
PE 17:0;0_20:4;0,0.017766473,0.018481117,0.017258515,0.015826073,0.015829714,0.01510541,0.009651429,0.009441655,0.011921507,0.009264768,0.013629398,0.01268152,0.032128045,0.030085499,0.043254745
PE 17:1;0_20:3;0,0.015408058,0.017952844,0.015064405,0.020109466,0.018903602,0.019472207,0.013059585,0.011916211,0.016235432,0.010205089,0.014450486,0.013985445,0.010211186,0.009201683,0.010375309
PE 18:1;0_19:3;0,0.00275971,0.003131875,0.00281632,0.003457816,0.00374273,0.002891257,0.002600031,0.002534782,0.002803977,0.002587372,0.002397,0.002184992,0.010358293,0.007723721,0.008233415
PE 15:0;0_22:5;0,0.003772537,0.004489799,0.0042805,0.003988472,0.003679579,0.004140602,0.002505555,0.002579907,0.003069457,0.003089557,0.002980138,0.002877811,0.005236711,0.004522523,0.006452044
PE 15:1;0_22:4;0,,,,,,,,,,,,,0.00121964,0.001142039,
PE 17:0;0_20:5;0,0.008276359,0.006173142,0.008156507,0.004504874,0.005559174,0.004122607,0.004307323,0.005741053,0.005070925,0.00578355,0.007913475,0.006143921,0.019787933,0.021748378,0.021693684
PE 17:1;0_20:4;0,0.007791377,0.010339937,0.009165736,0.008896151,0.007588364,0.009837825,0.007589623,0.007822156,0.008850492,0.007344283,0.00648168,0.00821914,0.006688579,0.005466049,0.007229334
PE 15:0;0_22:6;0,,,,,,,,,,,,,,0.000712652,0.000578048
PE 15:1;0_22:5;0,,,,,,,,,,,,,0.006162017,0.007068726,0.006194576
PE 17:1;0_20:5;0,,,,,,,,,,,,,0.001988029,0.002501388,0.002099173
PE 16:0;0_22:1;0,0.002959269,0.002451404,0.002582493,0.002229986,0.002609339,0.001916137,0.004727254,0.003919824,0.003713283,0.002615961,0.002505865,0.003017124,0.003612939,0.003173424,0.003478832
PE 16:1;0_22:0;0,0.00872298,0.00890655,0.008496277,0.005919201,0.005862488,0.005736263,0.014065557,0.010342845,0.010335709,0.010001211,0.006569678,0.007944738,0.025552228,0.021090043,0.011353654
PE 18:0;0_20:1;0,0.009619848,0.009705602,0.010146766,0.007047621,0.007152829,0.006674221,,0.012629997,0.013296645,0.008207215,0.010496971,,0.007209006,0.008298028,0.012701216
PE 18:1;0_20:0;0,0.029284449,0.029095526,0.030076208,0.01896565,0.019744178,0.018313747,0.046407005,0.035124146,0.037375204,0.026189072,0.028337694,0.032532594,0.032588656,0.032052891,0.033687657
PE 16:0;0_22:2;0,0.005634672,0.006268652,0.005037819,0.007202706,0.008151784,0.005148488,0.011267959,0.013086642,0.009472702,0.016324985,0.008943251,0.005919316,0.032448708,0.026641386,0.010429564
PE 16:1;0_22:1;0,0.019748298,0.018389066,0.019407625,0.020031527,0.022317985,0.015767145,0.026266271,0.026164489,0.023909528,0.02387729,0.020368054,0.015301931,0.046363583,0.037532848,0.032090355
PE 17:1;0_21:1;0,0.001161818,0.000783141,0.000881172,,,0.000651492,,,0.000906681,,,0.000861684,,0.000984769,
PE 18:0;0_20:2;0,0.002919233,0.003032875,0.002964685,0.002376705,0.002227864,0.002410349,0.003191934,0.003378894,0.003571778,0.002243139,0.00264027,0.002702139,0.003209568,0.002953195,0.003530886
PE 18:1;0_20:1;0,0.094615246,0.097430046,0.09366362,0.097535475,0.089918877,0.096524387,0.139308213,0.140930169,0.149179437,0.084760875,0.097694336,0.092065184,0.139996438,0.142007457,0.159456476
PE 18:2;0_20:0;0,0.00396114,0.004288929,0.004155749,0.003929068,0.003394757,0.003492621,0.004956933,0.005216911,0.005055358,0.00393792,0.004131351,0.003727376,0.007787997,0.007302937,0.006070898
PE 19:1;0_19:1;0,0.000214034,0.000218233,0.000253197,0.000235378,,,0.000264985,0.000252231,0.000289992,,,0.000140757,,0.000219701,
PE 16:0;0_22:3;0,0.016204954,0.019192452,0.016340192,0.019104283,0.021501931,0.012641252,0.029908743,0.033300305,0.023176573,0.071384325,0.029370336,0.018577377,0.109971486,0.110896843,0.02551111
PE 16:1;0_22:2;0,0.019607035,0.023717422,0.018804236,0.025540684,0.029795517,0.015847911,0.036077598,0.040210892,0.030140297,,0.036069196,0.022184977,,,0.032426051
PE 17:1;0_21:2;0,0.001234853,0.000810957,0.001338596,0.001348813,,0.001105106,0.001597604,0.001407708,0.001470245,,,,,,
PE 18:0;0_20:3;0,0.138945105,0.130255644,0.143239955,0.090468372,0.086765979,0.102948388,0.082897261,0.077103506,0.090090466,0.089058578,0.097828835,0.119249558,0.108410618,0.107682008,0.153157662
PE 18:1;0_20:2;0,0.021436458,0.020177971,0.021296317,0.018941076,0.018684679,0.019633388,0.01926614,0.017948806,0.01985346,0.019862884,0.018140212,0.019893699,0.025384876,0.02652797,0.027975977
PE 18:2;0_20:1;0,0.005310254,0.004598597,0.005200124,0.004679677,0.004717484,0.005204341,0.004656147,0.004407019,0.005005632,0.003577101,0.003969076,0.004342605,0.00570175,0.006051956,0.00864691
PE 16:0;0_22:4;0,0.077336226,0.082830222,0.081717614,0.08132404,0.086316511,0.0584945,0.091040675,0.130683238,0.081526296,0.222972215,0.10322855,0.073356501,0.348643732,0.349280916,0.099062862
PE 16:1;0_22:3;0,0.045327213,0.065322399,0.047975551,0.06991546,0.082236972,0.039935439,0.118251958,,0.09152918,,0.116100517,0.065716133,,,
PE 18:0;0_20:4;0,0.799220299,0.776297179,0.809616707,0.669243716,0.624968642,0.731740485,0.567384016,0.684141241,0.639142971,0.630233707,0.660623341,0.782308455,0.941487533,0.955818764,1.200386656
PE 18:1;0_20:3;0,0.233836104,0.225658835,0.232742466,0.2391528,0.2252981,0.257992558,0.201540715,0.249122819,0.219258616,0.240921881,0.200891442,0.224414018,0.379037048,0.374657554,0.383485947
PE 18:2;0_20:2;0,0.001787739,0.001218371,0.001729896,0.001453761,0.001295746,0.001463989,0.00109893,0.001570107,0.001269134,,0.001259706,,0.002219763,,0.002103425
PE 18:3;0_20:1;0,,,,,0.002566117,,,0.002592416,,,,,,,0.003904575
PE 16:0;0_22:5;0,0.469835493,0.427752259,0.462097642,0.436262867,0.440469352,0.420333746,0.377168544,0.380426052,0.384583548,0.38765525,0.434255187,0.393984159,0.530494438,0.529922303,0.606459717
PE 16:1;0_22:4;0,0.032128199,0.038654496,0.031734734,0.027438626,0.027467805,0.022883697,0.03450792,0.039556069,0.032028282,0.05547735,0.03119688,0.026807462,0.150681953,0.1370683,0.041153647
PE 18:0;0_20:5;0,0.138423447,0.164112233,0.154203576,0.11355759,0.10775586,0.12182184,0.128828111,0.123425579,0.132812859,0.124687875,0.133893799,0.147990227,0.31367474,0.30625465,0.332575879
PE 18:1;0_20:4;0,0.258095919,0.282105862,0.27587278,0.276200747,0.244987134,0.295783994,0.246712078,0.239975291,0.26766635,0.203465758,0.210424499,0.246777561,0.529659763,0.519971686,0.571733361
PE 18:2;0_20:3;0,0.005662487,0.005215675,0.005650045,0.004836459,0.005086879,0.004114968,0.005128847,0.005532579,0.004937894,0.006075135,0.004259038,0.004331535,0.015030894,0.010105981,0.008940464
PE 16:0;0_22:6;0,0.124920056,0.137298311,0.124498194,0.117145823,0.110602019,0.125630529,0.092075981,0.092824789,0.09598233,0.090627542,0.091582273,0.11405908,0.191309787,0.193860529,0.194490369
PE 16:1;0_22:5;0,0.313757006,0.298584911,0.305435421,0.292984392,0.297886642,0.291582508,0.24678489,0.242719422,0.25230607,0.257215196,0.273055689,0.26884624,0.38848474,0.394147569,0.389559321
PE 18:1;0_20:5;0,0.066467903,0.074809568,0.066675886,0.082822853,0.070836974,0.083939447,0.075509498,0.075892957,0.077792571,0.064029198,0.064105421,0.08136881,0.216013936,0.215303716,0.219626855
PE 18:2;0_20:4;0,0.005563238,0.005581369,0.004249192,0.005865568,0.00539696,0.006585195,0.005144861,0.004637549,0.004924342,0.00445252,0.003291046,0.004614117,0.011880439,0.011826048,0.008439567
PE 16:1;0_22:6;0,0.063107175,0.054975784,0.054916881,0.042504195,0.043799764,0.044356519,0.03608853,0.035569377,0.036988116,0.035659608,0.037279197,0.03821883,0.086668703,0.083385307,0.085499098
PE 16:2;0_22:5;0,0.003235569,0.002693412,0.002920152,0.002829658,0.002309499,0.001671464,,0.002132458,0.001957853,0.002339837,,0.001979224,,,0.003486183
PE 18:2;0_20:5;0,,0.002363006,0.002302524,0.002016895,0.002104594,0.002049075,0.001617884,0.001599652,0.001813737,,,0.001765875,0.004316991,0.003835107,0.004729581
PE 18:3;0_20:4;0,,0.000591464,0.000834427,,,,,,,,,0.000438256,,,
PE 16:1;0_23:1;0,0.001726964,0.001419139,,,,,,,0.00147581,,,,,,
PE 17:0;0_22:2;0,0.000256968,,,,,0.0001725,0.000362056,0.000238264,0.000250134,,,0.000302887,,,
PE 17:1;0_22:1;0,0.001633441,0.001561064,0.001759031,0.001374684,0.001344816,0.00119231,0.001585176,0.001201242,0.001424348,0.0012512,0.000971712,0.001264319,0.002451147,0.001992513,0.001364661
PE 18:0;0_21:2;0,0.000912394,0.000829253,0.001090005,0.000666858,,0.000602337,0.000869842,0.000637822,0.000604267,,0.0007649,0.001104856,0.001514885,0.001552624,0.001156891
PE 18:1;0_21:1;0,0.005679078,0.004679933,0.006206853,0.005904542,0.006015712,0.004872399,0.006746115,0.00520108,0.005768724,0.00653298,0.005509075,0.006477985,0.007247305,0.007193891,0.006339558
PE 19:1;0_20:1;0,0.000740097,0.000496902,0.000765187,0.000791702,0.000615047,0.000747957,0.000855352,0.000751576,0.000743637,0.000551834,0.000638033,0.000752202,0.000843243,0.00113402,0.00105896
PE 15:0;0_24:3;0,0.000254375,0.000234671,,,,,,,,,,,,,
PE 17:0;0_22:3;0,0.000336637,0.000372274,0.000456448,0.000304593,,0.00032233,0.000406759,,0.000396811,,,0.0002764,,,
PE 17:1;0_22:2;0,0.00121471,0.00140263,0.001345411,0.00086983,0.000802702,0.000978873,0.001063777,0.001218006,0.001255794,0.005128161,0.004241527,0.00083465,,,0.001595343
PE 18:0;0_21:3;0,0.003229008,0.003420572,0.003615941,0.001486708,0.001154224,0.002403189,0.001420417,0.001509755,0.002007814,0.004079497,0.007990221,0.002667389,0.005406499,0.00688748,0.006249228
PE 18:1;0_21:2;0,0.01075902,0.009010213,0.010588638,0.010178232,0.008777956,0.009005091,0.009458526,0.009487276,0.011175346,,,0.010124165,0.010414672,0.01025254,0.007250184
PE 18:2;0_21:1;0,,0.000672367,,,,,0.000447252,0.000470541,,,,,,,
PE 19:0;0_20:3;0,0.001101872,0.001027987,0.001209103,0.000723598,0.000510193,0.001040465,0.000581013,0.000645754,0.000788222,0.002646773,0.002938883,0.000885493,0.001724269,0.002214677,0.001871002
PE 19:1;0_20:2;0,0.000246891,0.000167698,,,0.00017874,0.000318821,,0.000213354,0.00026397,0.000462377,,0.000191106,0.000607966,,0.000380202
PE 19:2;0_20:1;0,,0.000265184,0.000226116,0.000179845,,0.000265393,0.000201655,0.000189607,0.000317653,,,0.000170762,,0.000393221,0.000409323
PE 15:0;0_24:4;0,0.001720231,0.001560753,0.001791376,,,0.001882725,0.00150922,0.001363701,,,,0.001401464,,,
PE 15:1;0_24:3;0,,0.001359121,,,,,,,0.000772332,,,,,,
PE 17:0;0_22:4;0,0.001479255,0.001438017,0.001696942,0.001096748,0.001045355,0.001007596,0.000870961,0.000779553,0.0009731,0.000704662,0.000980886,0.001284858,0.001808354,,0.002175169
PE 17:1;0_22:3;0,0.003561456,0.003782318,0.004112778,0.003395391,0.003791885,0.002499781,0.004498404,0.004464059,0.004293281,0.004561965,0.00334265,0.003170791,0.010585158,,0.004168531
PE 18:0;0_21:4;0,0.001084704,0.000839233,0.001216722,,,0.000869171,,0.000681323,0.000920345,,,0.001051061,,0.002345089,0.002587737
PE 18:1;0_21:3;0,0.004066148,0.004499257,0.004681848,0.005201768,0.005250504,0.004412162,0.005234568,0.005181854,0.005063161,0.005018264,0.00465933,0.00471384,0.007160064,0.017157539,0.00846992
PE 19:0;0_20:4;0,0.005319318,0.004630651,0.005491892,0.00591261,0.0044842,0.006159302,0.003753071,0.003525427,0.004146043,0.002710646,0.003427407,0.004387651,0.004044647,0.008550255,0.011185778
PE 19:1;0_20:3;0,0.002161113,0.002147693,0.0024132,0.002900409,0.002616769,0.002935858,0.00176315,0.001425887,0.002087072,0.000727352,0.001588541,0.002229022,0.00165785,0.003722698,0.004581002
PE 15:0;0_24:5;0,,0.010249796,0.010341136,0.009744931,,0.009266143,0.009667622,0.008213841,0.00841359,,,,,,
PE 15:1;0_24:4;0,0.003010464,0.001552254,0.001371504,0.000826205,,0.000949483,0.000962729,0.000886398,0.000874523,,,0.001999254,,,
PE 17:0;0_22:5;0,0.007351466,0.003857976,0.00379339,0.002767246,,0.002951529,0.002764164,0.002425365,0.002396766,,,0.00609172,0.016287464,0.014880968,0.011853152
PE 17:1;0_22:4;0,0.006621189,0.003451555,0.0031639,0.001944367,,0.001842531,0.002375211,0.002615124,0.002323226,,,0.004203616,0.007930083,0.007836966,0.003305893
PE 17:2;0_22:3;0,,,,,,,,,,,,,,,
PE 19:0;0_20:5;0,0.000950346,0.00058695,0.000494074,0.000381268,,0.000484912,0.000475185,0.000500362,0.000551953,,,0.001124047,0.002917969,0.002937999,0.003096816
PE 19:1;0_20:4;0,0.004568172,0.002524459,0.002355415,0.002158423,,0.002683885,0.002319737,0.001908426,0.002157332,,,0.004720044,0.01034644,0.010687729,0.012829381
PE 15:0;0_24:6;0,0.007597059,,0.007552178,,,,,,,,,,,,
PE 15:1;0_24:5;0,0.006960816,0.009882879,0.007627469,0.005662923,0.006298193,0.006134,0.005082871,0.005516105,0.005558194,0.00515231,0.005435184,0.006247135,0.006171313,0.00677735,0.00886845
PE 17:0;0_22:6;0,0.003851651,0.005452921,0.004283546,0.003927516,0.004494867,0.003602676,0.00361419,0.003696027,0.003168712,0.00934992,0.004899531,0.004345419,0.024557934,0.020933353,0.011684439
PE 17:1;0_22:5;0,0.014436514,0.022232218,0.016463556,0.016061735,0.017390183,0.017871986,0.0144073,0.015720235,0.015495859,0.013910673,0.013319255,0.017767455,0.012240047,0.014141334,0.017192138
PE 19:1;0_20:5;0,0.000494923,0.000971294,0.000655107,0.000588213,0.000709881,0.000665674,0.000586405,0.000704128,0.000599927,,0.00055945,0.000914846,0.002271928,0.00260003,0.002973854
PE 15:1;0_24:6;0,0.002164624,0.002171438,0.001772608,0.001093932,0.000482104,0.001229584,0.000861162,0.000944473,0.000666346,0.001196679,0.001072627,0.001002676,,,
PE 17:1;0_22:6;0,0.005391019,0.005881909,0.004771504,0.00451966,,0.005381279,0.004338134,0.005001331,0.003462992,0.004992187,0.004419363,0.005667227,0.010540072,0.01013925,0.011029661
PE 16:0;0_24:1;0,0.001465971,0.001058452,0.00135667,0.001392855,,0.001049492,0.001663016,0.001487076,,0.001091281,,0.001068896,0.001234225,0.000993674,0.002116631
PE 16:1;0_24:0;0,0.012361879,0.011179306,0.01183688,0.009273029,0.009869385,0.009818864,0.013711142,0.01193425,0.01690466,0.004123561,0.008380796,0.006752506,0.006335617,0.007108641,0.016470408
PE 18:0;0_22:1;0,0.001418407,0.001199365,0.001310447,,0.001385637,0.001055591,0.001572073,0.001660522,0.001454824,,,0.001224262,0.001175141,0.001320923,
PE 18:1;0_22:0;0,0.017541188,0.01700107,0.017796762,0.01350427,0.014099153,0.012710274,0.023402825,0.022551582,0.025838505,0.020114357,0.016613852,0.013721264,0.038626204,0.034110216,0.025928844
PE 20:0;0_20:1;0,0.000484675,0.000487046,0.000580734,,,0.000506838,0.001028878,0.000805426,0.001317763,,0.000753296,0.000600901,0.00081048,,0.000936827
PE 16:0;0_24:2;0,,0.004180095,0.003943093,,,,,,0.005479216,,,,0.008536636,,0.005887114
PE 16:1;0_24:1;0,0.010438924,0.010110891,0.009630583,0.007284705,0.006829313,0.008372418,0.011590363,0.010834711,0.011111935,0.005865009,0.006856185,0.006155614,0.011961916,0.013957786,0.013688082
PE 18:0;0_22:2;0,0.003024279,0.002574259,0.002566247,0.002097992,0.001918654,0.00203617,0.00320137,0.00305442,0.002867766,0.002183075,0.00225551,0.002260372,0.003514863,0.004199979,0.003731426
PE 18:1;0_22:1;0,0.02197038,0.021871679,0.020635791,0.017746847,0.016717486,0.018457769,0.02840436,0.026194801,0.025119384,0.017091108,0.019863523,0.017113128,0.024944003,0.028856931,0.025147066
PE 18:2;0_22:0;0,0.00112752,0.00153443,0.001239828,0.001092118,0.00087075,0.00120648,0.001676948,0.001564857,0.001464806,0.001322479,,0.000964369,0.004145432,0.00435132,0.001740984
PE 20:0;0_20:2;0,,,,,,,0.000324675,0.000286907,0.000319081,,,,,,0.000303218
PE 20:1;0_20:1;0,0.001464534,0.001356639,0.001256049,0.00165281,0.001286481,0.002130111,0.002813174,0.002548326,0.002773083,0.000835401,0.00140668,0.001400243,0.001507402,0.002131319,0.00237373
PE 16:1;0_24:2;0,,0.005357909,0.005933315,,,0.004504614,0.005339551,0.00520963,0.004816334,,,,,,
PE 18:0;0_22:3;0,0.002932723,0.002416958,0.002454294,0.001405601,0.000831411,0.001203452,,,0.00137769,,0.001736119,0.00194816,,,0.002960259
PE 18:1;0_22:2;0,0.011857367,0.009988634,0.009463636,0.010601304,0.008693128,0.006410119,0.012183527,0.01244837,0.010024249,,0.013443964,0.011646961,,,0.016522789
PE 18:2;0_22:1;0,0.001562642,0.001128703,0.001263558,0.001147023,0.00104677,0.00082476,0.000807664,0.000850121,0.000912897,,0.001016736,0.001183342,0.014224427,0.011916309,0.002149519
