feature,AAVS1_Con_1,AAVS1_Con_2,AAVS1_Con_3,CERS2_1,CERS2_2,CERS2_3,CERS2_4,CERS2_5,CERS2_6,FADS3_1,FADS3_2,FADS3_3,GNPAT_1,GNPAT_2,GNPAT_3
PC 14:0;0_24:1;0,0.002799876,0.003445831,0.003403987,0.002796928,0.002720269,0.003275654,0.002672934,0.003761019,0.003608901,0.002370725,0.002729663,0.002348105,0.002466164,0.003268497,0.003016338
PC 14:1;0_24:0;0,0.001942103,0.001972067,0.001931097,0.001230382,,,,0.002466806,,,,0.001977037,,0.001881486,0.001718163
PC 16:0;0_22:1;0,0.006867746,0.006431454,0.006836296,0.007620587,0.008673363,0.007857064,0.009226193,0.010888068,0.009771683,0.00850139,0.009411002,0.008066293,0.00857125,0.008576169,0.00797534
PC 16:1;0_22:0;0,0.007296251,0.006574178,0.006901855,0.006590784,0.008547202,,0.008934197,0.009304203,0.008193119,0.007750594,0.007265515,0.006104435,0.010296021,0.010884845,0.007332276
PC 18:0;0_20:1;0,0.009329996,0.009270902,0.011408705,0.013842334,0.013649831,0.016102099,0.01543387,,0.018077004,0.016166185,0.015808765,0.015275706,0.015862205,0.016577125,0.015023239
PC 18:1;0_20:0;0,0.016934811,0.014715712,0.015614179,0.017128568,0.018058858,0.019893,0.023959539,0.028829861,0.026838691,0.01904883,0.021471208,0.019819633,0.017817687,0.0201329,0.01838975
PC 14:1;0_24:1;0,0.002736324,0.003495122,0.002787528,0.001444215,0.001688293,,,0.00270066,,,,,,0.003880632,0.003011646
PC 16:0;0_22:2;0,0.005306136,0.00460537,0.004908373,0.007469245,0.007229653,0.005791266,0.00783611,0.007894579,0.007610777,0.008227449,0.006816002,0.00725447,0.010591883,0.008748246,0.006621306
PC 16:1;0_22:1;0,0.029283532,0.024003837,0.02686154,0.032721695,0.035272683,0.030359535,0.037718354,0.037470998,0.037479261,0.034505615,0.03063462,0.028081376,0.04699427,0.04216237,0.038131398
PC 18:0;0_20:2;0,0.015331455,0.014427711,0.015032958,0.015837603,0.016657618,0.013954565,0.018269621,0.018748084,0.016343624,0.026759431,0.021339524,0.019646202,0.027114871,0.024382457,0.021020784
PC 18:1;0_20:1;0,0.207165597,0.197050584,0.203065945,0.294811894,0.277650972,0.291700039,0.374598472,0.387070768,0.37614343,0.237563688,0.263476424,0.283277645,0.285929402,0.319061837,0.303445215
PC 18:2;0_20:0;0,0.003834912,0.002999731,0.003830909,0.004039911,0.003923778,0.003611875,,,0.004960356,0.00426486,0.004506701,0.004527711,0.004893476,0.004777358,0.004624191
PC 19:1;0_19:1;0,,0.000497939,,,,0.000561779,,,,,0.00059783,0.000580757,,,0.000630002
PC 16:0;0_22:3;0,0.003718847,0.004024096,0.004286799,0.003116709,0.003099384,0.003022341,0.004244917,0.003812404,0.003417591,0.004953482,0.004573553,0.004868005,0.005260786,0.007331752,0.005346959
PC 16:1;0_22:2;0,0.005181886,0.006368838,0.00556938,0.005273381,0.006786637,0.006613772,0.006687679,0.007524694,0.007823172,0.007227128,0.006020748,0.00556569,0.011614365,0.011720128,0.007023444
PC 18:0;0_20:3;0,0.034548114,0.035749968,0.037122785,0.032760671,0.031546793,0.034192069,0.033038419,0.032975545,0.032048651,0.040195433,0.045396572,0.042893559,0.043692049,0.053383267,0.04993995
PC 18:1;0_20:2;0,0.041593442,0.04517819,0.04481432,0.049175411,0.0489694,0.049805431,0.055178371,0.058928526,0.054129112,0.054396299,0.051413399,0.052039466,0.060930805,0.068254291,0.056054007
PC 18:2;0_20:1;0,0.018686014,0.020003585,0.019445898,0.025507302,0.024757488,0.026552692,0.029211204,0.030680836,0.030675513,0.01998894,0.024518682,0.022936234,0.024333151,0.031136874,0.030251002
PC 16:0;0_22:4;0,0.020916774,0.020783682,0.022166614,0.015816223,0.016189133,0.016020115,0.017444348,0.016001664,0.016295492,0.023208874,0.023912071,0.021136171,0.027087327,0.028873485,0.026950396
PC 16:1;0_22:3;0,0.004600018,0.004598625,0.004618029,0.003916421,,,0.005967671,0.004723145,0.004377266,,0.003605328,0.003966713,0.010433395,,0.006650174
PC 18:0;0_20:4;0,0.041157262,0.043634683,0.050684655,0.027882498,0.02920368,0.026571954,0.028863747,0.026090943,0.030383594,0.053744832,0.05096512,0.045521269,0.048346317,0.059251964,0.055707764
PC 18:1;0_20:3;0,0.101462959,0.105897463,0.106728095,0.096608313,0.097985832,0.094793397,0.091981291,0.091884755,0.09359497,0.114399425,0.108771302,0.097559707,0.13740664,0.152881773,0.135777142
PC 18:2;0_20:2;0,0.004289373,0.003992857,0.004213443,0.004738301,0.003915867,0.004137468,0.005078268,0.004508037,0.004564046,0.004707263,0.004237521,0.004849413,0.006685171,0.007995545,0.004859624
PC 18:3;0_20:1;0,,0.002196237,0.00213632,0.002373669,0.002035985,0.001875764,0.002672485,0.002057412,0.002350495,0.003311489,0.002755451,0.002027169,0.003070821,0.004388734,0.002632954
PC 16:0;0_22:5;0,0.121469113,0.124655803,0.132207052,0.082096424,0.079556919,0.086941018,0.086538039,0.087314388,0.093251356,0.121208988,0.13237793,0.129547771,0.135097923,0.158266024,0.166045635
PC 16:1;0_22:4;0,0.014106715,0.014139514,0.013414771,0.010367242,0.011580041,0.010018322,0.012917989,0.011847974,0.010634748,0.014477769,0.009948313,0.010636472,0.023124056,0.022480721,0.018687502
PC 18:0;0_20:5;0,0.015412604,,0.018139175,0.009505146,0.010238652,,0.012316557,0.00953661,,0.020191105,0.020579133,0.017825056,0.023053051,,0.025823548
PC 18:1;0_20:4;0,0.119498674,0.134880504,0.127798486,0.093409044,0.089473754,0.100334354,0.10071319,0.102757102,0.106435043,0.130663879,0.12533563,0.121769371,0.153374081,0.177581039,0.143927468
PC 18:2;0_20:3;0,0.011950528,0.012381121,0.012555142,0.00997354,0.009036565,0.011114907,0.010791149,0.008534635,0.008889639,0.013890998,0.009521832,0.010476034,0.018306995,0.015416155,0.01047268
PC 16:0;0_22:6;0,0.111452028,0.11671612,0.132386015,0.081311531,0.080139061,0.081964069,0.08463437,0.068230924,0.092005511,0.111447148,0.127251599,0.113721549,0.140163059,0.129387246,0.168459713
PC 16:1;0_22:5;0,0.053960849,0.054911358,0.053786813,0.041048945,0.039864244,0.037772954,0.037319479,0.02986281,0.037472987,0.044313244,0.045812292,0.038666797,0.071912961,0.061743509,0.07584188
PC 18:1;0_20:5;0,0.049186122,0.051531004,0.052231686,0.037556822,0.043743343,0.035203675,0.049875338,0.04797945,0.049048481,0.083748835,0.063815773,0.071324567,0.07734896,0.075390677,0.060739423
PC 18:2;0_20:4;0,0.016713988,0.017619291,0.017970019,0.016855813,0.014424997,0.013735739,0.013503562,0.012224997,0.012683877,0.025869621,0.018722798,0.014779147,0.024836336,0.021199283,0.016920579
PC 18:3;0_20:3;0,,,,,,,,,,,,,,,
PC 16:1;0_22:6;0,0.067221806,0.062200749,0.066721675,0.04458911,0.03347394,0.046246198,0.036020192,0.041177818,0.045206651,0.041394253,0.051750057,0.038105809,0.06442955,0.059550529,0.086881709
PC 18:2;0_20:5;0,,0.003038647,0.003423883,0.002907561,0.002980602,,0.00256935,,,0.004187487,,0.003630861,0.005344787,0.00410474,
PC 18:3;0_20:4;0,0.002377072,,0.002967507,0.002964737,0.002590722,,0.003864215,,,0.007744973,,0.00233749,0.006977932,0.005058571,0.003309781
PC 15:0;0_24:1;0,0.005313164,0.001020887,,,,,,,,,,0.00574647,,,0.001115365
PC 17:0;0_22:1;0,0.005126623,0.000894762,0.011290231,,0.009956422,0.013345469,,0.013805074,0.012059663,,0.014477298,0.008828927,0.013091664,0.012807589,0.002151332
PC 17:1;0_22:1;0,0.002367758,0.00186562,0.001988106,0.002398981,0.002382161,0.001593413,0.002866632,0.002086219,0.003309924,,,0.002216168,,,0.003128236
PC 18:1;0_21:1;0,0.014416815,0.009989787,0.011825541,0.014654781,0.013547213,0.011100065,0.017653273,0.012820321,0.01936366,0.015742382,0.016356808,0.013129381,0.017225935,,0.013997767
PC 19:1;0_20:1;0,0.002251346,0.001302113,0.001754871,0.002997997,0.002749637,0.002110747,0.002918989,0.002369487,0.003819771,0.002364352,0.002042659,0.002150731,0.002111312,0.020085503,0.002982159
PC 18:0;0_21:3;0,,,,,,,,,,,,,,,0.001253649
PC 18:1;0_21:2;0,,,,,,,,,,,,,,,0.005735023
PC 19:0;0_20:3;0,,,,,,,,,,,,,,,0.001070002
PC 17:0;0_22:4;0,,,0.001933767,,,,,,,,,,,,0.003336377
PC 18:1;0_21:3;0,,,0.009398262,,,,,,,,0.009860766,,,,0.007806078
PC 19:0;0_20:4;0,,,,,,,,,,,,,,,
PC 19:1;0_20:3;0,,,,,,,,,,,,,,0.010121003,
PC 17:0;0_22:5;0,0.005678017,0.006110686,0.011121605,0.005057618,0.012938593,0.003029548,0.013518717,0.011911985,0.005792928,0.016969521,0.007355443,0.007653684,0.005298938,0.005320684,0.007388857
PC 17:1;0_22:4;0,0.005642411,0.003958555,0.006744918,,,,,,,,,,,0.004045373,0.005347465
PC 19:1;0_20:4;0,0.012174191,0.01039814,,0.013783838,,0.007996586,,,0.015290552,,0.017385906,0.010632222,0.015711464,0.014037894,0.012076318
PC 17:0;0_22:6;0,0.004328833,,0.004209538,,,,,,,,,0.002562304,,,0.004252865
PC 17:1;0_22:5;0,0.012273251,0.020423333,0.016490728,0.01531708,0.018983209,0.011715659,0.018800292,0.015247388,0.014406256,0.022421448,0.0223345,0.010275041,0.020607324,0.02463883,0.01655397
PC 19:1;0_20:5;0,,,,,,,,,,,,0.002598236,,,
PC 17:1;0_22:6;0,,0.009524815,0.010313825,,,,,,,,,,,,0.009027728
PC 16:0;0_24:0;0,0.010736128,0.010610303,0.010107784,0.017467156,0.011517323,0.015728928,0.016157093,0.022648354,0.020172581,0.014045331,0.016901306,0.009002156,,0.015258178,0.013382716
PC 16:0;0_24:1;0,0.018158345,0.014118785,0.014754959,0.017015843,0.0182916,0.014269133,0.018446022,0.01704966,0.019519529,0.016562987,0.017898493,0.016170223,0.018113169,0.016406354,0.020017014
PC 16:1;0_24:0;0,0.010960238,0.010460508,0.00957207,0.017513098,0.016587542,0.014187934,0.021496522,0.022228921,0.024144819,0.008112113,0.008785471,0.008172788,0.01217933,0.013584457,0.014679261
PC 18:0;0_22:1;0,0.003949665,0.002340547,0.003504811,0.00370449,0.003668093,0.00275873,0.003612435,0.004053665,0.003793404,0.003160092,0.004176198,0.00242399,0.003003586,0.003184712,0.003048212
PC 18:1;0_22:0;0,0.013000843,0.008397265,0.010022187,0.012360596,0.014497491,0.009391586,0.018660259,0.017877231,0.01721605,0.012957369,0.012218611,0.008315223,0.012770884,0.013718283,0.011006703
PC 20:0;0_20:1;0,,,,,,,,,0.001573234,,,,,,
PC 16:0;0_24:2;0,0.006376653,0.006146089,0.006660059,0.00575759,0.008262046,0.006968495,0.010099221,0.007885962,0.008412864,0.009310994,0.009617421,0.008052388,0.011881165,0.010828917,0.00834245
PC 16:1;0_24:1;0,0.012848392,0.0143337,0.012641924,0.017619154,0.018730019,0.020855582,0.021419084,0.019016747,0.022464009,0.009241696,0.01163978,0.010258107,0.016795745,0.020183888,0.017103556
PC 18:0;0_22:2;0,,0.001297753,,0.00110422,,0.001230016,0.001411671,0.001864368,0.001581857,,,0.001642531,0.001680163,,0.001407967
PC 18:1;0_22:1;0,0.025793933,0.023989262,0.024340412,0.029592755,0.032570914,0.029624228,0.040284151,0.038085605,0.040209892,0.028709048,0.03334207,0.027336287,0.030538825,0.034814832,0.030626306
PC 20:1;0_20:1;0,0.001969081,0.001623006,0.001850009,0.003223519,0.002764056,0.003449791,0.003879498,0.003907813,0.004207469,0.001843934,0.002762794,0.002657322,0.002855524,0.003808041,0.003208171
PC 16:0;0_24:3;0,0.002123488,,0.00233848,0.0030066,,,,0.003311305,,,,0.002880842,0.003047808,,0.002882056
PC 16:1;0_24:2;0,0.003495514,0.003963332,0.003380441,,,0.003722993,0.005220125,,0.005374286,,,0.003179248,,,0.004335844
PC 18:0;0_22:3;0,0.000781525,0.001219281,0.001096968,0.000915611,,0.000582196,,0.001041588,0.001025223,0.001319051,,0.000990995,0.001069649,0.001840395,
PC 18:1;0_22:2;0,0.004136283,0.00596263,0.005327652,0.006898117,0.010467121,0.006562849,0.008875107,0.010624606,0.008637599,0.008567092,0.007943973,0.005959843,0.013209669,0.014936527,0.00615508
PC 18:2;0_22:1;0,0.001966337,0.002331478,,0.002365283,0.004016887,0.00214843,0.003315915,0.003424833,0.003234565,0.002950463,0.003463339,0.001850053,,0.004061294,0.002268201
PC 20:0;0_20:3;0,0.000932295,0.001246987,0.001116908,0.0010183,,,0.001301721,0.001834538,,,,,0.002054475,,0.001631625
PC 20:1;0_20:2;0,0.000730837,0.001123732,0.001270072,0.001945635,0.002145645,0.001610971,0.002429677,0.002353833,0.001958661,0.001633115,0.002097535,0.001677311,0.002549088,0.002999957,0.001700545
PC 16:0;0_24:4;0,,0.001861294,0.002479569,,,0.001800658,0.003300449,0.003065446,0.002387993,,,,,0.002839266,0.003142839
PC 18:0;0_22:4;0,0.007284057,0.005513603,0.005772916,0.003975777,0.004405644,0.00330427,0.003535586,0.003403678,0.004695786,0.006254291,0.007843041,0.006496959,0.006868144,0.00691207,0.006109659
PC 18:1;0_22:3;0,0.008123936,0.006303879,0.005058789,0.005553712,0.007821737,0.004232547,0.008792837,0.006636604,0.00761405,0.008324224,0.007521499,0.006202345,0.014498482,0.009740603,0.007656191
PC 20:0;0_20:4;0,,0.001058691,0.001276906,0.000899096,,0.000790829,,0.001111613,,0.001747061,0.001676219,0.00139496,0.001908191,0.001779904,0.002109737
PC 20:1;0_20:3;0,0.006067331,0.00497463,0.004612207,0.005660834,0.008053232,0.005352762,0.006379058,0.006570236,0.008346333,0.005852297,0.007451647,0.006771405,0.009912768,0.009855853,0.010421522
PC 20:2;0_20:2;0,,0.000713941,,0.001389344,,,,,,,,,0.001907472,,
PC 16:0;0_24:5;0,0.00666725,0.006213305,0.006216138,0.004303789,0.004537603,0.003665583,0.006038082,0.004650508,0.004707303,0.007344532,0.007523466,0.00594963,0.008738129,0.010238523,0.009050762
PC 16:1;0_24:4;0,,,,,,,,,,,,,0.008082994,,0.004410036
PC 18:0;0_22:5;0,0.023953887,0.026811439,0.029621834,0.016976995,0.015302882,0.016037413,0.015028032,0.016099274,0.016667543,0.028112037,0.032462796,0.027980117,0.022976229,0.029253922,0.029844555
PC 18:1;0_22:4;0,0.016684924,0.018305872,0.017366726,0.013594719,0.012877744,0.012875643,0.01793653,0.015159421,0.016863745,0.022139295,0.017859376,0.016712379,0.026590154,0.027049858,0.021563233
PC 20:0;0_20:5;0,,0.000927296,,,,,,,,,,,,,
PC 20:1;0_20:4;0,0.006705782,0.007068478,0.007230701,0.006904022,0.005874539,0.005994882,0.006956122,0.006787609,0.006896848,0.00778178,0.00831395,0.008015599,0.009235682,0.012613653,0.011476948
PC 20:2;0_20:3;0,,0.002066098,0.001536081,0.001287107,0.001489359,,0.001646361,0.001324749,0.001601266,,,0.001935049,0.002493046,0.003246355,0.001896874
PC 16:0;0_24:6;0,,,,,,,,,,,,,,,0.009511277
PC 16:1;0_24:5;0,,0.004641904,,,,,,,,,,,,,
PC 18:0;0_22:6;0,0.026076033,0.021088643,0.026828289,0.012870785,0.01430791,0.012161179,0.017216296,0.01718982,0.017356246,0.023394694,0.029862499,0.026168409,0.027398873,0.028703165,0.02082152
PC 18:1;0_22:5;0,0.076278691,0.06690272,0.082972147,0.047056868,0.048590255,0.046923865,0.063099346,0.055415541,0.060191754,0.072514856,0.070109358,0.06631847,0.09314793,0.102347721,0.092638107
PC 18:2;0_22:4;0,,0.0015893,,,,,,,0.001670041,,,,,,
PC 20:1;0_20:5;0,0.00469606,0.004170596,0.004871396,,0.003018505,0.002403036,,,0.003398678,,0.004262968,,0.005738553,0.008714897,0.005536388
PC 20:2;0_20:4;0,0.002211111,0.001663216,0.002113354,,,0.001196454,0.001314909,0.001109187,0.001481013,0.002129247,,0.001528383,0.002882985,0.003482454,0.001966947
PC 20:3;0_20:3;0,0.002246033,0.002080092,0.003333897,0.002878375,0.002038822,0.002119986,0.002444495,0.001523947,0.002270529,0.004074071,0.004358405,0.002848084,0.004689013,0.005340046,0.002765961
PC 18:1;0_22:6;0,0.124744917,0.120087545,0.127603566,0.085445818,0.083860446,0.088999409,0.089784571,0.09218333,0.103601012,0.11430763,0.11951932,0.114503998,0.148261386,0.149613555,0.140412761
PC 18:2;0_22:5;0,0.023606095,0.022362883,0.02218628,0.017810784,0.017359719,0.014940874,0.014765488,0.017522161,,0.027836292,0.025615285,0.019824702,0.030834473,0.033915981,0.024620084
PC 20:2;0_20:5;0,,,,,,,,,,,,,0.00286669,,
PC 20:3;0_20:4;0,0.013721744,0.013467431,0.01273551,0.010758593,0.014166165,0.008968347,0.010694998,0.010562406,0.01126329,0.018349734,0.018090558,0.013045631,0.022252176,0.022672164,0.01513575
PC 18:2;0_22:6;0,,0.007109554,,,,,,,,0.010654743,,,,,0.007852025
PC 20:3;0_20:5;0,,,,,,,,,,,,,,,0.003184912
PC 20:4;0_20:4;0,0.011044814,0.002225144,,0.010646317,,,,,,0.005255505,,,,,0.0032826
PC 17:0;0_24:1;0,,0.004064323,0.006637453,0.008794473,,,,,0.006981438,,,,0.014369551,0.007956696,0.013729043
PC 17:1;0_24:0;0,,0.007717073,0.010026917,0.008750698,,,0.018904993,0.01718946,0.011467509,,0.019528643,,,0.00820713,
PC 17:1;0_24:1;0,0.008672974,,0.009219388,0.015024484,0.013500752,0.011074727,0.014439732,0.011809847,0.013205264,,,,,,0.01352121
PC 18:0;0_24:0;0,,0.023357493,0.031389745,,0.041374045,0.030778932,0.035025938,0.030324011,0.031464945,,,0.030836206,0.024698771,,0.028471622
PC 18:0;0_24:1;0,0.027897675,0.020935267,0.023451851,0.01484258,0.018346889,0.016281041,0.015691893,0.015210237,0.01412315,0.02839445,0.032982106,0.027284568,0.030452565,0.024610921,0.026514686
PC 18:1;0_24:0;0,0.037396881,0.032459561,0.039519093,0.065665991,0.060393544,0.063115582,0.088014485,0.077959903,0.090563927,0.029493977,0.037520614,0.035611823,0.042382554,0.046721971,0.050957384
PC 18:0;0_24:2;0,,,,,,,,,,,,,,0.009567029,0.010188534
PC 18:1;0_24:1;0,0.060525269,0.050077274,0.059366518,0.052655797,0.052628434,0.051360592,0.076388415,0.067850454,0.071044622,0.03894865,0.041407028,0.034822663,0.054077254,0.044607319,0.053673558
PC 18:2;0_24:0;0,,0.004987323,,,0.004888365,0.005206711,0.005952796,0.005541201,0.006508,0.003181412,0.005208011,0.003188437,0.004997324,0.004511575,0.004510889
PC 18:1;0_24:2;0,0.008817896,0.006161331,,,,0.006758922,0.008053426,0.007818282,,,,,,0.008108597,0.009461186
PC 18:2;0_24:1;0,,0.002464026,,,,0.002714558,0.00271105,0.00222811,,0.009354508,,,,0.002407599,0.003226974
PC 18:0;0_24:5;0,,,,,,,,,,,,,,,0.001896734
PC 18:1;0_24:4;0,,,,,,,,,,,,,,,0.005017246
PC 20:1;0_22:4;0,,,,,,,,,,,,,,,
PC 20:4;0_22:1;0,,,,,,,,,,,,,,0.010520144,0.001815188
PC 18:1;0_24:5;0,,,,,,,,,,,,,0.014421009,0.009740974,0.012544796
PC 20:1;0_22:5;0,,,,,,,,,,,,,0.002988691,0.00319091,0.005933658
PC 20:1;0_22:6;0,,,,,,,,,,,,,0.012870362,0.015309949,
PC O-16:0;0/16:0;0,0.024303484,0.023283844,0.023559242,0.080886824,0.073685686,0.067828709,0.059669063,0.062126355,0.066553438,0.08966495,0.09783787,0.0918049,,,
PC O-17:0;0/15:0;0,0.013155569,0.013585109,0.013007363,0.031828102,0.02904943,0.027793006,0.02702687,0.025878134,0.027444864,0.030399551,0.031472122,0.032358445,,,
PC O-18:0;0/14:0;0,0.003257832,0.003020747,0.003321363,0.007304791,0.006433672,0.005707699,0.00518001,0.004866095,0.0052363,0.007314164,0.008231604,0.006819772,,,
PC O-16:0;0/16:1;0,0.094942269,0.087341962,0.08680326,0.154367653,0.1567019,0.15637048,0.149389304,0.156875186,0.15299688,0.146780942,0.166907353,0.156372958,0.015715319,0.016590406,0.016067403
PC O-16:1;0/16:0;0,0.050638097,0.047831074,0.047226365,0.068879905,0.068251813,0.066146038,0.078460922,0.08145064,0.078237342,0.064579557,0.071222565,0.065822764,0.01059737,0.010411204,0.009647875
PC O-17:0;0/15:1;0,0.005087066,0.005268381,0.005499642,0.005820335,0.005716067,0.005824624,0.005943015,0.006136721,0.006420224,0.005939723,0.006629021,0.006663927,0.001221937,0.001231659,0.001226731
PC O-17:1;0/15:0;0,0.016402927,0.017106713,0.01482461,0.018841966,0.018634986,0.020418085,0.017210506,0.019410256,0.01914771,0.017069185,0.017625846,0.017880429,0.003088271,0.003522873,0.003198573
PC O-18:0;0/14:1;0,0.001910597,0.001738531,0.002381915,0.000940938,0.001120088,0.001141878,0.001157624,0.001068111,0.001240052,0.001007919,0.001247842,0.001179465,0.000261591,0.00020145,0.000187423
PC O-18:1;0/14:0;0,0.009332371,0.009691919,0.009621863,0.008966584,0.008948438,0.009368301,0.009429725,0.009717204,0.008901111,0.009202198,0.009888111,0.009968425,0.001319044,0.001395763,0.001353728
PC O-16:0;0/16:2;0,0.002585021,0.002840253,0.002545984,0.002935366,0.002315343,0.002590978,0.003173727,0.002544009,0.003576746,0.002514033,0.002718351,0.003735393,0.000238728,0.000324949,0.000557247
PC O-16:1;0/16:1;0,0.228182393,0.221124131,0.215534353,0.215791056,0.192314895,0.216121175,0.243367096,0.226052305,0.259195508,0.179780044,0.198537101,0.207875483,0.073628453,0.073848558,0.072609232
PC O-16:2;0/16:0;0,0.007250485,0.007793665,0.008009717,0.008330941,0.007013266,0.008031243,0.012219444,0.011428577,0.010934359,0.015055436,0.008125378,0.009022461,0.009047503,0.008889138,0.004644447
PC O-17:1;0/15:1;0,0.002397964,0.00228091,0.002085284,0.001249726,0.001125139,0.001249123,0.001196092,0.001057704,0.001008795,0.000913256,0.001392696,0.001278096,0.000429292,0.000512696,0.000989185
PC O-17:2;0/15:0;0,,0.000299718,0.000410306,,,,0.000511279,,,,,0.000310131,,,
PC O-18:1;0/14:1;0,0.005089813,0.004865422,0.004302774,0.00169247,0.001599239,0.00151223,0.001046646,0.001317628,0.001645863,0.001262713,0.001373305,0.001986629,0.000315917,0.000555091,0.000793057
PC O-18:2;0/14:0;0,0.004950942,0.004588973,0.005096884,0.00412314,0.004160862,0.004058448,0.004060909,0.004282956,0.004730989,0.003303403,0.003843242,0.004602264,0.000738787,0.000820569,0.001369884
PC O-16:1;0/16:2;0,0.000564061,0.000275812,0.000552471,0.000359077,0.000324318,,0.000333531,0.000317126,0.000262988,,,0.000488435,,,0.000100252
PC O-16:2;0/16:1;0,0.013014741,0.010335387,0.011934624,0.011491653,0.013089867,,0.012648738,0.012860103,0.01137651,,0.0151315,0.01404678,,,0.008081003
PC O-18:2;0/14:1;0,0.000477761,0.000346063,0.0003325,,0.000201467,,,,0.000140813,,,,,,6.8689E-05
PC O-16:0;0/17:1;0,,,,,,,,,,,,,,,
PC O-16:1;0/17:0;0,,,,,,,,,,,,,,,
PC O-17:0;0/16:1;0,,,,,,,,,,,,,,,
PC O-17:1;0/16:0;0,,,,,,,,,,,,,,,
PC O-18:1;0/15:0;0,,,,,,,,,,,,,,,
PC O-16:1;0/17:1;0,0.000401235,0.000376985,0.000534989,0.000394789,0.000358929,0.000393598,0.000471103,0.000455384,0.000469643,0.000675,0.000540566,0.000448775,0.00042075,0.000262223,0.000165411
PC O-16:2;0/17:0;0,,,,2.55E-05,,,,3.70E-05,4.10E-05,0.000105343,,4.44E-05,0.000103949,6.57864E-05,2.67715E-05
PC O-17:0;0/16:2;0,0.001272683,0.001169057,0.001557888,0.00114197,0.00118821,0.001185992,0.001449876,0.001205929,0.001557991,0.001778254,0.001682858,0.001853715,0.000858428,0.000677219,0.000808009
PC O-17:1;0/16:1;0,0.0437866,0.0433455,0.048316166,0.035629851,0.035640352,0.040296626,0.037372208,0.032881274,0.038352679,0.036032742,0.035712723,0.040891003,0.0253844,0.022126368,0.024372823
PC O-17:2;0/16:0;0,0.001020505,0.001138936,0.001237962,0.000882808,0.000902671,0.000925674,0.001212593,0.00115952,0.001324057,0.001385562,0.001284317,0.001563771,0.000720167,0.000568457,0.000600856
PC O-18:2;0/15:0;0,,,5.20E-05,,,,,,,,4.48E-05,,,,
PC O-16:2;0/17:1;0,0.00303731,0.003378773,0.005814406,0.004355974,0.002845524,0.003803856,0.004655853,0.004698681,0.005192227,0.006166253,0.003535637,0.005492621,0.007124175,0.007326827,0.004162915
PC O-17:1;0/16:2;0,0.007521151,0.007516539,0.009622773,0.00420047,0.003953941,0.005441188,0.003928894,0.003829354,0.005106197,0.002792938,0.004302753,0.00663352,0.001770594,0.002310529,0.004671692
PC O-17:2;0/16:1;0,0.017169245,0.020076912,0.026764142,0.016688512,0.016113606,0.018385861,0.017310322,0.015660968,0.02125313,0.012291496,0.012615301,0.020762997,0.009660497,0.013016842,0.014445787
PC O-16:0;0/18:0;0,,,,,,,,,,,,,,,
PC O-17:0;0/17:0;0,,,,,,,,,,,0.003127713,,,,
PC O-18:0;0/16:0;0,,,,,,,,,,,0.008981459,,,,
PC O-16:0;0/18:1;0,0.043483861,0.039055879,0.037759885,0.070708568,0.066910644,0.066076497,0.073281331,0.073015193,0.072687068,0.085810505,0.092678909,0.080442878,0.006605769,0.006297528,0.006449384
PC O-16:1;0/18:0;0,0.003041815,0.002549465,0.002368199,0.004033702,0.004262258,0.002916755,0.004191481,0.004835059,0.004339218,0.007048725,0.005420136,0.004367394,0.001135983,0.000874774,0.000571311
PC O-17:0;0/17:1;0,0.051418551,0.049581283,0.046583637,0.08329782,0.083493513,0.083656423,0.080401633,0.081137265,0.084578859,0.094866084,0.101553987,0.096772542,0.009899231,0.009293622,0.010058533
PC O-17:1;0/17:0;0,0.003555853,0.003346585,0.00300969,0.004667278,0.004285328,0.004256351,0.003835127,0.004489427,0.004394794,0.004388283,0.004865246,0.004602283,0.000638585,0.000605308,0.000663111
PC O-18:0;0/16:1;0,0.013163066,0.011590839,0.01134306,0.017417001,0.016958331,0.016941968,0.017663548,0.016980278,0.017120456,0.018126279,0.020091388,0.018620322,0.002473915,0.002242109,0.002470323
PC O-18:1;0/16:0;0,0.032229464,0.02899246,0.028446438,0.050100997,0.046415437,0.046423446,0.050067402,0.052143214,0.051769297,0.053797312,0.058592694,0.051217331,0.005369469,0.005191583,0.005700355
PC O-16:0;0/18:2;0,0.008494797,0.008072503,0.008611694,0.012564523,0.012959324,0.012509249,0.012115789,0.011317021,0.011892162,0.012860719,0.017373355,0.016523915,0.001799531,0.001897966,0.0028027
PC O-16:1;0/18:1;0,0.065245569,0.060610875,0.062411762,0.065115947,0.064624024,0.063942912,0.082875012,0.081913316,0.083210533,0.08700738,0.075362307,0.073429124,0.028596022,0.025726029,0.018360729
PC O-16:2;0/18:0;0,0.00334751,0.003750409,0.003117845,0.002469973,0.002259334,,0.006640126,0.006349094,0.004559817,0.009144299,0.004658277,0.005489533,0.005114411,0.004270306,0.001540848
PC O-17:0;0/17:2;0,0.00092431,0.000854856,0.00094046,0.00109331,0.001256506,0.0011145,0.001462131,0.001247161,0.001150161,0.001192096,0.001698012,0.001469311,0.000198398,0.000183812,0.000425907
PC O-17:1;0/17:1;0,0.046979413,0.044286133,0.044291643,0.041336928,0.041820719,0.044751222,0.041255991,0.04059072,0.043042737,0.034615968,0.042020692,0.043723614,0.008953981,0.010746051,0.017355798
