"edge_name","FC_ctrl","FC_exp","FC_exp_ctrl","statistics","p_value","mlog10p","adj_p_value","mlog10padj","perturbation_score","Mode","edge_type","node1_log2FC","node2_log2FC","FA_change"
"PC_16:0;0_19:1;0 --> LPC_16:0;0",120.169217534329,19914.9719910126,165.724404299491,1.63000958070463,0.141746872703477,0.848486513970191,0.539361102346119,0.268120377211216,6.2555875272594,"Increase","Non-change",-0.127226050544118,-0.645441860167823," (19:1)"
"PC_16:1;0_20:3;0 --> LPC_16:1;0",0.984618075688421,97.2679463302158,98.7874879934622,1.62827212223768,0.142117039173999,0.847353849056258,0.539361102346119,0.268120377211216,5.61478388452341,"Increase","Non-change",-0.113449052996582,-0.525324927737515," (20:3)"
"PC_16:1;0_20:3;0 --> LPC_20:3;0",0.695088170983939,68.492080063494,98.5372545853275,1.61855589335841,0.144203463278012,0.841024309211122,0.542071729993823,0.265943241359559,5.56976537927335,"Increase","Non-change",-0.113449052996582,-0.282464059657757," (16:1)"
"TAG_49:2;0 --> DAG_18:1;0_18:1;0",2.33972792167951,6.80596001634028,2.90886814371768,3.53912470719458,0.00762960465431063,2.11749796543957,0.285764401957008,0.543991872803748,3.26191647311543,"Increase","Non-change",-0.801074731448447,-0.451364449254968," (13:0)"
"TAG_53:4;0 --> DAG_18:1;0_18:1;0",2.28355297326621,5.44142358562943,2.38287600477534,4.13333201839597,0.00328336370699518,2.48368100664254,0.285764401957008,0.543991872803748,3.11131683735312,"Increase","Non-change",-0.321101684109574,-0.451364449254968," (17:2)"
"TAG_51:3;0 --> DAG_18:1;0_18:1;0",1.27967382257298,3.26873830764528,2.55435271862714,3.8098490006144,0.00516374313150269,2.2870353696871,0.285764401957008,0.543991872803748,3.09426223665786,"Increase","Non-change",-0.422634167874301,-0.451364449254968," (15:1)"
"TAG_49:2;0 --> DAG_16:0;0_18:1;0",1.72239508642136,4.53264112972663,2.63159199968699,3.67609432985762,0.00625426785619088,2.20382352284132,0.285764401957008,0.543991872803748,3.07639622273855,"Increase","Non-change",-0.801074731448447,-0.951232810248158," (15:1)"
"PC_15:0;0_20:4;0 --> LPC_20:4;0",0.563058020323321,2.35248943271069,4.17805865079382,2.43862235863646,0.0406517700609563,1.39092053959095,0.394482496906555,0.403972261568718,2.86923643451947,"Increase","Increase",-0.708892946321569,0.0110124380552302," (15:0)"
"DAG_18:1;0_18:2;0 --> PE_18:1;0_18:2;0",0.0826115677490806,0.280497345732763,3.39537613648405,2.68885981237756,0.0275452475465725,1.55995332030909,0.332567484722245,0.478120214214522,2.75108906677924,"Increase","Non-change",-0.397950218587185,-2.05598066423469,""
"DAG_16:0;0_18:2;0 --> TAG_56:3;0",0.990798130465838,2.82272347986434,2.84893904526969,2.89735599887786,0.019972519128081,1.69956715423665,0.330314739425954,0.481072046627881,2.56706830200197,"Increase","Non-change",-1.13156790576645,-1.44201392256445," (22:1)"
"TAG_56:5;0 --> DAG_18:1;0_18:1;0",0.671438530722162,1.48276828187953,2.20834553579275,3.62959814567265,0.00668892470015518,2.17464369304291,0.285764401957008,0.543991872803748,2.48554364154799,"Increase","Non-change",-0.0371491904178192,-0.451364449254968," (20:3)"
"DAG_18:1;0_18:2;0 --> TAG_54:3;0",9.83225271677679,34.316482057795,3.49019528345124,2.38318189481947,0.0443250012473745,1.35335124350532,0.407293299225497,0.390092734852204,2.44050879993944,"Increase","Non-change",-0.397950218587185,-1.05319244166355," (18:0)"
"LPC_18:1;0 --> PC_18:1;0_20:1;0",0.0111478521511275,0.030004951825231,2.69154554782971,2.90391124479621,0.0197727756108082,1.70393236215586,0.330314739425954,0.481072046627881,2.43395635051267,"Increase","Non-change",-0.328820203316528,-0.250032001325064," (20:1)"
"TAG_52:5;0 --> DAG_16:0;0_18:1;0",0.208898273813112,0.51042763288105,2.44342676252891,3.03309307832202,0.0162328697074107,1.789604697184,0.31993973764494,0.494931815657892,2.30663198657378,"Increase","Non-change",-0.625242712444996,-0.951232810248158," (18:4)"
"TAG_56:5;0 --> DAG_16:0;0_18:1;0",0.481517614828103,1.04108644903375,2.1620942141554,3.42669798391338,0.00899856481489821,2.04582675085759,0.285764401957008,0.543991872803748,2.27583780548269,"Increase","Non-change",-0.0371491904178192,-0.951232810248158," (22:4)"
"TAG_51:3;0 --> DAG_16:0;0_18:1;0",0.967425459732951,2.2908381318895,2.3679737894451,3.06069864769139,0.0155660799358321,1.80782074366743,0.31993973764494,0.494931815657892,2.24830189415644,"Increase","Non-change",-0.422634167874301,-0.951232810248158," (17:2)"
"TAG_58:7;0 --> DAG_18:0;0_18:2;0",0.0569011811416891,0.169346785654602,2.97615589442534,2.49051242622626,0.0374922785054558,1.42605816554598,0.383849518032048,0.415839000364294,2.24383136094485,"Increase","Non-change",-0.685835567892844,-1.78537291116497," (22:5)"
