"path","from","to","score","cal_score","Type","Significant","rep_lipid"
"LPA_20:4;0 --> PA_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> PS_16:0;0_20:4;0","LPA_20:4;0","PS_16:0;0_20:4;0",-0.544055217640744,2.4566691477671,"Suppressed","yes","16:0;0_20:4;0"
"PI_18:0;0_20:3;0 --> DAG_18:0;0_20:3;0 --> PC_18:0;0_20:3;0 --> LPC_20:3;0","PI_18:0;0_20:3;0","LPC_20:3;0",0.019020472312231,2.45182783360144,"Active","yes","18:0;0_20:3;0"
"LPA_16:0;0 --> PA_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PE_16:0;0_20:4;0 --> LPE_20:4;0","LPA_16:0;0","LPE_20:4;0",-0.583983122912671,2.43886989085382,"Suppressed","yes","16:0;0_20:4;0"
"DAG_16:0;0_20:4;0 --> PE_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> LPC_20:4;0","DAG_16:0;0_20:4;0","LPC_20:4;0",-0.066043665642536,2.41357173409396,"Suppressed","yes","16:0;0_20:4;0"
"G3P --> LPA_18:1;0 --> PA_18:1;0_20:4;0 --> PI_18:1;0_20:4;0 --> DAG_18:1;0_20:4;0 --> PE_18:1;0_20:4;0","G3P","PE_18:1;0_20:4;0",-1.24679741562183,2.40932425812577,"Suppressed","yes","18:1;0_20:4;0"
"G3P --> LPA_20:4;0 --> PA_18:0;0_20:4;0 --> DAG_18:0;0_20:4;0","G3P","DAG_18:0;0_20:4;0",-0.0790787477404813,2.40770943524727,"Suppressed","yes","18:0;0_20:4;0"
"LPA_20:4;0 --> PA_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PE_16:0;0_20:4;0","LPA_20:4;0","PE_16:0;0_20:4;0",-0.0898107905802499,2.40288288778946,"Suppressed","yes","16:0;0_20:4;0"
"DAG_18:1;0_20:3;0 --> PC_18:1;0_20:3;0","DAG_18:1;0_20:3;0","PC_18:1;0_20:3;0",1.45380084849217,2.37770865670535,"Active","yes","18:1;0_20:3;0"
"PI_18:0;0_20:3;0 --> DAG_18:0;0_20:3;0 --> PC_18:0;0_20:3;0","PI_18:0;0_20:3;0","PC_18:0;0_20:3;0",0.670656684859306,2.37373250567798,"Active","yes","18:0;0_20:3;0"
"LPA_20:4;0 --> PA_16:0;0_20:4;0 --> PI_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> LPC_20:4;0","LPA_20:4;0","LPC_20:4;0",-1.3423090459918,2.36651963840457,"Suppressed","yes","16:0;0_20:4;0"
"LPA_20:4;0 --> PA_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> PS_16:0;0_20:4;0 --> PE_16:0;0_20:4;0 --> LPE_16:0;0","LPA_20:4;0","LPE_16:0;0",-2.02473190373291,2.36570117257254,"Suppressed","yes","16:0;0_20:4;0"
"G3P --> LPA_18:0;0 --> PA_18:0;0_20:4;0 --> DAG_18:0;0_20:4;0 --> PE_18:0;0_20:4;0","G3P","PE_18:0;0_20:4;0",-0.793436043180195,2.34549894355046,"Suppressed","yes","18:0;0_20:4;0"
"PA_18:1;0_20:4;0 --> PI_18:1;0_20:4;0 --> DAG_18:1;0_20:4;0 --> PE_18:1;0_20:4;0 --> LPE_18:1;0","PA_18:1;0_20:4;0","LPE_18:1;0",-0.796024419281757,2.34434508459126,"Suppressed","yes","18:1;0_20:4;0"
"G3P --> LPA_20:4;0 --> PA_18:1;0_20:4;0 --> PI_18:1;0_20:4;0 --> DAG_18:1;0_20:4;0","G3P","DAG_18:1;0_20:4;0",-0.796746722920355,2.34402309254221,"Suppressed","yes","18:1;0_20:4;0"
"LPA_18:1;0 --> PA_18:1;0_20:4;0 --> DAG_18:1;0_20:4;0 --> PC_18:1;0_20:4;0 --> LPC_18:1;0","LPA_18:1;0","LPC_18:1;0",-0.798276814753913,2.34334100072044,"Suppressed","yes","18:1;0_20:4;0"
"G3P --> LPA_18:0;0 --> PA_18:0;0_20:4;0 --> DAG_18:0;0_20:4;0 --> PC_18:0;0_20:4;0","G3P","PC_18:0;0_20:4;0",-0.799146241490498,2.34295342341714,"Suppressed","yes","18:0;0_20:4;0"
"PA_16:0;0_20:4;0 --> PI_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PE_16:0;0_20:4;0 --> PC_16:0;0_20:4;0","PA_16:0;0_20:4;0","PC_16:0;0_20:4;0",-0.813018782910697,2.33676925404746,"Suppressed","yes","16:0;0_20:4;0"
"PC_18:0;0_20:4;0 --> LPC_20:4;0","PC_18:0;0_20:4;0","LPC_20:4;0",1.35945577706177,2.33550471367957,"Active","yes","18:0;0_20:4;0"
"G3P --> LPA_18:1;0 --> PA_18:1;0_20:4;0 --> PI_18:1;0_20:4;0 --> DAG_18:1;0_20:4;0 --> PC_18:1;0_20:4;0","G3P","PC_18:1;0_20:4;0",-1.41606320112983,2.33346587781737,"Suppressed","yes","18:1;0_20:4;0"
"PA_18:0;0_20:4;0 --> DAG_18:0;0_20:4;0 --> PE_18:0;0_20:4;0 --> LPE_18:0;0","PA_18:0;0_20:4;0","LPE_18:0;0",-0.250485938849116,2.33062206662154,"Suppressed","yes","18:0;0_20:4;0"
"DAG_16:1;0_18:0;0 --> PC_16:1;0_18:0;0 --> LPC_18:0;0","DAG_16:1;0_18:0;0","LPC_18:0;0",0.564013051770664,2.3265401404091,"Active","yes","16:1;0_18:0;0"
"G3P --> LPA_20:4;0 --> PA_18:1;0_20:4;0 --> PI_18:1;0_20:4;0 --> DAG_18:1;0_20:4;0 --> PE_18:1;0_20:4;0 --> LPE_18:1;0","G3P","LPE_18:1;0",-2.11268861625357,2.32567072926588,"Suppressed","yes","18:1;0_20:4;0"
"G3P --> LPA_20:4;0 --> PA_16:0;0_20:4;0 --> PI_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PE_16:0;0_20:4;0 --> PC_16:0;0_20:4;0","G3P","PC_16:0;0_20:4;0",-2.12705147498097,2.31913397288275,"Suppressed","yes","16:0;0_20:4;0"
"PA_16:0;0_20:4;0 --> PI_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> PS_16:0;0_20:4;0","PA_16:0;0_20:4;0","PS_16:0;0_20:4;0",-0.853090325226207,2.31890596591031,"Suppressed","yes","16:0;0_20:4;0"
"PI_18:0;0_20:4;0 --> DAG_18:0;0_20:4;0 --> PC_18:0;0_20:4;0 --> LPC_18:0;0","PI_18:0;0_20:4;0","LPC_18:0;0",-0.280389754959057,2.31717335142544,"Suppressed","yes","18:0;0_20:4;0"
"DAG_18:1;0_20:3;0 --> PC_18:1;0_20:3;0 --> LPC_20:3;0","DAG_18:1;0_20:3;0","LPC_20:3;0",0.538329686903535,2.31517463549296,"Active","yes","18:1;0_20:3;0"
"PI_16:1;0_18:0;0 --> DAG_16:1;0_18:0;0 --> PC_16:1;0_18:0;0","PI_16:1;0_18:0;0","PC_16:1;0_18:0;0",0.515070719197628,2.30488198446482,"Active","yes","16:1;0_18:0;0"
"G3P --> LPA_20:4;0 --> PA_16:0;0_20:4;0 --> PI_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> PS_16:0;0_20:4;0","G3P","PS_16:0;0_20:4;0",-2.16091810946246,2.30372075025599,"Suppressed","yes","16:0;0_20:4;0"
"LPA_16:0;0 --> PA_16:0;0_20:4;0 --> PI_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PE_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> LPC_20:4;0","LPA_16:0;0","LPC_20:4;0",-2.17062165135355,2.29930452013082,"Suppressed","yes","16:0;0_20:4;0"
"LPA_16:0;0 --> PA_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> PS_16:0;0_20:4;0 --> PE_16:0;0_20:4;0","LPA_16:0;0","PE_16:0;0_20:4;0",-1.49888249218727,2.29634947381964,"Suppressed","yes","16:0;0_20:4;0"
"LPA_16:0;0 --> PA_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PE_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> PS_16:0;0_20:4;0","LPA_16:0;0","PS_16:0;0_20:4;0",-1.49888249218727,2.29634947381964,"Suppressed","yes","16:0;0_20:4;0"
"PA_18:0;0_20:4;0 --> PI_18:0;0_20:4;0","PA_18:0;0_20:4;0","PI_18:0;0_20:4;0",1.26867314276636,2.29489437688672,"Active","yes","18:0;0_20:4;0"
"PI_18:0;0_20:4;0 --> DAG_18:0;0_20:4;0","PI_18:0;0_20:4;0","DAG_18:0;0_20:4;0",1.26201913799447,2.29191780127945,"Active","yes","18:0;0_20:4;0"
"G3P --> LPA_16:0;0 --> PA_16:0;0_20:4;0 --> PI_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PE_16:0;0_20:4;0 --> LPE_20:4;0","G3P","LPE_20:4;0",-2.19466334848543,2.28836277655659,"Suppressed","yes","16:0;0_20:4;0"
"LPA_20:4;0 --> PA_18:0;0_20:4;0","LPA_20:4;0","PA_18:0;0_20:4;0",1.25316596465265,2.28795745849047,"Active","yes","18:0;0_20:4;0"
"G3P --> LPA_18:1;0 --> PA_18:1;0_20:4;0 --> DAG_18:1;0_20:4;0 --> PE_18:1;0_20:4;0","G3P","PE_18:1;0_20:4;0",-0.949012130707928,2.27614547427601,"Suppressed","yes","18:1;0_20:4;0"
"DAG_18:0;0_20:3;0 --> PC_18:0;0_20:3;0","DAG_18:0;0_20:3;0","PC_18:0;0_20:3;0",1.20753749241462,2.26754620209423,"Active","yes","18:0;0_20:3;0"
"G3P --> LPA_20:4;0 --> PA_16:0;0_20:4;0 --> PI_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> PS_16:0;0_20:4;0 --> PE_16:0;0_20:4;0 --> LPE_16:0;0","G3P","LPE_16:0;0",-3.28588151997034,2.26606243354392,"Suppressed","yes","16:0;0_20:4;0"
"PI_18:1;0_20:4;0 --> DAG_18:1;0_20:4;0 --> PC_18:1;0_20:4;0 --> LPC_18:1;0","PI_18:1;0_20:4;0","LPC_18:1;0",-0.404893380207176,2.26118003636867,"Suppressed","yes","18:1;0_20:4;0"
"LPA_18:0;0 --> PA_18:0;0_20:4;0 --> DAG_18:0;0_20:4;0 --> PC_18:0;0_20:4;0 --> LPC_18:0;0","LPA_18:0;0","LPC_18:0;0",-0.983490096216074,2.26077571816817,"Suppressed","yes","18:0;0_20:4;0"
"G3P --> LPA_18:0;0 --> PA_18:0;0_20:4;0 --> PI_18:0;0_20:4;0 --> DAG_18:0;0_20:4;0 --> PC_18:0;0_20:4;0 --> LPC_18:0;0","G3P","LPC_18:0;0",-2.26283709536772,2.2573358630742,"Suppressed","yes","18:0;0_20:4;0"
"PA_18:1;0_20:4;0 --> DAG_18:1;0_20:4;0 --> PE_18:1;0_20:4;0 --> LPE_18:1;0","PA_18:1;0_20:4;0","LPE_18:1;0",-0.4240014340522,2.25258652532082,"Suppressed","yes","18:1;0_20:4;0"
"G3P --> LPA_20:4;0 --> PA_18:1;0_20:4;0 --> DAG_18:1;0_20:4;0","G3P","DAG_18:1;0_20:4;0",-0.42480899407035,2.25222333941011,"Suppressed","yes","18:1;0_20:4;0"
"PE_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> LPC_20:4;0","PE_16:0;0_20:4;0","LPC_20:4;0",0.388754121380767,2.2489838604883,"Active","yes","16:0;0_20:4;0"
"PA_16:0;0_20:4;0 --> PI_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PE_16:0;0_20:4;0","PA_16:0;0_20:4;0","PE_16:0;0_20:4;0",-0.435322544577777,2.24749505503482,"Suppressed","yes","16:0;0_20:4;0"
"PA_16:0;0_20:4;0 --> PI_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> PS_16:0;0_20:4;0 --> PE_16:0;0_20:4;0 --> LPE_16:0;0","PA_16:0;0_20:4;0","LPE_16:0;0",-2.28591423976925,2.24683310217999,"Suppressed","yes","16:0;0_20:4;0"
"LPA_18:0;0 --> PA_18:0;0_20:4;0 --> PI_18:0;0_20:4;0 --> DAG_18:0;0_20:4;0 --> PE_18:0;0_20:4;0 --> LPE_18:0;0","LPA_18:0;0","LPE_18:0;0",-1.65030228750597,2.22848897628889,"Suppressed","yes","18:0;0_20:4;0"
"DAG_18:0;0_20:3;0 --> PC_18:0;0_20:3;0 --> LPC_20:3;0","DAG_18:0;0_20:3;0","LPC_20:3;0",0.337256498658435,2.22619492736961,"Active","yes","18:0;0_20:3;0"
"PI_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PE_16:0;0_20:4;0 --> PC_16:0;0_20:4;0","PI_16:0;0_20:4;0","PC_16:0;0_20:4;0",-0.492887209585069,2.22160635968585,"Suppressed","yes","16:0;0_20:4;0"
"PC_18:1;0_20:4;0 --> LPC_20:4;0","PC_18:1;0_20:4;0","LPC_20:4;0",1.09489381486873,2.21715663454943,"Active","yes","18:1;0_20:4;0"
"PA_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PE_16:0;0_20:4;0 --> PC_16:0;0_20:4;0","PA_16:0;0_20:4;0","PC_16:0;0_20:4;0",-0.534358867503812,2.20295521114986,"Suppressed","yes","16:0;0_20:4;0"
"PI_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> PS_16:0;0_20:4;0","PI_16:0;0_20:4;0","PS_16:0;0_20:4;0",-0.537688555875439,2.2014577423841,"Suppressed","yes","16:0;0_20:4;0"
"G3P --> LPA_18:1;0 --> PA_18:1;0_20:4;0 --> DAG_18:1;0_20:4;0 --> PC_18:1;0_20:4;0","G3P","PC_18:1;0_20:4;0",-1.13443350858105,2.19348742548779,"Suppressed","yes","18:1;0_20:4;0"
"LPA_20:4;0 --> PA_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> LPC_20:4;0","LPA_20:4;0","LPC_20:4;0",-1.13535220520253,2.19307788441421,"Suppressed","yes","16:0;0_20:4;0"
"PC_18:0;0_20:4;0 --> PS_18:0;0_20:4;0 --> PE_18:0;0_20:4;0 --> LPE_18:0;0","PC_18:0;0_20:4;0","LPE_18:0;0",-0.578038613996876,2.1833110136246,"Suppressed","yes","18:0;0_20:4;0"
"PA_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> PS_16:0;0_20:4;0","PA_16:0;0_20:4;0","PS_16:0;0_20:4;0",-0.579160213794182,2.18280659384812,"Suppressed","yes","16:0;0_20:4;0"
"LPA_18:1;0 --> PA_18:1;0_20:4;0 --> PI_18:1;0_20:4;0 --> DAG_18:1;0_20:4;0","LPA_18:1;0","DAG_18:1;0_20:4;0",-0.580573235417619,2.18217111223234,"Suppressed","yes","18:1;0_20:4;0"
"G3P --> LPA_20:4;0 --> PA_18:0;0_20:4;0 --> DAG_18:0;0_20:4;0 --> PE_18:0;0_20:4;0 --> LPE_18:0;0","G3P","LPE_18:0;0",-1.75981787776775,2.17940832321513,"Suppressed","yes","18:0;0_20:4;0"
"G3P --> LPA_18:1;0 --> PA_18:1;0_20:4;0 --> PI_18:1;0_20:4;0 --> DAG_18:1;0_20:4;0 --> PC_18:1;0_20:4;0 --> LPC_18:1;0","G3P","LPC_18:1;0",-2.44483409353351,2.17450624941229,"Suppressed","yes","18:1;0_20:4;0"
"G3P --> LPA_16:0;0 --> PA_16:0;0_20:4;0 --> PI_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> PS_16:0;0_20:4;0 --> PE_16:0;0_20:4;0","G3P","PE_16:0;0_20:4;0",-2.88931070198201,2.16151600222358,"Suppressed","yes","16:0;0_20:4;0"
"G3P --> LPA_16:0;0 --> PA_16:0;0_20:4;0 --> PI_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PE_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> PS_16:0;0_20:4;0","G3P","PS_16:0;0_20:4;0",-2.88931070198201,2.16151600222358,"Suppressed","yes","16:0;0_20:4;0"
"PE_18:1;0_20:4;0 --> PC_18:1;0_20:4;0 --> LPC_18:1;0","PE_18:1;0_20:4;0","LPC_18:1;0",0.174805688223766,2.15430654770528,"Active","yes","18:1;0_20:4;0"
"LPA_20:4;0 --> PA_18:1;0_20:4;0 --> PI_18:1;0_20:4;0","LPA_20:4;0","PI_18:1;0_20:4;0",0.168521861018129,2.15152580346218,"Active","yes","18:1;0_20:4;0"
"G3P --> LPA_20:4;0 --> PA_18:1;0_20:4;0 --> DAG_18:1;0_20:4;0 --> PE_18:1;0_20:4;0 --> LPE_18:1;0","G3P","LPE_18:1;0",-1.90149268633904,2.11591515194919,"Suppressed","yes","18:1;0_20:4;0"
"LPA_20:4;0 --> PA_17:0;0_20:4;0 --> DAG_17:0;0_20:4;0","LPA_20:4;0","DAG_17:0;0_20:4;0",0.0869807579617869,2.1154419097649,"Active","yes","17:0;0_20:4;0"
"LPA_20:4;0 --> PA_18:1;0_20:4;0","LPA_20:4;0","PA_18:1;0_20:4;0",0.86539282551866,2.1144925893371,"Active","yes","18:1;0_20:4;0"
"LPA_18:0;0 --> PA_18:0;0_20:4;0 --> DAG_18:0;0_20:4;0","LPA_18:0;0","DAG_18:0;0_20:4;0",0.084520257643493,2.11435307936404,"Active","yes","18:0;0_20:4;0"
"G3P --> LPA_20:4;0 --> PA_16:0;0_20:4;0 --> PI_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PE_16:0;0_20:4;0","G3P","PE_16:0;0_20:4;0",-1.91073633437548,2.11177250631009,"Suppressed","yes","16:0;0_20:4;0"
"DAG_18:1;0_20:4;0 --> PC_18:1;0_20:4;0 --> LPC_18:1;0","DAG_18:1;0_20:4;0","LPC_18:1;0",0.0705378180658209,2.108165514511,"Active","yes","18:1;0_20:4;0"
"G3P --> LPA_20:4;0 --> PA_16:0;0_20:4;0 --> PI_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> LPC_20:4;0","G3P","LPC_20:4;0",-2.66065527430846,2.07628273361913,"Suppressed","yes","16:0;0_20:4;0"
"G3P --> LPA_20:4;0 --> PA_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PE_16:0;0_20:4;0 --> PC_16:0;0_20:4;0","G3P","PC_16:0;0_20:4;0",-1.99159915343224,2.07553291741498,"Suppressed","yes","16:0;0_20:4;0"
"PI_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PE_16:0;0_20:4;0","PI_16:0;0_20:4;0","PE_16:0;0_20:4;0",-0.0222015674050605,2.06712611227762,"Suppressed","yes","16:0;0_20:4;0"
"G3P --> LPA_20:4;0 --> PA_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> PS_16:0;0_20:4;0","G3P","PS_16:0;0_20:4;0",-2.02817929949929,2.05913911033954,"Suppressed","yes","16:0;0_20:4;0"
"LPA_18:1;0 --> PA_18:1;0_20:4;0 --> PI_18:1;0_20:4;0 --> DAG_18:1;0_20:4;0 --> PE_18:1;0_20:4;0 --> LPE_18:1;0","LPA_18:1;0","LPE_18:1;0",-2.02867365682989,2.05891755849857,"Suppressed","yes","18:1;0_20:4;0"
"PA_16:0;0_20:4;0 --> PI_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> LPC_20:4;0","PA_16:0;0_20:4;0","LPC_20:4;0",-1.44438731278799,2.05531470255741,"Suppressed","yes","16:0;0_20:4;0"
"LPA_16:0;0 --> PA_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PE_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> LPC_20:4;0","LPA_16:0;0","LPC_20:4;0",-2.03866032264134,2.05444192102189,"Suppressed","yes","16:0;0_20:4;0"
"PA_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PE_16:0;0_20:4;0","PA_16:0;0_20:4;0","PE_16:0;0_20:4;0",-0.0700889131313131,2.04593481331472,"Suppressed","yes","16:0;0_20:4;0"
"G3P --> LPA_16:0;0 --> PA_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PE_16:0;0_20:4;0 --> LPE_20:4;0","G3P","LPE_20:4;0",-2.0646283234849,2.04280406711109,"Suppressed","yes","16:0;0_20:4;0"
"LPA_20:4;0 --> PA_16:0;0_20:4;0 --> PI_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PC_16:0;0_20:4;0","LPA_20:4;0","PC_16:0;0_20:4;0",-1.5171326772075,2.0228859181838,"Suppressed","yes","16:0;0_20:4;0"
"PS_18:1;0_20:4;0 --> PE_18:1;0_20:4;0 --> LPE_18:1;0","PS_18:1;0_20:4;0","LPE_18:1;0",-0.123454270292287,2.02231936291318,"Suppressed","yes","18:1;0_20:4;0"
"LPA_18:1;0 --> PA_18:1;0_20:4;0 --> DAG_18:1;0_20:4;0","LPA_18:1;0","DAG_18:1;0_20:4;0",-0.132319805328067,2.01839615103831,"Suppressed","yes","18:1;0_20:4;0"
"DAG_16:0;0_20:4;0 --> PE_16:0;0_20:4;0 --> PC_16:0;0_20:4;0","DAG_16:0;0_20:4;0","PC_16:0;0_20:4;0",-0.136558862806854,2.01652026643892,"Suppressed","yes","16:0;0_20:4;0"
"PI_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> PS_16:0;0_20:4;0 --> PE_16:0;0_20:4;0 --> LPE_16:0;0","PI_16:0;0_20:4;0","LPE_16:0;0",-2.12932908407368,2.0138076879063,"Suppressed","yes","16:0;0_20:4;0"
"G3P --> LPA_20:4;0 --> PA_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> PS_16:0;0_20:4;0 --> PE_16:0;0_20:4;0 --> LPE_16:0;0","G3P","LPE_16:0;0",-3.22030465259505,2.01262035414144,"Suppressed","yes","16:0;0_20:4;0"
"G3P --> LPA_16:0;0 --> PA_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> PS_16:0;0_20:4;0 --> PE_16:0;0_20:4;0","G3P","PE_16:0;0_20:4;0",-2.80561411788688,2.01030974982551,"Suppressed","yes","16:0;0_20:4;0"
"G3P --> LPA_16:0;0 --> PA_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PE_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> PS_16:0;0_20:4;0","G3P","PS_16:0;0_20:4;0",-2.80561411788688,2.01030974982551,"Suppressed","yes","16:0;0_20:4;0"
"PE_16:1;0_18:1;0 --> PC_16:1;0_18:1;0","PE_16:1;0_18:1;0","PC_16:1;0_18:1;0",0.622686645556519,2.00592138751567,"Active","yes","16:1;0_18:1;0"
"PA_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> PS_16:0;0_20:4;0 --> PE_16:0;0_20:4;0 --> LPE_16:0;0","PA_16:0;0_20:4;0","LPE_16:0;0",-2.16319055096974,1.99863228771605,"Suppressed","yes","16:0;0_20:4;0"
"DAG_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> PS_16:0;0_20:4;0","DAG_16:0;0_20:4;0","PS_16:0;0_20:4;0",-0.188291001488459,1.99362755438386,"Suppressed","yes","16:0;0_20:4;0"
"G3P --> LPA_20:4;0 --> PA_18:0;0_20:4;0 --> PI_18:0;0_20:4;0","G3P","PI_18:0;0_20:4;0",-1.00775459917082,1.99005380930766,"Suppressed","yes","18:0;0_20:4;0"
"G3P --> LPA_18:0;0 --> PA_18:0;0_20:4;0 --> PI_18:0;0_20:4;0 --> DAG_18:0;0_20:4;0","G3P","DAG_18:0;0_20:4;0",-1.62846575220041,1.97325531544497,"Suppressed","yes","18:0;0_20:4;0"
"PI_18:1;0_20:4;0 --> DAG_18:1;0_20:4;0","PI_18:1;0_20:4;0","DAG_18:1;0_20:4;0",0.527522756400177,1.96335115787703,"Active","yes","18:1;0_20:4;0"
"G3P --> LPA_18:1;0 --> PA_18:1;0_20:4;0 --> DAG_18:1;0_20:4;0 --> PC_18:1;0_20:4;0 --> LPC_18:1;0","G3P","LPC_18:1;0",-2.26025080507241,1.95513363471625,"Suppressed","no","18:1;0_20:4;0"
"DAG_16:0;0_20:4;0 --> PE_16:0;0_20:4;0","DAG_16:0;0_20:4;0","PE_16:0;0_20:4;0",0.50260675383347,1.95220533396898,"Active","no","16:0;0_20:4;0"
"G3P --> LPA_16:0;0 --> PA_16:0;0_20:4;0 --> PI_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PE_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> LPC_20:4;0","G3P","LPC_20:4;0",-3.35677201555489,1.95123132750718,"Suppressed","no","16:0;0_20:4;0"
"G3P --> LPA_18:0;0 --> PA_18:0;0_20:4;0 --> PI_18:0;0_20:4;0 --> DAG_18:0;0_20:4;0 --> PE_18:0;0_20:4;0 --> LPE_18:0;0","G3P","LPE_18:0;0",-2.94580160789638,1.9465082819181,"Suppressed","no","18:0;0_20:4;0"
"PE_18:0;0_20:4;0 --> PC_18:0;0_20:4;0 --> LPC_18:0;0","PE_18:0;0_20:4;0","LPC_18:0;0",-0.297135890564807,1.94546108054784,"Suppressed","no","18:0;0_20:4;0"
"DAG_18:0;0_20:4;0 --> PC_18:0;0_20:4;0 --> LPC_18:0;0","DAG_18:0;0_20:4;0","LPC_18:0;0",-0.302812103812958,1.94294922005329,"Suppressed","no","18:0;0_20:4;0"
"G3P --> LPA_20:4;0 --> PA_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PE_16:0;0_20:4;0","G3P","PE_16:0;0_20:4;0",-1.75803310150101,1.91549614871514,"Suppressed","no","16:0;0_20:4;0"
"PC_17:0;0_20:3;0 --> LPC_20:3;0","PC_17:0;0_20:3;0","LPC_20:3;0",0.419752277665013,1.91514154739669,"Active","no","17:0;0_20:3;0"
"PI_18:0;0_20:4;0 --> DAG_18:0;0_20:4;0 --> PE_18:0;0_20:4;0 --> LPE_18:0;0","PI_18:0;0_20:4;0","LPE_18:0;0",-1.18386688217571,1.9108504083785,"Suppressed","no","18:0;0_20:4;0"
"PE_16:0;0_20:4;0 --> PC_16:0;0_20:4;0","PE_16:0;0_20:4;0","PC_16:0;0_20:4;0",0.402274697188184,1.90732319716928,"Active","no","16:0;0_20:4;0"
"PI_16:1;0_18:0;0 --> DAG_16:1;0_18:0;0 --> PC_16:1;0_18:0;0 --> LPC_16:1;0","PI_16:1;0_18:0;0","LPC_16:1;0",-1.19489293560893,1.90589163482882,"Suppressed","no","16:1;0_18:0;0"
"PI_16:0;0_20:4;0 --> DAG_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> LPC_20:4;0","PI_16:0;0_20:4;0","LPC_20:4;0",-1.19877868541494,1.90414408721576,"Suppressed","no","16:0;0_20:4;0"
"LPA_18:0;0 --> PA_18:0;0_20:4;0 --> DAG_18:0;0_20:4;0 --> PE_18:0;0_20:4;0 --> LPE_18:0;0","LPA_18:0;0","LPE_18:0;0",-1.79158460524513,1.9005393952641,"Suppressed","no","18:0;0_20:4;0"
