"edge_name","FC_ctrl","FC_exp","FC_exp_ctrl","statistics","p_value","mlog10p","adj_p_value","mlog10padj","perturbation_score","Mode","edge_type","node1_log2FC","node2_log2FC","FA_change"
"TAG_48:3;0 --> DAG_16:0;0_18:2;0",145.571477033597,761.12949940945,5.22856204333069,6.967742651347,1.06615695076366e-10,9.97217885737965,1.50938988509729e-08,7.82119856468062,23.797749546424,"Increase","Non-change",-1.88608996485184,-0.464322514452446," (14:1)"
"TAG_48:3;0 --> DAG_18:1;0_18:2;0",41.9365462949325,194.900039288263,4.64749857838947,7.19370592024374,3.18162261284459e-11,10.4973513353365,9.50244620369584e-09,8.02216458039407,23.2669008058389,"Increase","Non-change",-1.88608996485184,-0.532410850044684," (12:0)"
"TAG_48:3;0 --> DAG_16:1;0_18:1;0",40.4842102950242,172.346053892767,4.25711784018544,6.53998029838402,1.00079347177696e-09,8.99965553622879,4.48355475356079e-08,7.34837752223065,18.8081733429672,"Increase","Non-change",-1.88608996485184,-0.605374178780287," (14:1)"
"TAG_48:2;0 --> DAG_16:0;0_18:2;0",157.570485860742,1113.65290086816,7.06764908913455,4.82787061233579,3.48395772708902e-06,5.45792712318313,3.5473024130361e-05,4.45010178567118,15.3980699833075,"Increase","Non-change",-1.52049111419238,-0.464322514452446," (14:0)"
"TAG_46:2;0 --> DAG_16:1;0_18:1;0",279.960602567378,995.616014201136,3.55627186493686,6.26477134703178,4.07091965348057e-09,8.39030746907586,1.48553517953713e-07,6.82811705904177,15.3573303119194,"Increase","Non-change",-3.03282396885848,-0.605374178780287," (12:0)"
"TAG_48:2;0 --> DAG_18:1;0_18:1;0",26.7830650034505,176.941458479964,6.60646787278338,4.92327622472524,2.30134243603818e-06,5.63801875420544,2.45476526510739e-05,4.6099900306052,15.3572817065193,"Increase","Non-change",-1.52049111419238,-0.479162446628858," (12:0)"
"LPE_16:0;0 --> PE_16:0;0_20:4;0",6.96972950449605,27.8887938315197,4.00141695793634,5.84797361226493,3.20382185370626e-08,7.49433164056012,7.10135135086233e-07,6.14865899939662,14.9924926526361,"Increase","Increase",-1.06290698150609,0.196402789542461," (20:4)"
"TAG_48:2;0 --> DAG_18:0;0_18:2;0",89.5301915166189,571.711757829806,6.38568675153211,4.76937598005162,4.4807939181946e-06,5.34864502980912,4.5110015176431e-05,4.34572702679191,14.3067792111312,"Increase","Non-change",-1.52049111419238,-0.461654337098538," (12:0)"
"TAG_46:2;0 --> DAG_16:0;0_18:2;0",1128.51732493053,3681.54117490402,3.26228148524938,6.12783379197953,8.08642400281975e-09,8.092243490648,2.4151453021755e-07,6.61705673570554,13.804406603371,"Increase","Non-change",-3.03282396885848,-0.464322514452446," (12:0)"
"TAG_48:0;0 --> DAG_16:0;0_18:0;0",131.679758297947,986.614501622681,7.4925297128075,4.43367861635307,1.82528598413357e-05,4.73866908101532,0.000155757737312731,3.80755037042313,13.7679798235041,"Increase","Non-change",-2.09768326841096,-0.6983346527118," (14:0)"
