feature,Ctrl1,Ctrl2,Ctrl3,Ctrl4,Ctrl5,LPCAT1KO1,LPCAT1KO2,LPCAT1KO3,LPCAT1KO4,LPCAT1KO5
PS_40:7;0,0.081706661,0.096623123,0.109712979,0.118745158,0.106754684,0.046565144,0.046704105,0.054130604,0.062589628,0.057180567
PS_40:6;0,0.535697902,0.589512106,0.64227295,0.711357751,0.676468735,0.313513506,0.340697271,0.376892764,0.479076933,0.449590075
PS_40:5;0,0.008621094,0.008998579,0.009957512,0.011903284,0.01013231,0.008165964,0.009119954,0.010438752,0.012539887,0.012046047
PS_40:4;0,0.203931081,0.227547105,0.229563818,0.246270812,0.200515926,0.149151079,0.149839545,0.153647801,0.168890424,0.150902625
PS_40:2;0,0.021030349,0.025128874,0.025881857,0.024240172,0.020094364,0.031205064,0.028191895,0.028385131,0.029469283,0.026182437
PS_40:1;0,0.012571852,0.014787334,0.015287371,0.016439456,0.015700928,0.010146332,0.011004456,0.012138193,0.013909721,0.013951066
PS_42:7;0,0.004314007,0.00487008,0.006078111,0.006829275,0.006042013,0.003231342,0.00316605,0.003622183,0.004801283,0.005191792
PS_42:6;0,0.004936718,0.006305278,0.007244618,0.006249745,0.005161665,0.002304318,0.002351306,0.002754834,0.00241025,0.002196632
PS_42:5;0,0.004659957,0.005552629,0.005675206,0.005399213,0.004787932,0.005723102,0.006005771,0.005852847,0.006009153,0.00564965
PS_42:4;0,0.002587712,0.002719128,0.003008358,0.002985202,0.002910963,0.001890722,0.001966625,0.002136642,0.002632608,0.002401033
PS_42:2;0,0.006656093,0.007924948,0.008269148,0.008751311,0.008101696,0.010089284,0.010993651,0.011670435,0.015037982,0.013403271
PS_42:1;0,0.012360822,0.016060195,0.020663276,0.024782178,0.0230427,0.010867577,0.012666362,0.016547807,0.020432219,0.021669257
LPC_16:0;0,0.112534337,0.102655382,0.130184396,0.152253631,0.157229368,0.128905276,0.137413068,0.115239964,0.154763835,0.162796052
LPC_18:2;0,0.034183399,0.041233343,0.050512789,0.062797639,0.064547799,0.052883171,0.058497372,0.044798957,0.06323474,0.065819926
LPC_18:1;0,0.299942807,0.369081958,0.462051577,0.567559412,0.5835214,0.444117987,0.476947653,0.383817457,0.536093887,0.567055382
LPC_18:0;0,0.133270629,0.088768275,0.125338023,0.142914453,0.145481702,0.054305287,0.064196263,0.067838958,0.08298616,0.078808944
LPC_20:4;0,0.018331933,0.021653408,0.026173483,0.031219541,0.032838651,0.026058551,0.027083237,0.02051317,0.030520679,0.029559145
LPC_20:3;0,0.009991059,0.010289889,0.012317385,0.014730053,0.014376253,0.01080238,0.01126163,0.009369256,0.012773225,0.013910186
LPC_20:0;0,0.00464266,0.004999211,0.005644509,0.006387331,0.006556933,0.002210596,0.003120667,0.003112116,0.003329878,0.00288342
LPC_22:6;0,0.006216736,0.005589524,0.006741945,0.007650622,0.007644911,0.004355996,0.004205552,0.003514059,0.0037993,0.005030996
LPC_22:4;0,0.001591374,0.001446266,0.001293134,0.001713573,0.00146171,0.001114467,0.001147558,0.000942567,0.001369834,0.001106492
LPE_16:0;0,0.012564933,0.01359195,0.012344245,0.018544941,0.018254769,0.012634017,0.013623741,0.014044481,0.017011751,0.016954402
LPE_18:1;0,0.06406663,0.066649995,0.080534975,0.100150186,0.10164285,0.085322909,0.087415406,0.077344545,0.103407399,0.103972099
LPE_18:0;0,0.061167562,0.054895393,0.051579528,0.068434501,0.068575807,0.037056523,0.035824994,0.038212742,0.043519007,0.046407258
LPE_20:4;0,0.010399281,0.011514787,0.014297376,0.015985005,0.017814594,0.014231351,0.013628064,0.010436401,0.014722288,0.015414579
LPE_22:6;0,0.006770257,0.007607655,0.009251469,0.010210558,0.010402228,0.005374704,0.005398494,0.004602359,0.005380512,0.006058453
LPS_16:0;0,0.008631473,0.009917254,0.010160883,0.0126746,0.012574031,0.00551936,0.005750758,0.00595392,0.007233494,0.007377522
LPS_18:1;0,0.030315669,0.031150064,0.040175395,0.043568937,0.043701816,0.023250992,0.02386532,0.020825792,0.027108446,0.026692077
LPS_18:0;0,0.083761609,0.090262504,0.091762597,0.099766612,0.09693797,0.054172855,0.053260963,0.05754594,0.065455574,0.059148269
LPS_20:4;0,0.002719173,0.002685923,0.003104288,0.003427145,0.003288848,0.00218411,0.002362111,0.00191334,0.002459663,0.002365604
LPS_20:1;0,0.001823161,0.002346493,0.00239057,0.002747553,0.002641045,0.001629933,0.001620845,0.001715895,0.001863963,0.001659738
LPS_20:0;0,0.002573874,0.002656407,0.002812661,0.002605798,0.002732402,0.001330433,0.001367993,0.001281045,0.001597683,0.001577978
LPS_22:6;0,0.00133537,0.001313446,0.001619295,0.001709403,0.002051378,0.000654011,0.000773683,0.0006511,0.000809822,0.000861211
LPS_22:5;0,0.00126272,0.001778317,0.002110455,0.002238901,0.002412653,0.000994259,0.001052469,0.000719265,0.001260028,0.001182802
LPS_22:1;0,0.00189927,0.001992305,0.002037549,0.001955391,0.001656882,0.001984443,0.002042265,0.001915691,0.00224554,0.002073991
LPS_22:0;0,0.003736269,0.003741107,0.003894749,0.00432354,0.004231485,0.002448974,0.002606319,0.002338788,0.00285222,0.002496421
LPS_24:1;0,0.003082422,0.002630581,0.002728243,0.002755892,0.002275617,0.002927767,0.003619887,0.002928774,0.003511059,0.00300061
