"name","sub_class_id","FA_sum","FA_split"
"TG(15:0/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6]","[GL0301]","57:5","15:0_20:4_22:1"
"TG(15:1(9Z)/16:0/22:0)[iso6]","[GL0301]","53:1","15:1_16:0_22:0"
"TG(15:0/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","57:8","15:0_20:4_22:4"
"TG(15:1(9Z)/18:0/22:1(11Z))[iso6]","[GL0301]","55:2","15:1_18:0_22:1"
"TG(15:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","55:7","15:1_18:1_22:5"
"TG(15:1(9Z)/18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso6]","[GL0301]","51:8","15:1_18:3_18:4"
"TG(15:1(9Z)/18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]","[GL0301]","53:9","15:1_18:3_20:5"
"TG(15:1(9Z)/18:3(6Z,9Z,12Z)/22:0)[iso6]","[GL0301]","55:4","15:1_18:3_22:0"
"TG(15:1(9Z)/19:1(9Z)/20:0)[iso6]","[GL0301]","54:2","15:1_19:1_20:0"
"TG(15:1(9Z)/20:0/22:1(11Z))[iso6]","[GL0301]","57:2","15:1_20:0_22:1"
"TG(15:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6]","[GL0301]","57:6","15:1_20:4_22:1"
"TG(15:1(9Z)/22:2(13Z,16Z)/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","59:6","15:1_22:2_22:3"
"TG(16:0/18:0/22:1(11Z))[iso6]","[GL0301]","56:1","16:0_18:0_22:1"
"TG(16:0/18:1(9Z)/19:1(9Z))[iso6]","[GL0301]","53:2","16:0_18:1_19:1"
"TG(16:1(9Z)/20:1(11Z)/22:1(11Z))[iso6]","[GL0301]","58:3","16:1_20:1_22:1"
"TG(16:1(9Z)/22:1(11Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","60:6","16:1_22:1_22:4"
"TG(17:0/19:1(9Z)/20:0)[iso6]","[GL0301]","56:1","17:0_19:1_20:0"
"TG(17:0/19:1(9Z)/21:0)[iso6]","[GL0301]","57:1","17:0_19:1_21:0"
"TG(17:1(9Z)/19:1(9Z)/22:0)[iso6]","[GL0301]","58:2","17:1_19:1_22:0"
"TG(18:1(9Z)/18:3(6Z,9Z,12Z)/22:0)[iso6]","[GL0301]","58:4","18:1_18:3_22:0"
"TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/20:2(11Z,14Z))[iso6]","[GL0301]","56:7","18:2_18:3_20:2"
"TG(18:1(9Z)/20:2(11Z,14Z)/22:1(11Z))[iso6]","[GL0301]","60:4","18:1_20:2_22:1"
"TG(18:0/18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6]","[GL0301]","56:8","18:0_18:4_20:4"
"TG(18:3(6Z,9Z,12Z)/19:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","59:8","18:3_19:0_22:5"
"TG(18:3(9Z,12Z,15Z)/19:0/19:1(9Z))[iso6]","[GL0301]","56:4","18:3_19:0_19:1"
"TG(18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","60:13","18:3_20:5_22:5"
"TG(18:3(6Z,9Z,12Z)/22:0/22:1(11Z))[iso6]","[GL0301]","62:4","18:3_22:0_22:1"
"TG(18:3(6Z,9Z,12Z)/20:2(11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","60:11","18:3_20:2_22:6"
"TG(18:3(6Z,9Z,12Z)/22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","62:9","18:3_22:2_22:4"
"TG(19:0/19:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","60:7","19:0_19:1_22:6"
"TG(19:1(9Z)/20:2(11Z,14Z)/20:3(8Z,11Z,14Z))[iso6]","[GL0301]","59:6","19:1_20:2_20:3"
"TG(19:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:0)[iso6]","[GL0301]","61:6","19:1_20:5_22:0"
"TG(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6]","[GL0301]","62:8","20:3_20:4_22:1"
"PC(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z))","[GP0101]","38:6","18:3_20:3"
"PC(P-18:1(9Z)/22:1(13Z))","[GP0103]","40:2","18:1_22:1"
"Cer(d14:2(4E,6E)/20:1(11Z))","[SP0201]","34:3","14:2_20:1"
"Cer(d14:1(4E)/24:0(2OH))","[SP0201]","38:1","14:1_24:0"
"Cer(t20:0/18:0)","[SP0203]","38:0","20:0_18:0"
"PC(22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","[GP0105]","22:5","22:5"
"PE(0:0/20:0)","[GP0205]","20:0","20:0"
"PE(0:0/20:1(11Z))","[GP0205]","20:1","20:1"
"PE(0:0/22:2(13Z,16Z))","[GP0205]","22:2","22:2"
"CL(1'-[16:0/18:2(9Z,12Z)],3'-[20:0/20:0])","[GP1201]","74:2","16:0_18:2_20:0_20:0"
"CL(1'-[16:0/20:0],3'-[20:0/20:4(5Z,8Z,11Z,14Z)])","[GP1201]","76:4","16:0_20:0_20:0_20:4"
"CL(1'-[18:0/18:2(9Z,12Z)],3'-[20:0/18:0])","[GP1201]","74:2","18:0_18:0_18:2_20:0"
"CL(1'-[18:0/20:0],3'-[16:0/18:1(9Z)])","[GP1201]","72:1","16:0_18:0_18:1_20:0"
"CL(1'-[18:0/20:0],3'-[20:0/20:0])","[GP1201]","78:0","18:0_20:0_20:0_20:0"
"CL(1'-[18:0/18:2(9Z,12Z)],3'-[20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)])","[GP1201]","76:10","18:0_18:2_20:4_20:4"
"CL(1'-[16:0/20:4(5Z,8Z,11Z,14Z)],3'-[16:0/18:0])","[GP1201]","70:4","16:0_16:0_18:0_20:4"
"CL(1'-[18:1(9Z)/18:1(9Z)],3'-[16:0/16:0])","[GP1201]","68:2","16:0_16:0_18:1_18:1"
"CL(1'-[18:1(9Z)/18:0],3'-[18:0/18:2(9Z,12Z)])","[GP1201]","72:3","18:0_18:0_18:1_18:2"
"CL(1'-[18:2(9Z,12Z)/18:1(9Z)],3'-[16:0/18:1(9Z)])","[GP1201]","70:4","16:0_18:1_18:1_18:2"
"CL(1'-[18:2(9Z,12Z)/18:1(9Z)],3'-[20:0/20:0])","[GP1201]","76:3","18:1_18:2_20:0_20:0"
"CL(1'-[20:0/18:0],3'-[20:4(5Z,8Z,11Z,14Z)/18:0])","[GP1201]","76:4","18:0_18:0_20:0_20:4"
"CL(1'-[18:2(9Z,12Z)/18:1(9Z)],3'-[18:1(9Z)/18:0])","[GP1201]","72:4","18:0_18:1_18:1_18:2"
"CL(1'-[20:0/20:4(5Z,8Z,11Z,14Z)],3'-[16:0/18:2(9Z,12Z)])","[GP1201]","74:6","16:0_18:2_20:0_20:4"
"CL(1'-[20:0/20:4(5Z,8Z,11Z,14Z)],3'-[20:4(5Z,8Z,11Z,14Z)/18:1(9Z)])","[GP1201]","78:9","18:1_20:0_20:4_20:4"
"CL(1'-[20:4(5Z,8Z,11Z,14Z)/18:0],3'-[18:0/20:0])","[GP1201]","76:4","18:0_18:0_20:0_20:4"
"CL(1'-[20:4(5Z,8Z,11Z,14Z)/16:0],3'-[20:0/18:2(9Z,12Z)])","[GP1201]","74:6","16:0_18:2_20:0_20:4"
"TG(17:0/17:0/22:4(7Z,10Z,13Z,16Z))[iso3]","[GL0301]","56:4","17:0_17:0_22:4"
"TG(18:1(9Z)/20:1(11Z)/21:0)[iso6]","[GL0301]","59:2","18:1_20:1_21:0"
"TG(17:2(9Z,12Z)/22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","61:10","17:2_22:2_22:6"
"TG(17:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","59:10","17:0_20:5_22:5"
"TG(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]","[GL0301]","62:16","20:5_20:5_22:6"
"TG(14:1(9Z)/14:1(9Z)/17:2(9Z,12Z))[iso3]","[GL0301]","45:4","14:1_14:1_17:2"
"TG(12:0/16:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","50:5","12:0_16:1_22:4"
"TG(12:0/18:0/19:1(9Z))[iso6]","[GL0301]","49:1","12:0_18:0_19:1"
"TG(13:0/18:2(9Z,12Z)/20:0)[iso6]","[GL0301]","51:2","13:0_18:2_20:0"
"TG(14:1(9Z)/17:2(9Z,12Z)/20:0)[iso6]","[GL0301]","51:3","14:1_17:2_20:0"
"TG(14:0/18:3(9Z,12Z,15Z)/19:0)[iso6]","[GL0301]","51:3","14:0_18:3_19:0"
"TG(15:1(9Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso6]","[GL0301]","51:6","15:1_18:2_18:3"
"TG(15:1(9Z)/18:2(9Z,12Z)/20:0)[iso6]","[GL0301]","53:3","15:1_18:2_20:0"
"TG(15:1(9Z)/18:4(6Z,9Z,12Z,15Z)/22:0)[iso6]","[GL0301]","55:5","15:1_18:4_22:0"
"TG(15:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:2(13Z,16Z))[iso6]","[GL0301]","57:8","15:1_20:5_22:2"
"TG(17:1(9Z)/20:2(11Z,14Z)/22:1(11Z))[iso6]","[GL0301]","59:4","17:1_20:2_22:1"
"TG(18:0/18:1(9Z)/19:1(9Z))[iso6]","[GL0301]","55:2","18:0_18:1_19:1"
"TG(18:1(9Z)/22:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","62:8","18:1_22:1_22:6"
"TG(22:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","66:12","22:1_22:5_22:6"
"PC(21:0/19:1(9Z))","[GP0101]","40:1","19:1_21:0"
"PC(O-10:1(9E)/2:0)","[GP0102]","12:1","10:1_2:0"
"PE(13:0/18:4(6Z,9Z,12Z,15Z))","[GP0201]","31:4","13:0_18:4"
"PS(18:1(9Z)/13:0)","[GP0301]","31:1","13:0_18:1"
"PE(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[GP0201]","40:10","20:5_20:5"
"PS(22:2(13Z,16Z)/15:1(9Z))","[GP0301]","37:3","15:1_22:2"
"PS(22:2(13Z,16Z)/19:1(9Z))","[GP0301]","41:3","19:1_22:2"
"PG(12:0/14:1(9Z))","[GP0401]","26:1","12:0_14:1"
"PI(13:0/20:5(5Z,8Z,11Z,14Z,17Z))","[GP0601]","33:5","13:0_20:5"
"PG(18:4(6Z,9Z,12Z,15Z)/0:0)","[GP0405]","18:4","18:4"
"PI(19:1(9Z)/20:2(11Z,14Z))","[GP0601]","39:3","19:1_20:2"
"PI(22:0/19:1(9Z))","[GP0601]","41:1","19:1_22:0"
"PI(22:4(7Z,10Z,13Z,16Z)/22:2(13Z,16Z))","[GP0601]","44:6","22:2_22:4"
"PA(20:4(5Z,8Z,11Z,14Z)/19:0)","[GP1001]","39:4","19:0_20:4"
"PI(20:3(8Z,11Z,14Z)/0:0)","[GP0605]","20:3","20:3"
"CL(1'-[18:0/16:0],3'-[18:0/18:2(9Z,12Z)])","[GP1201]","70:2","16:0_18:0_18:0_18:2"
"CL(1'-[18:0/16:0],3'-[16:0/18:0])","[GP1201]","68:0","16:0_16:0_18:0_18:0"
"CL(1'-[18:0/16:0],3'-[20:0/18:1(9Z)])","[GP1201]","72:1","16:0_18:0_18:1_20:0"
"CL(1'-[18:0/20:4(5Z,8Z,11Z,14Z)],3'-[16:0/16:0])","[GP1201]","70:4","16:0_16:0_18:0_20:4"
"CL(1'-[18:0/20:4(5Z,8Z,11Z,14Z)],3'-[16:0/20:0])","[GP1201]","74:4","16:0_18:0_20:0_20:4"
"CL(1'-[18:0/20:4(5Z,8Z,11Z,14Z)],3'-[18:2(9Z,12Z)/20:0])","[GP1201]","76:6","18:0_18:2_20:0_20:4"
"CL(1'-[18:1(9Z)/16:0],3'-[16:0/18:1(9Z)])","[GP1201]","68:2","16:0_16:0_18:1_18:1"
"CL(1'-[18:1(9Z)/20:0],3'-[18:1(9Z)/18:0])","[GP1201]","74:2","18:0_18:1_18:1_20:0"
"CL(1'-[18:1(9Z)/20:4(5Z,8Z,11Z,14Z)],3'-[18:0/20:0])","[GP1201]","76:5","18:0_18:1_20:0_20:4"
"CL(1'-[18:2(9Z,12Z)/20:0],3'-[20:4(5Z,8Z,11Z,14Z)/18:0])","[GP1201]","76:6","18:0_18:2_20:0_20:4"
"CL(1'-[18:2(9Z,12Z)/20:0],3'-[20:4(5Z,8Z,11Z,14Z)/16:0])","[GP1201]","74:6","16:0_18:2_20:0_20:4"
"CL(1'-[20:0/18:1(9Z)],3'-[16:0/18:1(9Z)])","[GP1201]","72:2","16:0_18:1_18:1_20:0"
"CL(1'-[18:1(9Z)/20:4(5Z,8Z,11Z,14Z)],3'-[18:2(9Z,12Z)/20:0])","[GP1201]","76:7","18:1_18:2_20:0_20:4"
"LacCer(d18:0/24:0)","[SP0501]","42:0","18:0_24:0"
"TG(14:0/16:0/19:1(9Z))[iso6]","[GL0301]","49:1","14:0_16:0_19:1"
"TG(14:0/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6]","[GL0301]","50:4","14:0_18:1_18:3"
"TG(15:0/18:3(9Z,12Z,15Z)/21:0)[iso6]","[GL0301]","54:3","15:0_18:3_21:0"
"PI(20:2(11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","[GP0601]","42:8","20:2_22:6"
"CL(1'-[16:0/18:1(9Z)],3'-[18:2(9Z,12Z)/18:1(9Z)])","[GP1201]","70:4","16:0_18:1_18:1_18:2"
"CL(1'-[18:1(9Z)/20:0],3'-[18:0/20:0])","[GP1201]","76:1","18:0_18:1_20:0_20:0"
"CL(1'-[18:2(9Z,12Z)/18:2(9Z,12Z)],3'-[18:1(9Z)/20:0])","[GP1201]","74:5","18:1_18:2_18:2_20:0"
"CL(1'-[18:1(9Z)/20:4(5Z,8Z,11Z,14Z)],3'-[20:0/20:0])","[GP1201]","78:5","18:1_20:0_20:0_20:4"
"CL(1'-[18:2(9Z,12Z)/20:0],3'-[20:4(5Z,8Z,11Z,14Z)/20:0])","[GP1201]","78:6","18:2_20:0_20:0_20:4"
"CL(1'-[18:2(9Z,12Z)/18:2(9Z,12Z)],3'-[18:1(9Z)/18:0])","[GP1201]","72:5","18:0_18:1_18:2_18:2"
"PC(12:0/16:0)","[GP0101]","28:0","12:0_16:0"
"PC(O-16:0/0:0)","[GP0106]","16:0","16:0"
"PA(17:0/18:1(9Z))","[GP1001]","35:1","17:0_18:1"
"PS(22:0/18:3(9Z,12Z,15Z))","[GP0301]","40:3","18:3_22:0"
"PC(20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[GP0101]","40:6","20:1_20:5"
"PC(20:2(11Z,14Z)/16:1(9Z))","[GP0101]","36:3","16:1_20:2"
"PS(15:0/12:0)","[GP0301]","27:0","12:0_15:0"
"PS(13:0/20:4(5Z,8Z,11Z,14Z))","[GP0301]","33:4","13:0_20:4"
"PS(17:0/16:0)","[GP0301]","33:0","16:0_17:0"
"PC(18:2(9Z,12Z)/19:0)","[GP0101]","37:2","18:2_19:0"
"PC(20:0/12:0)","[GP0101]","32:0","12:0_20:0"
"PC(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))","[GP0101]","36:5","16:1_20:4"
"PC(12:0/21:0)","[GP0101]","33:0","12:0_21:0"
"PC(22:0/20:4(5Z,8Z,11Z,14Z))","[GP0101]","42:4","20:4_22:0"
"PC(15:0/20:3(8Z,11Z,14Z))","[GP0101]","35:3","15:0_20:3"
"PC(16:0/22:4(7Z,10Z,13Z,16Z))","[GP0101]","38:4","16:0_22:4"
"PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)","[GP0601]","38:6","16:0_22:6"
"PI(16:0/18:3(9Z,12Z,15Z))","[GP0601]","34:3","16:0_18:3"
"PI(22:4(7Z,10Z,13Z,16Z)/20:0)","[GP0601]","42:4","20:0_22:4"
"PI(18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))","[GP0601]","40:7","18:3_22:4"
"PI(21:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","[GP0601]","43:6","21:0_22:6"
"PA(20:2(11Z,14Z)/18:0)","[GP1001]","38:2","18:0_20:2"
"PA(22:4(7Z,10Z,13Z,16Z)/19:0)","[GP1001]","41:4","19:0_22:4"
"PA(17:0/14:1(9Z))","[GP1001]","31:1","14:1_17:0"
"PA(18:1(9Z)/18:4(6Z,9Z,12Z,15Z))","[GP1001]","36:5","18:1_18:4"
"PA(19:0/18:3(6Z,9Z,12Z))","[GP1001]","37:3","18:3_19:0"
"PE(20:2(11Z,14Z)/22:2(13Z,16Z))","[GP0201]","42:4","20:2_22:2"
"PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)","[GP0201]","38:6","16:0_22:6"
"PC(O-16:0/16:1(9Z))","[GP0102]","32:1","16:0_16:1"
"PA(13:0/18:1(9Z))","[GP1001]","31:1","13:0_18:1"
"PE(O-16:0/16:1(9Z))","[GP0202]","32:1","16:0_16:1"
"PE(13:0/12:0)","[GP0201]","25:0","12:0_13:0"
"PE(13:0/16:1(9Z))","[GP0201]","29:1","13:0_16:1"
"PE(14:0/15:0)","[GP0201]","29:0","14:0_15:0"
"PG(18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[GP0401]","38:9","18:4_20:5"
"PG(22:4(7Z,10Z,13Z,16Z)/20:1(11Z))","[GP0401]","42:5","20:1_22:4"
"PE(18:0/18:2(9Z,12Z))","[GP0201]","36:2","18:0_18:2"
"PG(19:0/20:1(11Z))","[GP0401]","39:1","19:0_20:1"
"PG(18:2(9Z,12Z)/22:0)","[GP0401]","40:2","18:2_22:0"
"PA(O-18:0/21:0)","[GP1002]","39:0","18:0_21:0"
"PA(O-20:0/22:0)","[GP1002]","42:0","20:0_22:0"
"PE(P-18:0/20:2(11Z,14Z))","[GP0203]","38:2","18:0_20:2"
"PC(P-18:0/18:1(9Z))","[GP0103]","36:1","18:0_18:1"
"DG(14:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]","[GL0201]","34:5","14:1_20:4"
"DG(13:0/19:0/0:0)[iso2]","[GL0201]","32:0","13:0_19:0"
"DG(13:0/18:1(9Z)/0:0)[iso2]","[GL0201]","31:1","13:0_18:1"
"DG(18:0/18:3(9Z,12Z,15Z)/0:0)[iso2]","[GL0201]","36:3","18:0_18:3"
"TG(12:0/13:0/20:2(11Z,14Z))[iso6]","[GL0301]","45:2","12:0_13:0_20:2"
"TG(13:0/15:0/15:0)[iso3]","[GL0301]","43:0","13:0_15:0_15:0"
"TG(14:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3]","[GL0301]","50:5","14:1_18:2_18:2"
"TG(13:0/18:0/18:4(6Z,9Z,12Z,15Z))[iso6]","[GL0301]","49:4","13:0_18:0_18:4"
"TG(14:0/16:0/18:1(9Z))[iso6]","[GL0301]","48:1","14:0_16:0_18:1"
"TG(15:0/17:0/17:0)[iso3]","[GL0301]","49:0","15:0_17:0_17:0"
"TG(14:1(9Z)/16:1(9Z)/18:0)[iso6]","[GL0301]","48:2","14:1_16:1_18:0"
"TG(12:0/18:1(9Z)/21:0)[iso6]","[GL0301]","51:1","12:0_18:1_21:0"
"TG(12:0/19:0/20:3(8Z,11Z,14Z))[iso6]","[GL0301]","51:3","12:0_19:0_20:3"
"TG(14:1(9Z)/18:0/19:0)[iso6]","[GL0301]","51:1","14:1_18:0_19:0"
"TG(13:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3]","[GL0301]","53:10","13:0_20:5_20:5"
"TG(13:0/15:0/22:0)[iso6]","[GL0301]","50:0","13:0_15:0_22:0"
"TG(14:0/17:0/22:2(13Z,16Z))[iso6]","[GL0301]","53:2","14:0_17:0_22:2"
"TG(18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/19:0)[iso6]","[GL0301]","55:7","18:3_18:4_19:0"
"TG(16:1(9Z)/19:0/20:3(8Z,11Z,14Z))[iso6]","[GL0301]","55:4","16:1_19:0_20:3"
"TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso3]","[GL0301]","56:6","18:1_18:1_20:4"
"TG(12:0/22:2(13Z,16Z)/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","56:5","12:0_22:2_22:3"
"TG(14:0/20:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","56:5","14:0_20:0_22:5"
"TG(15:0/18:1(9Z)/22:2(13Z,16Z))[iso6]","[GL0301]","55:3","15:0_18:1_22:2"
"TG(15:0/19:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","56:5","15:0_19:0_22:5"
"TG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/20:1(11Z))[iso6]","[GL0301]","56:7","18:2_18:4_20:1"
"TG(15:0/20:2(11Z,14Z)/22:2(13Z,16Z))[iso6]","[GL0301]","57:4","15:0_20:2_22:2"
"TG(15:0/20:3(8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","57:7","15:0_20:3_22:4"
"TG(18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z)/21:0)[iso6]","[GL0301]","57:7","18:3_18:4_21:0"
"TG(18:4(6Z,9Z,12Z,15Z)/19:0/20:2(11Z,14Z))[iso6]","[GL0301]","57:6","18:4_19:0_20:2"
"TG(17:0/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6]","[GL0301]","58:4","17:0_20:4_21:0"
"TG(17:0/20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","59:6","17:0_20:0_22:6"
"TG(17:0/20:1(11Z)/22:1(13Z))[iso6]","[GL0301]","59:2","17:0_20:1_22:1"
"TG(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","60:11","18:2_20:5_22:4"
"TG(18:2(9Z,12Z)/20:0/22:0)[iso6]","[GL0301]","60:2","18:2_20:0_22:0"
"TG(18:1(9Z)/22:0/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","62:4","18:1_22:0_22:3"
"TG(20:2(11Z,14Z)/22:1(13Z)/22:2(13Z,16Z))[iso6]","[GL0301]","64:5","20:2_22:1_22:2"
"TG(20:4(5Z,8Z,11Z,14Z)/22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","64:10","20:4_22:0_22:6"
"CL(1'-[16:0/18:0],3'-[16:0/18:1(9Z)])","[GP1201]","68:1","16:0_16:0_18:0_18:1"
"CL(1'-[16:0/18:1(9Z)],3'-[20:0/18:2(9Z,12Z)])","[GP1201]","72:3","16:0_18:1_18:2_20:0"
"CL(1'-[16:0/20:0],3'-[20:0/16:0])","[GP1201]","72:0","16:0_16:0_20:0_20:0"
"CL(1'-[18:0/20:0],3'-[20:4(5Z,8Z,11Z,14Z)/18:1(9Z)])","[GP1201]","76:5","18:0_18:1_20:0_20:4"
"CL(1'-[18:0/20:0],3'-[20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)])","[GP1201]","78:8","18:0_20:0_20:4_20:4"
"CL(1'-[20:0/18:2(9Z,12Z)],3'-[20:0/20:4(5Z,8Z,11Z,14Z)])","[GP1201]","78:6","18:2_20:0_20:0_20:4"
"CL(1'-[18:2(9Z,12Z)/18:2(9Z,12Z)],3'-[20:0/16:0])","[GP1201]","72:4","16:0_18:2_18:2_20:0"
"CL(1'-[20:0/20:0],3'-[20:4(5Z,8Z,11Z,14Z)/18:0])","[GP1201]","78:4","18:0_20:0_20:0_20:4"
"CL(1'-[20:4(5Z,8Z,11Z,14Z)/18:0],3'-[20:4(5Z,8Z,11Z,14Z)/20:0])","[GP1201]","78:8","18:0_20:0_20:4_20:4"
"DG(14:1(9Z)/20:2(11Z,14Z)/0:0)[iso2]","[GL0201]","34:3","14:1_20:2"
"PC(15:0/18:3(9Z,12Z,15Z))","[GP0101]","33:3","15:0_18:3"
"PE(20:1(11Z)/18:3(9Z,12Z,15Z))","[GP0201]","38:4","18:3_20:1"
"PE(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","[GP0201]","40:8","20:4_20:4"
"SM(d18:1/26:1(17Z))","[SP0301]","44:2","18:1_26:1"
"TG(14:1(9Z)/16:1(9Z)/20:0)[iso6]","[GL0301]","50:2","14:1_16:1_20:0"
"TG(20:1(11Z)/22:0/22:0)[iso3]","[GL0301]","64:1","20:1_22:0_22:0"
"TG(18:3(6Z,9Z,12Z)/20:0/20:1(11Z))[iso6]","[GL0301]","58:4","18:3_20:0_20:1"
"TG(18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6]","[GL0301]","60:10","18:4_20:4_22:2"
"CL(1'-[18:0/18:1(9Z)],3'-[18:0/16:0])","[GP1201]","70:1","16:0_18:0_18:0_18:1"
"CL(1'-[18:1(9Z)/20:4(5Z,8Z,11Z,14Z)],3'-[18:0/18:1(9Z)])","[GP1201]","74:6","18:0_18:1_18:1_20:4"
"CL(1'-[20:4(5Z,8Z,11Z,14Z)/18:0],3'-[18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)])","[GP1201]","76:10","18:0_18:2_20:4_20:4"
"TG(12:0/13:0/19:0)[iso6]","[GL0301]","44:0","12:0_13:0_19:0"
"CL(1'-[18:1(9Z)/18:2(9Z,12Z)],3'-[18:2(9Z,12Z)/16:0])","[GP1201]","70:5","16:0_18:1_18:2_18:2"
"PG(20:1(11Z)/18:2(9Z,12Z))","[GP0401]","38:3","18:2_20:1"
"PA(22:0/20:3(8Z,11Z,14Z))","[GP1001]","42:3","20:3_22:0"
"PA(16:0/20:3(8Z,11Z,14Z))","[GP1001]","36:3","16:0_20:3"
"PA(14:1(9Z)/22:4(7Z,10Z,13Z,16Z))","[GP1001]","36:5","14:1_22:4"
"PC(16:0/18:1(11Z))","[GP0101]","34:1","16:0_18:1"
"SM(d18:2/22:0)","[SP0301]","40:2","18:2_22:0"
"GalCer(d18:2/22:0)","[SP0501]","40:2","18:2_22:0"
"PC(12:0/14:1(9Z))","[GP0101]","26:1","12:0_14:1"
"PC(12:0/16:1(9Z))","[GP0101]","28:1","12:0_16:1"
"PS(16:1(9Z)/0:0)","[GP0305]","16:1","16:1"
"PC(14:1(9Z)/16:1(9Z))","[GP0101]","30:2","14:1_16:1"
"PC(14:1(9Z)/20:0)","[GP0101]","34:1","14:1_20:0"
"PC(15:0/18:3(6Z,9Z,12Z))","[GP0101]","33:3","15:0_18:3"
