"edge_name","FC_ctrl","FC_exp","FC_exp_ctrl","statistics","p_value","mlog10p","adj_p_value","mlog10padj","perturbation_score","Mode","edge_type","node1_log2FC","node2_log2FC","FA_change","genes","Edge_direction","node1","node2"
"w3-20:4 --> w3-20:5",0.00919049717961351,0.0908756124162195,9.88799742170653,3.82396658266068,0.00282370432242893,2.54918078136685,0.0282370432242893,1.54918078136685,8.42677176268918,"Increase","Non-change",0.0424222435673569,3.34774417471119," (0:1)","Fads1","","w3-20:4","w3-20:5"
"w9-20:2 --> w9-20:3",2.0420397689374,6.44295896607914,3.15515841762073,2.87906644205609,0.014996309203605,1.82401561359358,0.0499876973453501,1.30113686831324,3.02369337965725,"Increase","Non-change",-2.4340987849366,-0.498306491469371," (0:1)","Fads1","","w9-20:2","w9-20:3"
"w6-20:3 --> w6-20:4",1.61880694146275,2.47564048174936,1.52929939842758,2.32283377441682,0.0403757478442442,1.39387942053401,0.10093936961061,0.995939411861974,0.854268104036044,"Increase","Increase",-0.498306491469371,0.0424222435673569," (0:1)","Fads1","Same as
reaction","w6-20:3","w6-20:4"
"16:0 --> w10-16:1",0.642223215880086,0.389445641819216,0.606402310270782,-2.90345446260902,0.0143561324389574,1.84296254384374,0.0499876973453501,1.30113686831324,-1.32997916297499,"Decrease","Decrease",0.360572077134476,-0.365347813698093," (0:1)","Fads2","Same as
reaction","16:0","w10-16:1"
"w9-20:1 --> w9-20:2",1.98673051213979,1.11647977921812,0.561968406080212,-3.00741497181921,0.0119208114811234,1.92369418001704,0.0499876973453501,1.30113686831324,-1.59943450119093,"Decrease","Non-change",-1.47912030721364,-2.4340987849366," (0:1)","Fads2","","w9-20:1","w9-20:2"
"w9-18:1 --> w9-20:1",0.0257402219890663,0.0111041630033096,0.431393443616233,-5.1780022748923,0.000304694076837479,3.51613598825124,0.00914082230512436,2.03901473353158,-4.2648051807355,"Decrease","Non-change",-0.311670170165128,-1.47912030721364," (2:0)","Elovl3, Elovl5, Elovl7, Hacd1, Hacd3, Hacd4, Hsd17b12, Tecr","","w9-18:1","w9-20:1"
"w9-18:2 --> w9-20:2",0.508598347145287,0.116901412884051,0.229850162786033,-3.43567785166134,0.00556697621966221,2.2543806338559,0.0369873499856257,1.43194678325198,-4.78206976695792,"Decrease","Non-change",-0.32790013483732,-2.4340987849366," (2:0)","Elovl5, Hacd1, Hacd3, Hacd4, Hsd17b12, Tecr","","w9-18:2","w9-20:2"
"w3-20:5 --> w3-22:5",42.0235393530834,5.58328415389798,0.132860873687649,-2.69098198904302,0.0209922823041742,1.67794034187376,0.0629768469125225,1.2008190871541,-4.88618205547226,"Decrease","Non-change",3.34774417471119,0.428815603237026," (2:0)","Elovl2, Elovl5, Hacd1, Hacd3, Hacd4, Hsd17b12, Tecr","","w3-20:5","w3-22:5"
