"lipid","type","mean_all","mean_ctrl","mean_exp","sd_ctrl","sd_exp","FC","log2FC","statistics","p_value","mlog10p","adj_p_value","mlog10padj","sig","Significance"
"LPC O-_18:0;0","species",0.016509751180993,0.0172418414721862,0.0156556458412677,0.0296230997990958,0.0345077135249833,0.908003119418698,-0.139230841025185,-0.0892745036015577,0.930468465454854,0.0312983409760055,0.955324886419081,0.0198489086420775,"no","No change"
"LPC O-_18:1;0","species",0.0230670650811942,0.0264827705483771,0.0190820753694807,0.0321565871625603,0.0425073280522696,0.720546792286055,-0.472835972874508,-0.357395191861094,0.727558536717219,0.138132059179771,0.850094711322225,0.0705326856819612,"no","No change"
"LPC_14:0;0","species",0.0138624578806686,0.00498967554520228,0.024214037272046,0.0102741146457209,0.0322682515820615,4.85282801510582,2.27882573169687,1.49972537779472,0.161828156237777,0.79094591390507,0.343788044830493,0.463709229901504,"no","No change"
"LPC_16:0;0","species",0.187128700778172,0.173587879952393,0.202926325074915,0.176306726990324,0.214105038274682,1.16901205965859,0.225289812949039,0.271263638291674,0.791211363837921,0.101707483776068,0.882657903376977,0.0542075857351362,"no","No change"
"LPC_16:1;0","species",0.0312150509967183,0.0309505683664869,0.0315236140653216,0.0269380767179029,0.0333457465189664,1.01851486835554,0.0264670410266627,0.0343100769343702,0.973244569346729,0.0117780109433004,0.975016336229826,0.0109881077116863,"no","No change"
"LPC_18:0;0","species",0.0732939443851613,0.0576602825910855,0.0915332164782497,0.094713154436721,0.0980048107980084,1.58745695242917,0.66671747039882,0.632740214871551,0.539833681714576,0.267740022101774,0.709625426896655,0.148970831503461,"no","No change"
"LPC_18:1;0","species",0.162362141869837,0.156624462914474,0.169056100651093,0.0705803529329072,0.132518816800493,1.07937226091819,0.110192516686674,0.21602168888539,0.832924467739622,0.079394380023218,0.906417803128412,0.0426715729984782,"no","No change"
"LPE O-_16:0;0","species",0.0120089008022771,0.0133669638117512,0.0104244939578905,0.0241218912282738,0.0240030441580762,0.779869991772258,-0.358694455346259,-0.219748553179977,0.830091740762896,0.0808739072560505,0.905554626286796,0.0430853463666508,"no","No change"
"LPE O-_16:1;0","species",0.0478518156164593,0.0436051818948119,0.0528062216250479,0.0185892752348431,0.0266514283431286,1.2110079428732,0.27620832754768,0.731358571242957,0.479850481584443,0.318894064996168,0.658034839120937,0.181751112408179,"no","No change"
"LPE O-_18:0;0","species",0.0236788012980906,0.027084164225478,0.0197058778828054,0.0485782009618485,0.0463426264167444,0.727579323428711,-0.458823550263433,-0.278759176476363,0.785600493944482,0.104798252159376,0.880824796240783,0.0551104679702688,"no","No change"
"LPE O-_18:1;0","species",0.0632352570886249,0.0602756115114567,0.0666881769286545,0.0276116918431354,0.0389662119016014,1.10638739709806,0.145856627899232,0.346579241233663,0.735446425718653,0.133448958371113,0.854812075966184,0.0681293511682019,"no","No change"
"LPE O-_18:2;0","species",0.0117118021401227,0.0115233360350214,0.011931679262741,0.010003978130247,0.0089905933897606,1.03543619889922,0.0502386608810181,0.07680178478123,0.94016035322973,0.0267980670560835,0.960230558501463,0.0176244771031756,"no","No change"
"LPE_16:0;0","species",0.0359388378416429,0.0377877842728602,0.0337817336718894,0.0189894891514823,0.0280677827523098,0.893985564963437,-0.161676558248116,-0.305708887465384,0.765533960928411,0.11603553819021,0.864878062728281,0.0630451184510172,"no","No change"
"LPE_18:0;0","species",0.120806225580765,0.114921707685932,0.12767149645807,0.063830813007504,0.0723032129938832,1.11094325892703,0.151785133419141,0.337941389059154,0.741768868177626,0.129731397837265,0.855652925608175,0.0677023603923515,"no","No change"
"LPE_18:1;0","species",0.075061825106733,0.0854068376094052,0.0629926438536155,0.0374629360817254,0.0497607377078456,0.73755972726332,-0.439168211983052,-0.926457001976079,0.374088553634506,0.427025580145617,0.573122766843628,0.241752339198561,"no","No change"
"LPE_20:3;0","species",0.00683867391707859,0.0115351096816134,0.00135949885845462,0.0141490128230778,0.00333007850911003,0.117857471318336,-3.08488487688261,-1.71123150482005,0.115053122546325,0.939101590065866,0.277156657610433,0.557274684710898,"no","No change"
"LPE_20:4;0","species",0.0302744806679759,0.0341797650871099,0.0257183155123195,0.0157482880252949,0.0162637972738885,0.752442722961209,-0.410346328888543,-0.951467642379706,0.361805567007007,0.441524755049938,0.56365498860039,0.248986644943828,"no","No change"
"LPE_22:6;0","species",0.018905598679085,3.28191032384303e-04,0.0405792409335692,8.68311854210412e-04,0.0465804263726407,123.645185058109,6.95006224973679,2.30328422661655,0.0417897468358139,1.37893025982412,0.15220904850921,0.817559528900465,"no","No change"
"LPI_18:0;0","species",0.168234970407544,0.164822694028291,0.172215959516674,0.103249287211121,0.0735812960683578,1.0448558709222,0.0633039483860445,0.14607803811889,0.886502382574874,0.0523200928462218,0.937129806267819,0.0282002487692916,"no","No change"
"LPI_18:1;0","species",0.0247173740138462,0.0253999196809972,0.0239210707355034,0.0198835620665579,0.0148259033471154,0.941777416461668,-0.0865419672269844,-0.1496356173587,0.88376040488388,0.053665460032891,0.937129806267819,0.0282002487692916,"no","No change"
"LPI_20:4;0","species",0.00626522946383441,0.00637449604310504,0.00613775178801868,0.00669768743903316,0.00680221917631488,0.962860710323536,-0.0546009853543617,-0.0630847719063623,0.950830746845798,0.0218967830128898,0.963855825569713,0.0159879234023695,"no","No change"
"LPS_18:0;0","species",0.0903798658873334,0.0999191487136451,0.0792507025899697,0.118025346766403,0.0615468599323839,0.793148296500119,-0.334337460202692,-0.384815798486273,0.707710084918403,0.150144615623785,0.831278512443839,0.0802534453463904,"no","No change"
"LPS_18:1;0","species",0.053522407759367,0.048525547269868,0.0593520783304491,0.0488945883663176,0.0691548289220318,1.22310992188034,0.290554065864822,0.329980785155566,0.747613283589039,0.126322990682495,0.855652925608175,0.0677023603923515,"no","No change"
"LPS_22:6;0","species",0.0187640353339693,0,0.0406554098902667,0,0.0642085390005898,Inf,10,1.68806772070859,0.119512506407684,0.922586645513772,0.285287918521569,0.544716619617069,"no","No change"
"PA_16:0;0_16:0;0","species",0.00973107077015468,0.0142908378960916,0.00441134245656162,0.0265931337182853,0.00715659827678291,0.308683261865847,-1.69580083894381,-0.878039121089417,0.3986950843638,0.399359118856886,0.600069889686533,0.221798164720429,"no","No change"
"PA_16:0;0_18:1;0","species",0.0609513674518184,0.0741713779129931,0.0455280219137813,0.112671313153239,0.0808120975120407,0.613821978165055,-0.704107791829672,-0.517624723578124,0.614970268962218,0.211145879895744,0.754272926572445,0.12247148031429,"no","No change"
"PA_16:1;0_18:0;0","species",0.00863533905436084,0.0151466660041516,0.00103879094627164,0.0231383227466026,0.00254450776778842,0.0685821517413086,-3.86602302073278,-1.47647473365804,0.167861989753925,0.775047633278028,0.353226177491672,0.451947118461101,"no","No change"
"PA_18:0;0_18:1;0","species",0.0190293916768061,0.0220494411312698,0.0155060006465984,0.0369771999526154,0.0173916279716269,0.703237807901093,-0.507915459267908,-0.395737057125889,0.699866406247171,0.154984852224014,0.824245847145209,0.0839432323151866,"no","No change"
"PA_18:0;0_18:2;0","species",0.0206434905349311,0.0373078627219745,0.00120172298338033,0.0705743444211384,0.00294360812145692,0.0322109843797755,-4.95630343907822,-1.24420893868579,0.239282073634677,0.621089836334999,0.437206751826323,0.359313139818691,"no","No change"
"PA_18:1;0_18:1;0","species",0.0121993374980259,0.0181609207057094,0.00524415708906184,0.0270538659732043,0.00924313769069595,0.288760530043678,-1.79205453757149,-1.10927806224667,0.290972780891018,0.536147635281171,0.491224010325521,0.308720413656309,"no","No change"
"PC O-_16:0;0_14:0;0","species",0.113740330668836,0.0828715225707154,0.149753940116643,0.105519433009418,0.13116657824559,1.80706152694198,0.853645628008224,1.01990033432302,0.329683225800625,0.481903149088427,0.532288553656281,0.27385287280407,"no","No change"
"PC O-_16:0;0_15:0;0","species",0.00512497698760098,0.00722456611815807,0.00267545633528438,0.0112982081264006,0.00293104508265138,0.370327614354576,-1.43312596339829,-0.953544910575061,0.360798498377276,0.44273527863514,0.56365498860039,0.248986644943828,"no","No change"
"PC O-_16:0;0_16:0;0","species",0.289664251266812,0.278850298872897,0.302280529059713,0.306165384677005,0.229816262456192,1.08402440406741,0.116397235686921,0.153639953685507,0.880675994779463,0.0551838413732595,0.937129806267819,0.0282002487692916,"no","No change"
"PC O-_16:0;0_16:1;0","species",0.454335956513016,0.596842670183024,0.288078123898008,0.149838749445045,0.213846039220616,0.482670121105229,-1.05089057298882,-3.05356980817912,0.0109772914540495,1.95950480484674,0.0749833447015077,1.12503519137498,"no","No change"
"PC O-_16:0;0_17:1;0","species",0.00446174267434694,0.00628851183880287,0.0023305119824817,0.00192464826043625,0.00232837888956619,0.37059832949688,-1.43207171657669,-3.3593798246008,0.00637088138232008,2.19580048085163,0.0526912667136607,1.27826136073371,"no","No change"
"PC O-_16:0;0_18:0;0","species",0.00762947854735547,0.00781876595785522,0.00740864323510576,0.0172617319996728,0.0115374083949325,0.947546361540925,-0.077731561705094,-0.0493608023337347,0.96151663305478,0.0170431986003036,0.96893510852602,0.0137053075237991,"no","No change"
"PC O-_16:0;0_18:1;0","species",0.93075230737675,1.22814766499997,0.583791056816331,0.475754178997689,0.382764348486319,0.475342724212522,-1.0729600167493,-2.65668857632115,0.0223182733899792,1.65133940678685,0.108893553682975,0.962997828993321,"no","No change"
"PC O-_16:0;0_18:2;0","species",0.0955259219774981,0.124281823120024,0.0619773706445515,0.10560501206172,0.060090013382131,0.498684112355655,-1.00380185416793,-1.27420488713329,0.228852422322462,0.640444486357891,0.421620230336819,0.37507855881814,"no","No change"
"PC O-_16:0;0_20:1;0","species",0.0267433642642897,0.0434129550524504,0.00729550834476886,0.0276817747135339,0.0137770114461694,0.168049107367942,-2.57304521543255,-2.89100245537796,0.0146794967928339,1.83328883160259,0.084645410078159,1.07239658666045,"no","No change"
"PC O-_16:0;0_20:2;0","species",0.04326049196595,0.0725664715082532,0.00907018249992952,0.0433176081492639,0.0126803579203393,0.124991367382358,-3.00009963731785,-3.44651299761741,0.00546154368119739,2.26268458852743,0.0505192790510759,1.29654285578839,"no","No change"
"PC O-_16:0;0_20:3;0","species",0.115358849473935,0.137137702293529,0.0899501878510753,0.0778818169488449,0.116637119427118,0.655911440447981,-0.608427056036918,-0.870554365204224,0.402596294214678,0.395130226987164,0.600084360811097,0.221787691517434,"no","No change"
"PC O-_16:0;0_20:4;0","species",0.255569712080672,0.185476610625131,0.337344997112138,0.126726616852368,0.17044674667331,1.81880074245022,0.862987498115821,1.84183955887332,0.0925984882906033,1.03339610330088,0.245747876899132,0.609510225499792,"no","No change"
"PC O-_16:0;0_22:4;0","species",0.0230646634480517,0.0247081521379772,0.0211472599764719,0.0195907399002229,0.032049586597376,0.855881891060881,-0.22451637178571,-0.246127819723478,0.810115618110741,0.0914529950420524,0.899228336102922,0.0461300162553949,"no","No change"
"PC O-_16:0;0_22:5;0","species",0.024098922634952,0.0132646169494783,0.0367389459346714,0.0232271792928301,0.0348292102073067,2.76969520300518,1.46972722056779,1.45092661428916,0.174713086265713,0.757674564506828,0.35620338137419,0.448301962174343,"no","No change"
"PC O-_16:0;0_22:6;0","species",0.157353010660557,0.00159020759190597,0.339076280907316,0.00420729382115008,0.217219583383297,213.227683374917,7.73625094529665,4.14117377469692,0.00164077689728604,2.78495046761521,0.0235001594320968,1.62892919133486,"yes","Increase"
"PC O-_16:1;0_16:0;0","species",0.158800666902414,0.165807206981259,0.150626370143761,0.0539458618795122,0.0596522875149615,0.908442840851823,-0.138532351824615,-0.482000533414605,0.639252896825454,0.194327295257107,0.769182347399733,0.113970691301548,"no","No change"
"PC O-_16:1;0_16:1;0","species",0.0346655409579127,0.0557767328729746,0.0100358170570073,0.0276190759967219,0.0181042467142642,0.17992837765996,-2.47450535365291,-3.45867044863217,0.00534567697606643,2.27199728795703,0.0505192790510759,1.29654285578839,"no","No change"
"PC O-_16:1;0_17:0;0","species",9.69841211772246e-04,9.31221435295971e-04,0.00101489761766123,0.00114952102649533,6.01615586119256e-04,1.08985637485747,0.124138024054003,0.159850535888768,0.875896289164025,0.0575473135924483,0.934850847088526,0.0292576741045712,"no","No change"
"PC O-_16:1;0_18:0;0","species",0.0285159649291495,0.0219836880624404,0.0361369546069767,0.0214322463982132,0.0247304421397882,1.64380764975998,0.717041491858548,1.10654148587296,0.292104213165028,0.53446217893495,0.491266176686638,0.308683135690161,"no","No change"
"PC O-_16:1;0_18:1;0","species",0.11013756711947,0.148187585939347,0.0657458784962804,0.038129927010395,0.0317624241974709,0.443666573549488,-1.17245223226558,-4.18858251717773,0.00151446099549971,2.81974190731454,0.0224140227333957,1.64948019191958,"yes","Decrease"
"PC O-_16:1;0_18:2;0","species",0.00635356117991914,0.00937195997267325,0.00283209592170601,0.010547762684662,0.00693718991079693,0.30218822209696,-1.72648066288706,-1.29371343852917,0.222269404466214,0.653120314115976,0.41465384698739,0.382314301057868,"no","No change"
"PC O-_16:1;0_20:2;0","species",0.00482759883300205,0.00887363159819338,1.07227273612174e-04,0.015403070067016,2.62652106859625e-04,0.0120838094781853,-6.37078084695871,-1.38495378927465,0.193511190547165,0.713293915129016,0.373594686899245,0.427599308744802,"no","No change"
"PC O-_16:1;0_20:3;0","species",0.0541086947419864,0.0627822293473212,0.0439895710357625,0.0484475895648109,0.0367344472605778,0.700669146238902,-0.513194725911686,-0.776232334896994,0.45397886557818,0.342964364712102,0.641931899097809,0.192511042670697,"no","No change"
"PC O-_16:1;0_20:4;0","species",0.0434102609840108,0.0214538101964723,0.0690261202361391,0.0382505760360813,0.0782135590182417,3.21742942647499,1.68590850363131,1.4293743289177,0.180676356880497,0.743098675043611,0.359033005146799,0.444865625810918,"no","No change"
"PC O-_16:1;0_22:4;0","species",0.00572973528214021,0.00736759621163683,0.00381889753106082,0.012718134344236,0.00591621095796547,0.518336974687757,-0.948037785293542,-0.625055165089281,0.544683017836208,0.263856164978378,0.711332522089974,0.147927334924625,"no","No change"
"PC O-_16:1;0_22:5;0","species",0.0215299471488015,0.0124962124047886,0.0320693043501499,0.0219292062257291,0.0509786516577746,2.56632196311427,1.3597021780075,0.925957277848662,0.374336942307775,0.426737311414224,0.573122766843628,0.241752339198561,"no","No change"
"PC O-_16:2;0_16:0;0","species",0.05573638772898,0.0801260034924873,0.0272818360048882,0.0504330031598796,0.042393937878257,0.340486668693594,-1.5543297823656,-2.02309353617621,0.0680537239409899,1.16714810495333,0.20555002333197,0.687082469586891,"no","No change"
"PC O-_16:2;0_18:0;0","species",0.0848866521435971,0.106384359753429,0.0598059932654604,0.0502903502978354,0.0268795977120433,0.562169038795508,-0.830924094755342,-2.02582353789867,0.0677352958444716,1.16918496800624,0.20555002333197,0.687082469586891,"no","No change"
"PC O-_16:2;0_18:1;0","species",0.0161422880220757,0.027009399635394,0.00346399113987108,0.0281632881050149,0.00848501076620602,0.128251319415917,-2.96295442691071,-1.96183690139595,0.075577287554417,1.12160869883456,0.220765234698429,0.656069316664716,"no","No change"
"PC O-_17:0;0_14:0;0","species",0.0701101597736213,0.0619315915533069,0.0796518226973215,0.0862339303042866,0.103370283878533,1.28612588017801,0.363031854035101,0.33736992312985,0.742187859116261,0.129486154220514,0.855652925608175,0.0677023603923515,"no","No change"
"PC O-_17:0;0_15:0;0","species",0.0769171220893687,0.0688635099006252,0.086313002976236,0.0485605526108881,0.0249457185584765,1.25339244399235,0.325838201057051,0.791788361985239,0.445223080831412,0.351422329472344,0.635623948196614,0.196799748384562,"no","No change"
"PC O-_17:0;0_15:1;0","species",0.00360137041856049,0.00453208886945208,0.00251553222585364,0.00783899273289401,0.00391597194443838,0.555049183348818,-0.849312479407354,-0.569636465460873,0.580370986256405,0.236294306819584,0.729985036537802,0.136686042092787,"no","No change"
"PC O-_17:0;0_16:1;0","species",0.13722901302286,0.177853230925951,0.0898340921359198,0.0410180747891976,0.0423098182758943,0.505102390708448,-0.985352224658417,-3.80215883776404,0.00293229918733789,2.53279171998558,0.0361650233105006,1.44171125063825,"yes","Decrease"
"PC O-_17:0;0_17:0;0","species",0.0278783321989538,0.0296676539772602,0.0257907901242629,0.030627377234612,0.0310023207991837,0.869323544896108,-0.202034875564759,-0.226258945435277,0.825149367664614,0.0834674288066164,0.905554626286796,0.0430853463666508,"no","No change"
"PC O-_17:0;0_17:1;0","species",0.14935615836415,0.16520100957595,0.13087049861705,0.0501467784284036,0.0454137004074691,0.79218946030038,-0.336082587880534,-1.28413553297114,0.225481851386046,0.646888407932731,0.417141425064186,0.379716679529717,"no","No change"
"PC O-_17:0;0_18:1;0","species",0.0620916361561118,0.115313038575636,0,0.0962950622538827,0,0,-10,-2.91439279390754,0.0140779727258739,1.85145988051748,0.0835539482396649,1.07803302323096,"no","No change"
"PC O-_17:0;0_18:2;0","species",0.0245791180886771,0.0328818487633646,0.0148925989682083,0.0296151773420579,0.0239331170972139,0.452912458644994,-1.14269586952421,-1.18963936900073,0.259232295987744,0.586310893636597,0.462245539833568,0.335127270617713,"no","No change"
"PC O-_17:0;0_19:1;0","species",0.0113289284319778,0.0156768883593585,0.00625630851670033,0.00921064868144306,0.0043309934775564,0.399078463358806,-1.32525567031985,-2.28738331777542,0.0429749122278896,1.36678500164457,0.152646888233464,0.816312044538003,"no","No change"
"PC O-_17:0;0_19:2;0","species",0.00141595911256713,0.00204807946297544,6.78485370424094e-04,0.00377058368108225,0.00114817750125416,0.331278831065663,-1.59388207768136,-0.851715166213638,0.412530832889235,0.384543586378946,0.603412170510462,0.21938593457828,"no","No change"
"PC O-_17:0;0_20:4;0","species",0.0167611739527014,0.0138637176050128,0.0201415396916714,0.0236929717548617,0.0317490646161725,1.45282385760575,0.538859799210963,0.408138824672696,0.691003574708191,0.160519705922436,0.815972306304353,0.0883245807354767,"no","No change"
"PC O-_17:1;0_15:0;0","species",0.0338521415138278,0.0463428460836535,0.0192796528490311,0.018336375094454,0.00990199858775607,0.416022201446785,-1.26526757358227,-3.22181517874169,0.00813276466484158,2.0897617945558,0.0601824585198277,1.22053007482482,"no","No change"
"PC O-_17:1;0_16:0;0","species",0.0919335591213125,0.111428434478922,0.0691895378707685,0.0317588619438273,0.035953193381097,0.62093251327027,-0.687491618810536,-2.2508573319231,0.0458209756886772,1.33893566740116,0.158107267001633,0.801048168358879,"no","No change"
"PC O-_17:1;0_16:1;0","species",0.0159925839436334,0.0297005130381763,0,0.0297039576168241,0,0,-10,-2.43345500878224,0.0332057464042713,1.47878675317207,0.136512512995338,0.864827538544402,"no","No change"
"PC O-_17:1;0_17:0;0","species",0.0194740951910029,0.0262600047120625,0.0115572007497668,0.0145304901124562,0.00674764510711952,0.440106575626701,-1.18407516770577,-2.26728798674463,0.0445190095048773,1.35145450676661,0.155641261576106,0.807875257607944,"no","No change"
"PC O-_17:1;0_17:1;0","species",0.0143708263630742,0.0196944929115456,0.00815988205652425,0.010089901843786,0.00277361808890468,0.414323034016308,-1.27117206665966,-2.69854121322228,0.020710660230809,1.68380605610284,0.10369239585012,0.984253090876335,"no","No change"
"PC O-_17:1;0_18:0;0","species",0.00135216944723695,0.00251117183058291,0,0.0021717424360466,0,0,-10,-2.81411473251366,0.0168440735742682,1.77355287026597,0.0910443025630361,1.0407472266165,"no","No change"
"PC O-_17:1;0_18:1;0","species",0.0513020002594391,0.0768007075942214,0.0215535083688598,0.0637374995768432,0.0335546000454759,0.280642054533382,-1.83319688022515,-1.90137302685076,0.0837555640135628,1.07698633246876,0.233883461773723,0.631000486674591,"no","No change"
"PC O-_17:1;0_19:1;0","species",0.00183675057289493,0.00326133736803836,1.74732645227603e-04,0.00425958170524275,4.28005822214385e-04,0.0535769917396499,-4.2222426112844,-1.75617743591863,0.106823920177268,0.971331488526437,0.266875305360368,0.573691610708197,"no","No change"
"PC O-_17:1;0_20:3;0","species",0.00305601643413852,0.00290029835802719,0.00323768752293506,0.00555048900115985,0.00581910713903204,1.11632912316558,0.158762434296664,0.106876483212106,0.916811283628038,0.0377200502771688,0.95108460264217,0.021780849175721,"no","No change"
"PC O-_17:2;0_16:0;0","species",0.0018493717584609,0.00343454755142739,0,0.00376032890008302,0,0,-10,-2.22288700781068,0.0481217128021888,1.31765892315886,0.160973644683726,0.793245222759254,"no","No change"
"PC O-_17:2;0_18:0;0","species",0.00171377296018661,0.00292001174178659,3.06494381653302e-04,0.00454142982877275,7.50754844080435e-04,0.10496340725869,-3.2520416371641,-1.38489463730411,0.193528779249609,0.713254442841829,0.373594686899245,0.427599308744802,"no","No change"
"PC O-_18:0;0_14:0;0","species",0.0921226277828123,0.08405106456341,0.101539451538782,0.0743830503036796,0.0626556994452294,1.2080685957544,0.272702375147291,0.453603487474556,0.658932380372823,0.181159150410105,0.788587538775022,0.103150089910531,"no","No change"
"PC O-_18:0;0_16:0;0","species",0.118721004108308,0.131372480878434,0.103960947876494,0.148210710067367,0.137680403858639,0.791344939072096,-0.33762140725063,-0.343300004493628,0.737844272461201,0.132035289596141,0.855359939876692,0.0678510934501442,"no","No change"
"PC O-_18:0;0_16:1;0","species",0.0912843055256238,0.113073232412139,0.0658638908246893,0.0674646634487523,0.0437513863956515,0.58248879438259,-0.77969779867266,-1.46549031724904,0.170778968695163,0.767565613401253,0.35620338137419,0.448301962174343,"no","No change"
"PC O-_18:0;0_17:1;0","species",2.02204820105228e-04,3.75523237338281e-04,0,3.98469934642564e-04,0,0,-10,-2.29358555163968,0.0425088333674369,1.37152081385285,0.15220904850921,0.817559528900465,"no","No change"
"PC O-_18:0;0_18:1;0","species",0.292054683892729,0.413636672246305,0.150209030813557,0.190230419908636,0.154203763172638,0.363142440920019,-1.46139254528703,-2.70912035220307,0.0203228083432234,1.6920162784899,0.10369239585012,0.984253090876335,"no","No change"
"PC O-_18:0;0_18:2;0","species",0.0545901383015664,0.0745361461978962,0.0313197957558483,0.0768009462232669,0.0392377341991511,0.420196070678152,-1.25086542368947,-1.24113111935362,0.24037356108972,0.619113302494139,0.437401070179655,0.359120158718249,"no","No change"
"PC O-_18:0;0_20:1;0","species",0.039236078485515,0.0728670029016708,0,0.0560924203159524,0,0,-10,-3.16155261400201,0.00905385525386689,2.04316645295424,0.0648372860115629,1.18817517233787,"no","No change"
