"lipid","type","mean_all","mean_ctrl","mean_exp","sd_ctrl","sd_exp","FC","log2FC","statistics","p_value","mlog10p","adj_p_value","mlog10padj","sig","star","char2","char1"
"12:0;0","FA",0.0271487512671027,0.0195841304628658,0.0359741422053791,0.0363345998852292,0.0607450381706833,1.83690270413542,0.877275212742823,0.601679389905071,0.559583899603428,0.252134789559014,0.626212489482497,0.203278274855099,"no","","12","0"
"14:0;0","FA",6.0640060678085,5.52635008592134,6.69127138001019,1.79643616082761,2.9527666840658,1.21079397359508,0.275953399665135,0.875231644412135,0.400155347379112,0.397771375142073,0.583559881594539,0.233914572503403,"no","","14","0"
"14:1;0","FA",0.0016253396659708,0.00270699578327488,3.63407529116028e-04,0.00392290748630285,8.90163015019889e-04,0.134247541633176,-2.89703242534408,-1.42371762873702,0.182269776660796,0.739285338572784,0.30883261812123,0.510276836827389,"no","","14","1"
"15:0;0","FA",2.17522501237066,2.49254755985735,1.80501537363618,0.877228174946586,0.507959447309194,0.72416486758611,-0.465609907839576,-1.68635192845634,0.119848886843045,0.921365995340532,0.235076537629909,0.628790714500512,"no","","15","0"
"15:1;0","FA",0.0159595174689652,0.0201442488990241,0.0110773308005632,0.0344472904679911,0.0174144058139547,0.549900413566664,-0.862757723272313,-0.581637799700772,0.57253713324114,0.242196340885469,0.626212489482497,0.203278274855099,"no","","15","1"
"16:0;0","FA",39.5517571642713,34.9691579083498,44.8981229628462,2.32431889878568,3.91683176626746,1.2839349200378,0.360572077134476,5.66625258671384,1.45269504648404e-04,3.83782554435943,0.00101688653253883,2.99272750434518,"yes","**","16","0"
"16:1;0","FA",19.8398102904787,22.1242398041591,17.1746425245183,4.99614724481642,3.75215017988951,0.776281701723811,-0.365347813698093,-1.98860220899808,0.0721992786063706,1.14146714174944,0.168464983414865,0.773490356454848,"no","","16","1"
"16:2;0","FA",0.450374592370237,0.38761922992215,0.523589181893006,0.237035239565808,0.346468836751417,1.35078226639624,0.433795144311342,0.837237924312957,0.420276956414001,0.376464421502049,0.588387738979602,0.230336385823811,"no","","16","2"
"17:0;0","FA",2.09179351211596,2.25263954138803,1.90413981129854,0.400064101593218,0.37470505577018,0.84529272274305,-0.242477065304462,-1.61136347187799,0.135398078877005,0.868387497682151,0.249417513720799,0.603073054284704,"no","","17","0"
"17:1;0","FA",3.94128766756723,4.83022709824476,2.9041916651101,2.00571639222697,0.714067759118573,0.601253648335798,-0.733954351875793,-2.22261837283738,0.0481443367844867,1.3174547915695,0.139817303050218,0.854439079275419,"no","","17","1"
"17:2;0","FA",0.0201106233328543,0.0348256661305915,0.00294307340216078,0.0125134521431476,0.00389533432324975,0.0845087468284066,-3.56475551875982,-5.96467976500527,9.39138358107327e-05,4.02727042079449,0.00101688653253883,2.99272750434518,"yes","**","17","2"
"18:0;0","FA",21.4069505980719,19.8131568050804,23.2663766898952,5.43994352725612,2.63349965616038,1.17428923208892,0.231787793718878,1.41307605564411,0.185299570872738,0.732125586443745,0.30883261812123,0.510276836827389,"no","","18","0"
"18:1;0","FA",65.7295120180919,72.2042880917548,58.1756065988185,5.59381174525818,6.95716076473052,0.80570847156461,-0.311670170165128,-4.03418485242715,0.00196789827150227,2.70599735573553,0.0114794065837632,1.9400805617689,"yes","*","18","1"
"18:2;0","FA",7.33019641118115,8.08923314091299,6.44465355982732,1.80969836299436,0.902931543346457,0.796695242622213,-0.32790013483732,-2.01273958164988,0.0692741929372983,1.15942852516204,0.168464983414865,0.773490356454848,"no","","18","2"
"18:3;0","FA",0.0763881803811269,0.0786914937519447,0.0737009814485061,0.124016740010854,0.11990659169789,0.936581299127833,-0.0945238630909221,-0.0734258605426139,0.94278541462643,0.0255871448539671,0.94278541462643,0.0255871448539671,"no","","18","3"
"19:1;0","FA",0.353619371953118,0.525850353693306,0.152683226589565,0.155627030083908,0.0312359322375658,0.290354899482704,-1.78411071643566,-5.74013340681721,1.30248065646074e-04,3.88522871782095,0.00101688653253883,2.99272750434518,"yes","**","19","1"
"19:2;0","FA",0.0770446019050645,0.117410188224337,0.0299514178659133,0.120987933814227,0.0409054915510323,0.255100671576173,-1.9708613979135,-1.68103568455795,0.12089650506681,0.917586253747482,0.235076537629909,0.628790714500512,"no","","19","2"
"19:3;0","FA",0.00227750481623618,0.00164380944324618,0.00301681608472452,0.00290129491516005,0.00523826465743729,1.8352590059143,0.87598368169493,0.59743040152918,0.562316506406622,0.250019167893592,0.626212489482497,0.203278274855099,"no","","19","3"
"20:0;0","FA",0.0215411213931437,0.0253552632868779,0.0170912891837871,0.023243909801345,0.0197188725619595,0.674072636927903,-0.569024032724571,-0.684113975448559,0.508059381841672,0.294085524529099,0.626212489482497,0.203278274855099,"no","","20","0"
"20:1;0","FA",1.30619251821522,1.85533746917093,0.665523408766892,0.423135742560005,0.304968699422355,0.358707469571176,-1.47912030721364,-5.71699492472303,1.34766379191958e-04,3.87041843979321,0.00101688653253883,2.99272750434518,"yes","**","20","1"
"20:2;0","FA",2.40089766009614,3.84843023914242,0.712109651208801,1.95305464697504,0.344876987346773,0.185038991733805,-2.4340987849366,-3.85841812748199,0.00266055947987749,2.5750270274764,0.0133027973993874,1.87605702314039,"yes","*","20","2"
"20:3;0","FA",4.74204304488833,5.48085182009677,3.88009947381182,1.36707372422151,1.66929587750832,0.707937306311506,-0.498306491469371,-1.90299764773338,0.0835255212381286,1.07818080548167,0.182712077708406,0.738232743787319,"no","","20","3"
"20:4;0","FA",9.00905003974614,8.88665435370056,9.15184500679933,2.77810271031372,3.57946267963174,1.02984145017279,0.0424222435673569,0.150481188625514,0.883108919431217,0.0539857288225071,0.909082711179194,0.0413966015144866,"no","","20","4"
"20:5;0","FA",0.422975124826682,0.0807639267704064,0.822221522559003,0.102447560895072,0.585106225552109,10.1805540596905,3.34774417471119,3.31795713161099,0.00685608537919742,2.1639237827588,0.0288732623659245,1.53950414277419,"yes","*","20","5"
"22:0;0","FA",0.0552990531358897,0.0643371259543454,0.0447546348476912,0.0621020927592388,0.0501269062903785,0.695626890132608,-0.523614392387861,-0.617819383780457,0.549271351196854,0.260213052246779,0.626212489482497,0.203278274855099,"no","","22","0"
"22:1;0","FA",0.0696135519219304,0.107210585371432,0.0257503462308449,0.0721054431441244,0.0460887015105744,0.240184736811505,-2.05778362088794,-2.37478167171074,0.0368393036206941,1.43368858793633,0.117215966065845,0.931013228744276,"no","","22","1"
"22:2;0","FA",0.0413197846086762,0.0765888654614268,1.7252361380057e-04,0.0568190936099876,4.22594822392382e-04,0.00225259393465568,-8.79419701603226,-3.27307245154455,0.00742455317980917,2.12932967768514,0.0288732623659245,1.53950414277419,"yes","*","22","2"
"22:3;0","FA",0.0384643457534361,0.0612813686005774,0.0118444857651047,0.0494930870185452,0.0268003822198969,0.193280372739473,-2.37123295288454,-2.1792598389951,0.0519321411329379,1.28456377131886,0.139817303050218,0.854439079275419,"no","","22","3"
"22:4;0","FA",1.50456452009861,1.62664082012103,1.36214217007245,0.543169390553027,0.840712134047558,0.837395787209556,-0.256018434735073,-0.684642014595588,0.507738685124961,0.294359745998087,0.626212489482497,0.203278274855099,"no","","22","4"
