"lipid","Lipid species","Substructure"
"DAG_16:0;0_16:0;0",,1.72823252727121
"DAG_16:1;0_18:0;0",0.0677023603923515,1.66746668183876
"DAG_16:1;0_18:1;0",,1.32777565502503
"DAG_17:1;0_17:1;0",,1.79430859556771
"DAG_18:0;0_20:2;0",,1.33252266675685
"DAG_18:0;0_22:6;0",,2.08878028669036
"DAG_18:1;0_19:1;0",,2.12740452839191
"DAG_18:1;0_20:1;0",,1.49037874090284
"DAG_18:1;0_20:2;0",,1.80030361415064
"LPA_18:0;0",,1.33252266675685
"LPA_18:1;0",,1.79430859556771
"LPA_19:1;0",,2.12740452839191
"LPA_20:1;0",,1.87540539048433
"LPA_20:2;0",,1.52161750061226
"LPA_22:6;0",,1.9039842195194
"PA_16:1;0_18:0;0",0.451947118461101,1.79430859556771
"PA_16:1;0_18:1;0",,1.32777565502503
"PA_17:1;0_17:1;0",,1.79430859556771
"PA_18:0;0_20:2;0",,1.33252266675685
"PA_18:0;0_22:6;0",,2.08878028669036
"PA_18:1;0_18:1;0",0.308720413656309,1.40303624561584
"PA_18:1;0_19:1;0",,2.12740452839191
"PA_18:1;0_20:1;0",,1.48852707890005
"PA_18:1;0_20:2;0",,1.80030361415064
"PC_16:0;0_16:0;0",1.66196413489043,1.72823252727121
"PC_16:0;0_22:6;0",1.66531860061596,1.74219547279631
"PC_16:1;0_17:0;0",0.644288984668085,1.36866874641561
"PC_16:1;0_18:0;0",0.0677023603923515,1.32388981189559
"PC_17:1;0_17:1;0",1.70426093165814,1.79430859556771
"PC_18:0;0_20:2;0",0.193937964038217,1.36551694224066
"PC_18:0;0_22:6;0",0.725674046667427,1.94433645685932
"PC_18:1;0_18:1;0",1.07803302323096,1.38635524321937
"PC_18:1;0_19:1;0",3.37183608892605,2.13630193281158
"PC_18:1;0_20:1;0",1.09342605024476,1.38635524321937
"PC_18:1;0_20:2;0",1.70426093165814,1.80030361415064
"PE_16:0;0_16:0;0",0.0460319728520916,1.72823252727121
"PE_16:1;0_18:0;0",1.30667167401338,1.79430859556771
"PE_16:1;0_18:1;0",1.22053007482482,1.32777565502503
"PE_16:1;0_20:3;0",1.27924685004772,1.36551694224066
"PE_17:1;0_17:1;0",0.733587066571028,1.87540539048433
"PE_18:0;0_20:2;0",1.07803302323096,1.36023666666367
"PE_18:0;0_22:6;0",2.04419165358439,2.12740452839191
"PE_18:1;0_18:1;0",0.840793187344656,1.36551694224066
"PE_18:1;0_19:1;0",0.562955330081556,2.0235842235706
"PE_18:1;0_20:1;0",1.21578988558865,1.49037874090284
"PE_18:1;0_20:2;0",1.27924685004772,1.79430859556771
"PE_18:1;0_20:3;0",1.29875394095032,1.38635524321937
"PG_18:1;0_18:1;0",1.79469282350159,1.36551694224066
"PG_22:6;0_22:6;0",4.13079261420922,4.15389348848817
"PI_16:0;0_16:0;0",,1.72823252727121
"PI_16:1;0_18:0;0",0.65271356892249,1.72823252727121
"PI_18:0;0_20:5;0",0.480501648182008,1.31982145749371
"PI_18:0;0_22:6;0",1.24215384196844,2.08878028669036
"PI_18:1;0_19:1;0",0.448301962174343,2.12740452839191
"PI_18:1;0_20:1;0",1.05452424594102,1.52161750061226
"PI_18:1;0_20:2;0",1.09857057142296,1.72823252727121
"PS_16:1;0_18:1;0",0.883758468703704,2.01174247359693
"PS_17:0;0_20:3;0",,1.38635524321937
"PS_17:1;0_18:0;0",1.66196413489043,1.71002204021323
"PS_18:0;0_22:6;0",0.905192550942531,2.12740452839191
"PS_18:1;0_18:1;0",0.480501648182008,1.32777565502503
"PS_18:1;0_20:1;0",0.687082469586891,1.84778714623989
"PS_18:1;0_20:2;0",1.07803302323096,1.76455201551352
"PS_18:1;0_20:3;0",,1.38635524321937
