feature,Ctrl1,Ctrl2,Ctrl3,Ctrl4,Ctrl5,Ctrl6,Ctrl7,DHA1,DHA2,DHA3,DHA4,DHA5,DHA6
PA_18:2;0_20:2;0,,,,,,,,,,,,,
PA_18:2;0_20:3;0,,,,,,,,,,,,,
PA_18:2;0_20:4;0,,,,,,,,,,,,,
PA_18:2;0_20:5;0,,,,,,,,,,,,,
PA_18:2;0_22:4;0,,,,,,,,,,,,,
PA_18:2;0_22:5;0,,,,,,,,,,,,,
PA_18:3;0_20:0;0,,,0.007586,,,,,,,,,,
PA_18:3;0_20:4;0,,,,,,,,,,,,,
PA_19:0;0_20:3;0,,,,,,,,,,,,,
PA_19:0;0_20:4;0,,,,,,,,,,,,,
PA_19:0;0_22:4;0,,,,,,,,,,,,,
PA_19:0;0_22:6;0,,,,,,,,,,,,,
PA_19:1;0_20:4;0,,,,,,,,,,,,,
PA_20:0;0_20:4;0,,,,,,,,,,,,,
PA_20:0;0_22:4;0,,,,,,,,,,,,,
PA_20:0;0_22:5;0,,,,,,,,,,,,,
PA_20:1;0_20:3;0,,,,,,,,,,,,,
PA_20:1;0_20:4;0,,,,,,,,,,,,,
PA_20:1;0_22:4;0,,,,,,,,,,,,,
PA_20:2;0_20:4;0,,,,,,,,,,,,,
PA_20:2;0_22:4;0,,,,,,,,,,,,,
PA_20:3;0_20:3;0,,,,,,,,,,,,,
PA_20:3;0_20:4;0,,,,,,,,,,,,,
PA_20:3;0_22:4;0,,,,,,,,,,,,,
PA_20:4;0_20:4;0,,,,,,,,,,,,,
PA_20:4;0_22:0;0,,,,,,,,,,,,,
PA_20:4;0_22:1;0,,,,,,,,,,,,,
PA_20:4;0_22:4;0,,,,,,,,,,,,,
PA_20:4;0_22:5;0,,,,,,,,,,,,,
PA_20:4;0_22:6;0,,,,,,,,,,,,,
PA_22:5;0_22:5;0,,,,,,,,,,,,,
PC O-_16:0;0_10:0;0,,,,,,,,,,,,,
PC O-_16:0;0_13:0;0,,,,,,,,,,,,,
PC O-_16:0;0_14:0;0,3.41147,1.56837,7.13153,,,,,5.0796,4.50238,4.80106,,,2.17476
PC O-_16:0;0_14:1;0,,,0.228697,,,,,,,,,,
PC O-_16:0;0_14:3;0,,,,,,,,,,,,,
PC O-_16:0;0_15:0;0,0.448148,0.101039,0.358987,,,,,0.073135,0.022974,0.125903,,,0.05448
PC O-_16:0;0_15:1;0,,,0.053798,,,,,,,,,,
PC O-_16:0;0_16:0;0,0.8631,,2.03119,9.362970352,46.7641983,2.485239983,2.76154995,2.97961,3.34695,7.49218,12.84389973,5.902510166,1.17927
PC O-_16:0;0_16:1;0,5.98758,3.16928,25.182501,12.30980015,38.2867012,9.085149765,7.144790173,3.4038,2.81993,5.07573,11.7020998,6.14304018,1.38473
PC O-_16:0;0_16:2;0,,,0.169106,,0.312806994,,,,,,,,
PC O-_16:0;0_17:0;0,,,,0.0082955,0.049317099,,,,,,0.00892865,,
PC O-_16:0;0_17:1;0,0.115191,0.028897,0.188829,0.139161006,0.388527006,0.067024201,0.083022997,0.028862,0.017118,0.041003,0.094788298,0.073460698,
PC O-_16:0;0_18:0;0,,,,,2.639489889,,0.0884552,0.085921,,,0.523953974,0.143905997,
PC O-_16:0;0_18:1;0,9.49097,4.90104,44.713501,28.33009911,88.57859802,20.1826992,15.47389984,6.85909,6.46497,13.059,20.95299911,13.52200031,2.60822
PC O-_16:0;0_18:2;0,0.522736,0.379278,3.24971,5.287819862,12.44050026,1.407469988,0.688374996,0.809769,0.51051,1.82498,3.244869947,0.567040026,0.230582
PC O-_16:0;0_18:3;0,,,0.163143,0.112972997,,,,,,,,,
PC O-_16:0;0_19:0;0,,,,,,,,,,,,,
PC O-_16:0;0_19:1;0,,,,0.00721483,0.037468199,0.00396906,,,,,,,
PC O-_16:0;0_19:2;0,,,0.018172,,,,,,,,,,
PC O-_16:0;0_20:0;0,,,,,,,,,,,,,
PC O-_16:0;0_20:1;0,0.168177,0.127533,0.971871,1.215170026,3.059730053,0.977616012,0.517889977,,0.037799,0.017119,0.620591998,0.097555101,
PC O-_16:0;0_20:2;0,0.447151,0.124947,3.26222,1.319059968,3.332649946,1.664980054,1.237769961,,0.064692,0.105923,0.553062022,0.251477987,
PC O-_16:0;0_20:3;0,1.20103,0.746503,3.95435,4.075359821,14.54590034,1.337479949,0.953983009,1.64862,0.41243,1.42052,5.643650055,1.028849959,
PC O-_16:0;0_20:4;0,3.88882,,8.09943,5.544209957,18.18289948,1.682590008,0.721100986,10.1525,4.91512,9.81146,9.531009674,3.155750036,1.60346
PC O-_16:0;0_20:5;0,,,0.560416,,,,,,1.43613,3.1905,,,
PC O-_16:0;0_20:6;0,,,,,,,,,,,,,
PC O-_16:0;0_21:1;0,,,,,,,,,,,,,
PC O-_16:0;0_22:0;0,,,,,,,,,,,,,
PC O-_16:0;0_22:1;0,,,0.350168,,0.838539004,,,,,,,,
PC O-_16:0;0_22:2;0,,,0.120039,,,,,,,,,,
PC O-_16:0;0_22:3;0,,,0.107898,,0.414997995,,,,,,,,
PC O-_16:0;0_22:4;0,0.550181,,1.80464,0.445394009,2.880130053,,0.198122993,,0.589576,0.727802,1.47021997,,
PC O-_16:0;0_22:5;0,,,2.51991,,2.139580011,,,1.60349,0.707612,1.6926,0.955385983,,
PC O-_16:0;0_22:6;0,,,0.507136,,,,,12.1055,8.36009,12.8178,5.194399834,,2.65975
PC O-_16:0;0_24:0;0,,,,,,,,,,,,,
PC O-_16:0;0_24:1;0,,,1.54919,,,,,,,,,,
PC O-_16:0;0_24:2;0,,,3.63866,,,,,,,,,,
PC O-_16:0;0_24:4;0,,,,,,,,,,,,,
PC O-_16:0;0_24:5;0,,,0.183363,,,,,,,,,,
PC O-_16:0;0_24:6;0,,,,,,,,,3.78643,3.91964,,,
PC O-_16:1;0_12:0;0,,,,,,,,,,,,,
PC O-_16:1;0_14:0;0,,,3.22559,,,,,,0.957207,,,,
PC O-_16:1;0_15:0;0,,,0.142664,,,,,,,,,,
PC O-_16:1;0_15:4;0,,,,,,,,,,,,,
PC O-_16:1;0_16:0;0,2.08583,0.966671,4.76947,3.377429962,14.23180008,1.686419964,2.164710045,2.755,2.18109,3.2007,4.124040127,2.937969923,0.965295
PC O-_16:1;0_16:1;0,0.659364,,2.6985,1.275169969,3.411870003,0.827152014,0.871456981,,,,0.795966029,0.219139993,
PC O-_16:1;0_17:0;0,,0.018848,0.010886,0.0228798,,,0.0270664,0.027267,0.011339,0.005745,0.0204539,0.0154226,0.012479
PC O-_16:1;0_17:1;0,,,0.017752,,0.089924097,,,,,,,,
PC O-_16:1;0_18:0;0,0.892451,0.123941,1.02558,,2.180399895,0.217403993,,0.611656,0.502421,0.554006,1.094709992,1.011180043,0.101048
PC O-_16:1;0_18:1;0,1.56315,0.801513,5.54507,2.865770102,9.687580109,2.349260092,1.871410012,0.894355,0.896849,2.00005,2.036780119,1.350299954,0.30587
PC O-_16:1;0_18:2;0,,,0.452182,0.463288009,0.966962993,0.133085996,,,,,0.302085012,,
PC O-_16:1;0_19:1;0,,,,,,,,,,,,,
PC O-_16:1;0_20:0;0,,,,,,,,,,,,,
PC O-_16:1;0_20:1;0,,,0.235984,,0.199902996,,0.110223003,,,,,,
PC O-_16:1;0_20:2;0,,,0.558279,,0.449084014,,0.441101015,,,0.022562,,,
PC O-_16:1;0_20:3;0,,,2.36633,1.75225997,6.382269859,1.301090002,0.677128971,1.02441,1.38742,2.05644,1.643869996,,
PC O-_16:1;0_20:4;0,,,2.55413,,5.363850117,,,,2.55639,5.53359,2.751559973,,
PC O-_16:1;0_20:5;0,,,,,,,,,,1.74408,,,
PC O-_16:1;0_22:0;0,,,,,,,,,,,,,
PC O-_16:1;0_22:1;0,,,,,,,,,,,,,
PC O-_16:1;0_22:2;0,,,,,,,,,,,,,
PC O-_16:1;0_22:3;0,,,,,,,,,,,,,
PC O-_16:1;0_22:4;0,,,1.32095,,1.286829948,,,,0.288384,0.401661,,,
PC O-_16:1;0_22:5;0,,,1.59461,,2.990550041,,,,2.87569,2.74031,,,
PC O-_16:1;0_22:6;0,,,,,,,,,3.31235,5.49445,,,
PC O-_16:1;0_24:0;0,,,,,,,,,,,,,
PC O-_16:1;0_24:1;0,,,,,,,,,,,,,
PC O-_16:1;0_24:4;0,,,,,,,,,,,,,
PC O-_16:1;0_24:5;0,,,,,,,,,,,,,
PC O-_16:1;0_24:6;0,,,,,,,,,1.39876,1.607,,,
PC O-_16:2;0_14:0;0,,,,,,,,,,,,,
PC O-_16:2;0_16:0;0,1.37881,,1.48162,2.092030048,5.731060028,0.833410025,1.482920051,,,,1.362079978,1.235739946,
PC O-_16:2;0_16:1;0,,,,,,,,,,,,,
PC O-_16:2;0_17:0;0,,,0.013583,,,,,,,,,,
PC O-_16:2;0_17:1;0,,,,,,,,,,,,,
PC O-_16:2;0_18:0;0,1.27993,0.442607,2.10839,2.310050011,7.513370037,1.211989999,1.976950049,0.85337,1.14467,1.69297,1.604850054,1.368199944,0.222381
PC O-_16:2;0_18:1;0,,,1.19305,0.979559004,2.257790089,0.792080998,,,,,0.369486004,,
PC O-_16:2;0_18:2;0,,,,,,,,,,,,,
PC O-_16:2;0_19:0;0,,,,,,,,,,,,,
PC O-_16:2;0_19:1;0,,,,,,,,,,,,,
PC O-_16:2;0_20:0;0,,,,,,,,,,,,,
PC O-_16:2;0_20:1;0,,,,,,,,,,,,,
PC O-_16:2;0_20:2;0,,,0.251033,,,,0.219298005,,,,,,
PC O-_16:2;0_20:3;0,,,0.479506,,0.686572015,,,,,,,,
PC O-_16:2;0_20:4;0,,,,,,,,,1.02502,,,,
PC O-_16:2;0_22:0;0,,,,,,,,,,,,,
PC O-_16:2;0_22:1;0,,,,,,,,,,,,,
PC O-_16:2;0_22:4;0,,,,,,,,,,,,,
PC O-_16:2;0_22:5;0,,,,,,,,,,,,,
PC O-_16:2;0_22:6;0,,,,,,,,,,,,,
PC O-_16:2;0_24:0;0,,,,,,,,,,,,,
PC O-_16:2;0_24:1;0,,,,,,,,,,,,,
PC O-_17:0;0_11:0;0,,,,,,,,,,,,,
PC O-_17:0;0_12:0;0,,,,,,,,,,,,,
PC O-_17:0;0_13:0;0,,,0.359994,,,,,,0.112497,,,,
PC O-_17:0;0_14:0;0,2.56755,1.55461,3.1244,,,,,2.4024,0.73698,1.71334,,,1.939
PC O-_17:0;0_14:1;0,,,0.134974,,,,,,,,,,
PC O-_17:0;0_14:3;0,,,,,,,,,,,,,
PC O-_17:0;0_15:0;0,0.446535,,1.49819,2.103760004,6.875050068,1.07099998,0.890752017,0.933551,2.01968,3.68825,1.85818994,1.598440051,0.45982
PC O-_17:0;0_15:1;0,,,0.820656,,,0.169089004,,,0.205208,0.243328,,,
PC O-_17:0;0_16:0;0,,,,1.252740026,3.976069927,,,,,,1.424579978,,
PC O-_17:0;0_16:1;0,2.73698,1.05564,6.58288,2.993060112,9.278800011,2.277770042,2.708319902,1.4332,1.13031,1.97804,2.422990084,2.090519905,0.53792
PC O-_17:0;0_16:2;0,,,0.092146,,0.315827996,0.043376599,,,,,,,
PC O-_17:0;0_17:0;0,,,,1.177109957,3.629070044,0.501088977,0.34069401,0.558339,,,1.276630044,0.730714977,
PC O-_17:0;0_17:1;0,1.48171,0.958653,11.2606,3.378789902,8.347909927,2.059390068,1.827769995,1.46756,3.29768,5.9852,2.78144002,2.485080004,0.508047
PC O-_17:0;0_17:2;0,,,0.116035,,,,,,0.022152,0.080863,,,
PC O-_17:0;0_18:1;0,1.27492,,,2.984289885,8.769619942,1.507089972,2.787070036,,,,,,
PC O-_17:0;0_18:2;0,,,0.783009,1.35642004,2.982729912,0.496113986,0.406369001,,,,0.973138988,0.491266012,
PC O-_17:0;0_18:3;0,,,,,0.448834985,,,,,,,,
PC O-_17:0;0_19:0;0,,,,,,,,,,,,,
PC O-_17:0;0_19:1;0,0.100312,,0.88575,0.425255001,1.330500007,0.190455005,0.200815007,0.075033,0.181477,0.168801,0.226997003,0.120890997,
PC O-_17:0;0_19:2;0,,,0.437698,,0.269533008,,,,0.069606,0.045761,,,
PC O-_17:0;0_19:3;0,,,,,,,,,,,,,
PC O-_17:0;0_20:1;0,,,,,,,3.102560043,,,,,1.573519945,
PC O-_17:0;0_20:2;0,,,,,,,1.680799961,,,,,,
PC O-_17:0;0_20:3;0,,,,0.658397973,3.177409887,,,,,,,,
PC O-_17:0;0_20:4;0,,,,0.780008972,2.851850033,,,1.23747,,,0.909413993,,
PC O-_17:0;0_20:5;0,,,,,,,,1.26736,,,,,
PC O-_17:0;0_20:6;0,,,,,,,,,,,,,
PC O-_17:0;0_21:1;0,,,,,,,,,,,,,
PC O-_17:0;0_21:2;0,,,0.067558,,,,,,,,,,
PC O-_17:0;0_21:3;0,,,,,,,,,,,,,
PC O-_17:0;0_22:1;0,,,,,,,,,,,,,
PC O-_17:0;0_22:4;0,,,,,,,,,,,,,
PC O-_17:0;0_22:5;0,,,,,,,,,,,,,
PC O-_17:0;0_22:6;0,,,,,,,,1.62557,,1.24703,,,
PC O-_17:1;0_12:0;0,,,,,,,,,,,,,
PC O-_17:1;0_13:0;0,,,,,,,,,,,,,
PC O-_17:1;0_14:0;0,,,2.89951,,,,,,,,,,
PC O-_17:1;0_15:0;0,0.786446,0.237703,3.5718,0.381998986,2.49319005,0.682473004,0.436277002,,0.508886,0.991151,0.416242987,0.335720986,0.147537
PC O-_17:1;0_15:1;0,,,0.116109,,,,,,,,,,
PC O-_17:1;0_16:0;0,1.5762,0.610467,3.28995,2.089560032,6.443349838,1.509109974,1.731649995,1.19995,0.818416,1.40715,1.895329952,1.688230038,0.361738
PC O-_17:1;0_16:1;0,,,1.4488,1.119799972,3.011049986,0.687947989,,,,,,,
PC O-_17:1;0_16:2;0,,,,,,,,,,,,,
PC O-_17:1;0_17:0;0,0.308371,0.161975,1.84073,0.187588006,1.111889958,0.23985,0.550285995,0.132864,0.37273,0.569329,0.323184013,0.179312006,
PC O-_17:1;0_17:1;0,0.093518,0.1631,1.76247,0.246209994,0.818314016,0.240888,0.252388,0.102365,0.177038,0.389289,0.217568994,0.088578299,0.048231
PC O-_17:1;0_18:0;0,0.036564,,,0.067483097,0.169266,0.024524201,0.063947998,,,,,,
PC O-_17:1;0_18:1;0,,,2.60653,1.505159974,4.684539795,1.995849967,1.530279994,,,,1.056349993,0.992029011,
PC O-_17:1;0_18:2;0,,,,0.787334025,1.724269986,,,,,,,,
PC O-_17:1;0_19:0;0,,,,,,,,,,,,,
PC O-_17:1;0_19:1;0,,,0.38236,,0.292714,,0.097722404,,,0.036766,,,
PC O-_17:1;0_19:2;0,,,0.096131,,,,,,,,,,
PC O-_17:1;0_19:3;0,,,,,,,,,,,,,
PC O-_17:1;0_20:0;0,,,,,,,,,,,,,
PC O-_17:1;0_20:1;0,,,,,,,0.336735994,,,,,,
PC O-_17:1;0_20:2;0,,,,0.0369219,0.13594,,,,,,,,
PC O-_17:1;0_20:3;0,,,,0.0964524,0.825791001,,,0.089638,,,0.255600005,,
PC O-_17:1;0_20:4;0,,,,,2.020610094,,,,,,,,
PC O-_17:1;0_20:5;0,,,,,,,,,,,,,
PC O-_17:1;0_22:4;0,,,,,,,,,,,,,
PC O-_17:1;0_22:5;0,,,,,,,,,,,,,
PC O-_17:1;0_22:6;0,,,,,,,,,,,,,
PC O-_17:2;0_14:0;0,,,,,,,,,,,,,
PC O-_17:2;0_14:3;0,,,,,,,,,,,,,
PC O-_17:2;0_15:0;0,,,,,,,,,,,,,
PC O-_17:2;0_16:0;0,,,0.106858,0.0927139,0.419892013,0.107799001,,,,,,,
PC O-_17:2;0_16:1;0,,,,,,,,,,,,,
PC O-_17:2;0_17:0;0,,,,,,,,,,,,,
PC O-_17:2;0_17:1;0,,,,,,,,,,,,,
PC O-_17:2;0_18:0;0,,,0.040668,0.031332999,0.0910969,0.0389053,0.135601997,,,,,0.0260987,
PC O-_17:2;0_18:1;0,,,,0.199805006,0.76126498,,,,,,,,
PC O-_17:2;0_18:2;0,,,,,,,,,,,,,
PC O-_17:2;0_20:0;0,,,,,,,,,,,,,
PC O-_17:2;0_20:1;0,,,,,,,,,,,,,
PC O-_17:2;0_20:2;0,,,,,,,,,,,,,
PC O-_17:2;0_20:3;0,,,,,,,,,,,,,
PC O-_17:2;0_20:4;0,,,,,,,,,,,,,
PC O-_18:0;0_10:0;0,,,,,,,,,,,,,
PC O-_18:0;0_12:0;0,,,,,,,,,0.07982,0.098634,,,
PC O-_18:0;0_13:0;0,,,,,,,,,,,,,
PC O-_18:0;0_14:0;0,0.612186,,0.693798,1.92967999,4.7428298,1.429819942,2.273479939,1.18293,1.0158,1.28637,2.802059889,2.612979889,0.907912
PC O-_18:0;0_14:1;0,,,,,,,,,,,,,
PC O-_18:0;0_14:3;0,,,,,,,,,,,,,
PC O-_18:0;0_15:0;0,,,,0.0290654,0.053272799,,,,,,0.0146688,,
PC O-_18:0;0_15:1;0,,,,,,,,,,,,,
PC O-_18:0;0_16:0;0,,,,4.566309929,21.02199936,1.232800007,1.844990015,1.39497,,,5.719970226,3.17118001,
PC O-_18:0;0_16:1;0,0.984104,0.602655,6.40324,2.856430054,8.901749611,2.243360043,,0.698085,0.779691,1.53244,2.424999952,1.486829996,0.29336
PC O-_18:0;0_16:2;0,,,,,,,,,,,,,
PC O-_18:0;0_17:0;0,,,,,,,,,,,,,
PC O-_18:0;0_17:1;0,0.005879,,,0.0101548,0.033705201,,0.0108087,,,,,,
PC O-_18:0;0_18:0;0,,,,0.86175698,3.93979001,,,,,,,,
PC O-_18:0;0_18:1;0,2.74334,1.85303,11.5697,11.03800011,33.10599899,5.671579838,5.483610153,1.75895,1.42404,2.51202,7.183650017,3.830199957,
PC O-_18:0;0_18:2;0,0.228482,,1.67549,3.632659912,7.509900093,0.892377019,0.488671005,0.162034,0.309238,0.672206,1.889500022,0.582584977,
PC O-_18:0;0_18:3;0,,,0.08419,,0.337015003,,,,,,,,
PC O-_18:0;0_19:1;0,,,,,,,,,,,,,
PC O-_18:0;0_19:2;0,,,,,,,,,,,,,
PC O-_18:0;0_20:0;0,,,,,,,,,,,,,
PC O-_18:0;0_20:1;0,,,3.10111,1.923310041,4.419199944,1.246569991,1.549440026,,,,,,
PC O-_18:0;0_20:2;0,,,1.57665,1.141970038,2.698610067,0.936613977,,,,,,,
PC O-_18:0;0_20:3;0,,,1.84272,2.934159994,7.8259902,0.553213,0.42326799,,,,3.455519915,,
PC O-_18:0;0_20:4;0,0.977433,,2.1958,2.804889917,7.233970165,0.697522998,0.487890005,2.74998,1.83841,2.72798,3.586220026,1.435520053,
PC O-_18:0;0_20:5;0,,,,,,,0.299122006,,0.09861,0.871234,,,
PC O-_18:0;0_20:6;0,,,,0.777915001,,,,,,,,,
PC O-_18:0;0_22:0;0,,,,,,,,,,,,,
PC O-_18:0;0_22:1;0,,,1.30491,,3.513859987,,,,,,,,
PC O-_18:0;0_22:2;0,,,,,,,,,,,,,
PC O-_18:0;0_22:4;0,,,1.93662,,3.084640026,,,,,,,,
PC O-_18:0;0_22:5;0,,,0.686192,1.404299974,1.681849957,,,,,,,,
PC O-_18:0;0_22:6;0,,,,,,,,,3.26707,3.1363,,,
PC O-_18:0;0_24:0;0,,,,,,,,,,,,,
PC O-_18:0;0_24:1;0,,,,,,,,,,,,,
PC O-_18:0;0_24:2;0,,,,,,,,,,,,,
PC O-_18:0;0_24:4;0,,,,,,,,,,,,,
PC O-_18:0;0_24:5;0,,,,,,,,,,,,,
PC O-_18:0;0_24:6;0,,,,,,,,,1.72809,,,,
PC O-_18:1;0_12:0;0,,,,,,,,,,,,,
PC O-_18:1;0_14:0;0,1.00932,0.763788,5.40542,1.925040007,5.540520191,2.462539911,2.075429916,0.939163,1.15707,1.2863,1.416810036,2.369189978,0.552371
PC O-_18:1;0_14:1;0,,,,,,,0.119983003,,,,,,
PC O-_18:1;0_15:0;0,0.044315,,0.122885,0.081121102,0.216033995,0.067333698,0.0427095,0.014873,0.013057,0.031515,0.0322721,,
PC O-_18:1;0_15:1;0,,,,,,,,,,,,,
PC O-_18:1;0_16:0;0,4.0174,2.28311,19.3528,17.29520035,61.3166008,14.56140041,9.905229568,5.61696,8.06932,11.8273,19.31719971,18.35440063,1.75481
PC O-_18:1;0_16:1;0,0.961468,0.674773,5.43795,3.043940067,8.181079865,2.980639935,1.542269945,0.319962,0.357689,0.957079,2.101560116,0.755662024,0.185981
PC O-_18:1;0_16:2;0,,,,,0.167198002,,,,,,,,
PC O-_18:1;0_17:0;0,0.006073,,,0.00799682,0.017632101,0.00391971,0.0072878,,,,,,
PC O-_18:1;0_17:1;0,,,0.053343,0.0310394,0.178937003,0.033646401,0.069953702,,,,0.021567799,,
PC O-_18:1;0_18:0;0,0.30688,0.102618,0.716571,,2.299720049,,0.460644007,0.239549,0.115106,0.176279,,0.191969007,
PC O-_18:1;0_18:1;0,4.58361,2.07536,19.574699,13.2887001,40.92610168,12.9691,9.268659592,1.15679,1.56379,2.75369,8.146539688,5.039199829,
PC O-_18:1;0_18:2;0,0.399719,0.429102,1.94407,4.878469944,12.91259956,1.538840055,1.204820037,0.326767,0.140728,0.544929,2.714940071,0.602786005,
PC O-_18:1;0_18:3;0,,,0.221888,,,,0.147870004,,,,,,
PC O-_18:1;0_19:0;0,,,,,,,,,,,,,
PC O-_18:1;0_19:1;0,,,,,,,,,,,,,
PC O-_18:1;0_19:2;0,,,,,,,,,,,,,
PC O-_18:1;0_20:0;0,,,,,,,,,,,,,
PC O-_18:1;0_20:1;0,,,0.793159,0.664170027,1.524279952,0.501617014,,,,,,,
PC O-_18:1;0_20:2;0,,,1.72153,1.052170038,2.667479992,1.796249986,1.671740055,,,,0.262594014,,
PC O-_18:1;0_20:3;0,0.889521,1.3751,3.85834,4.830440044,16.70350075,1.97044003,1.516489983,1.92974,0.750797,1.58822,5.025010109,1.269019961,
PC O-_18:1;0_20:4;0,2.82419,1.19091,5.42835,7.616380215,19.98590088,2.99416995,1.54400003,5.78875,0.80806,3.61406,8.579609871,2.614049911,
PC O-_18:1;0_20:5;0,,,,,,,,,0.813304,1.56304,,,
PC O-_18:1;0_22:0;0,,,,,,,,,,,,,
PC O-_18:1;0_22:1;0,,,,,,,,,,,,,
PC O-_18:1;0_22:2;0,,,,,,,,,,,,,
PC O-_18:1;0_22:3;0,,,,,,,,,,,,,
PC O-_18:1;0_22:4;0,,,1.38712,,3.036439896,,,,,,1.623769999,,
PC O-_18:1;0_22:5;0,,,4.26821,,5.292310238,,,,0.88128,2.11421,,,
PC O-_18:1;0_22:6;0,,,2.40811,,,,,,3.66156,6.74643,,,
PC O-_18:1;0_24:0;0,,,,,,,,,,,,,
PC O-_18:1;0_24:1;0,,,,,,,,,,,,,
PC O-_18:1;0_24:4;0,,,,,,,,,,,,,
PC O-_18:1;0_24:5;0,,,,,,,,,,,,,
PC O-_18:2;0_14:0;0,,,0.127136,0.278384,0.263018996,0.212560996,,,,,,,
PC O-_18:2;0_15:0;0,,,,,,,,,,,,,
PC O-_18:2;0_16:0;0,0.492103,0.129106,0.678485,0.931802988,2.158169985,0.717724979,0.552631021,0.424199,0.29677,0.585676,1.133080006,0.513453007,0.11415
PC O-_18:2;0_16:1;0,,,0.723787,,0.239813,0.159647003,,,,,0.167992994,,
PC O-_18:2;0_17:0;0,,,0.006653,,,,0.016022099,,,,,,
PC O-_18:2;0_17:1;0,,,,,,,,,,,,,
PC O-_18:2;0_18:0;0,0.577668,0.06915,0.402632,0.229701996,0.701399028,0.301544994,0.885985017,0.065604,0.081712,0.098611,0.516628981,0.639616013,
PC O-_18:2;0_18:1;0,0.709605,0.726508,3.05344,1.630820036,3.79550004,1.452299953,1.450620055,1.53806,0.555996,1.01725,1.307579994,1.120329976,
PC O-_18:2;0_18:2;0,,,0.931345,0.556733012,0.970771015,,0.118027002,,0.650984,0.748918,,,
PC O-_18:2;0_19:1;0,,,,,,,,,,,,,
PC O-_18:2;0_20:1;0,,,,,,,,,,,,,
PC O-_18:2;0_20:2;0,,,0.252535,,,,,,,,,,
PC O-_18:2;0_20:3;0,,,1.06966,0.660746992,1.56309998,,,,0.251248,,,,
PC O-_18:2;0_20:4;0,,,2.63468,0.777251005,2.42185998,,,,3.14208,3.75462,,,
PC O-_18:2;0_20:5;0,,,,,,,,,,,,,
PC O-_18:2;0_22:2;0,,,,,,,,,,,,,
PC O-_18:2;0_22:3;0,,,,,,,,,,,,,
PC O-_18:2;0_22:4;0,,,,,,,,,,,,,
PC O-_18:2;0_22:5;0,,,,,,,,,,,,,
PC O-_18:2;0_22:6;0,,,,,,,,,,,,,
PC_10:0;0_16:0;0,,,,,,,,,,,,,
PC_10:0;0_18:0;0,,,,,,,,,,,,,
PC_10:0;0_18:1;0,,,,,,,,,,,,,
PC_11:0;0_16:0;0,,,,,,,,,,,,,
PC_11:0;0_17:0;0,,,,,,,,,,,,,
PC_12:0;0_12:0;0,,,,,,,,,,,,,
PC_12:0;0_14:0;0,,,,,,,,,,,,,
PC_12:0;0_15:0;0,,,,,,,,,,,,,
PC_12:0;0_16:0;0,,,2.00253,,,1.148519993,,,1.75427,,,2.073930025,
PC_12:0;0_16:1;0,,,,,,,,,,,,,
PC_12:0;0_17:0;0,,,,,,,,,,,,,
PC_12:0;0_18:0;0,,,1.07968,,,,1.416300058,,,,,,
PC_12:0;0_18:2;0,,,,,,,,,,,,,
PC_12:0;0_22:4;0,,,,,,,,,,,,,
PC_12:1;0_16:0;0,,,,,,,,,,,,,
PC_12:1;0_18:1;0,,,,,,,,,,,,,
PC_12:2;0_18:1;0,,,,,,,,,,,,,
PC_13:0;0_14:0;0,,,,,,,,,,,,,
PC_13:0;0_15:0;0,,,0.361155,,,,,,,,,,
PC_13:0;0_16:0;0,,,,,,,,,,,,,
PC_13:0;0_16:1;0,,,,,,,,,,,,,
PC_13:0;0_17:0;0,,,,,,,,,,,,,
PC_13:0;0_18:0;0,,,,,,,,,,,,,
PC_13:0;0_18:1;0,,,2.05112,,,,,,,,,,
PC_14:0;0_14:0;0,6.16742,4.01197,15.0671,1.411900043,6.858970165,2.34510994,4.765880108,5.35756,7.97137,2.17652,1.252030015,3.817300081,4.75196
PC_14:0;0_14:1;0,,,,,,,,,,,,,
PC_14:0;0_15:0;0,,,,,,,,,,,,,
PC_14:0;0_16:0;0,22.691601,10.5214,45.951698,14.41530037,56.35770035,19.35199928,20.23069954,51.290298,78.624298,52.877499,15.6097002,41.23450089,23.3183
PC_14:0;0_16:2;0,,,28.437401,,,,,,,,,,
PC_14:0;0_17:0;0,1.81511,1.41719,2.00215,0.959249973,1.643700004,1.416229963,1.997220039,3.59375,1.98379,1.83424,0.914299011,2.514189959,1.56209
PC_14:0;0_17:1;0,3.50685,2.33471,3.10781,0.498860002,1.390329957,1.114629984,8.196840286,,0.515169,0.398879,,0.940024972,1.92777
PC_14:0;0_18:0;0,5.34217,2.64729,,3.468189955,14.60029984,2.778539896,3.896260023,8.16162,14.9353,11.2311,4.946149826,5.52241993,3.89001
PC_14:0;0_18:1;0,36.648899,21.3755,124.333,12.4975996,42.4294014,18.48259926,17.77899933,22.130699,42.817101,38.523701,12.38640022,21.93899918,15.7173
PC_14:0;0_18:2;0,,8.09992,12.1638,13.98750019,10.53450012,2.3125,2.899499893,24.678301,28.630301,22.5415,,10.66219997,15.8233
PC_14:0;0_18:3;0,,,,,,,,,,,,,
PC_14:0;0_19:0;0,,,,,,,,,,,,,
PC_14:0;0_19:1;0,,,1.11021,,,,,,0.115801,0.117444,,,
PC_14:0;0_19:2;0,,,0.273344,,,,,,,,,,
PC_14:0;0_20:0;0,,,,,,,,,,0.177235,,,
