"From","To","ensembl_gene_id","external_gene_name","species"
"18:0;0","20:0;0","ENSG00000119915","ELOVL3","human"
"18:0;0","20:0;0","ENSG00000165996","HACD1","human"
"18:0;0","20:0;0","ENSG00000099797","TECR","human"
"18:0;0","20:0;0","ENSG00000188921","HACD4","human"
"18:0;0","20:0;0","ENSG00000149084","HSD17B12","human"
"20:0;0","22:0;0","ENSG00000164181","ELOVL7","human"
"20:0;0","22:0;0","ENSG00000074696","HACD3","human"
"20:0;0","22:0;0","ENSG00000206527","HACD2","human"
"20:0;0","22:0;0","ENSG00000119915","ELOVL3","human"
"20:0;0","22:0;0","ENSG00000165996","HACD1","human"
"20:0;0","22:0;0","ENSG00000099797","TECR","human"
"20:0;0","22:0;0","ENSG00000188921","HACD4","human"
"20:0;0","22:0;0","ENSG00000066322","ELOVL1","human"
"20:0;0","22:0;0","ENSG00000149084","HSD17B12","human"
"22:0;0","24:0;0","ENSG00000164181","ELOVL7","human"
"22:0;0","24:0;0","ENSG00000074696","HACD3","human"
"22:0;0","24:0;0","ENSG00000206527","HACD2","human"
"22:0;0","24:0;0","ENSG00000165996","HACD1","human"
"22:0;0","24:0;0","ENSG00000099797","TECR","human"
"22:0;0","24:0;0","ENSG00000188921","HACD4","human"
"22:0;0","24:0;0","ENSG00000066322","ELOVL1","human"
"22:0;0","24:0;0","ENSG00000149084","HSD17B12","human"
"24:0;0","26:0;0","ENSG00000074696","HACD3","human"
"24:0;0","26:0;0","ENSG00000206527","HACD2","human"
"24:0;0","26:0;0","ENSG00000165996","HACD1","human"
"24:0;0","26:0;0","ENSG00000099797","TECR","human"
"24:0;0","26:0;0","ENSG00000188921","HACD4","human"
"24:0;0","26:0;0","ENSG00000066322","ELOVL1","human"
"24:0;0","26:0;0","ENSG00000149084","HSD17B12","human"
"26:0;0","28:0;0","ENSG00000118402","ELOVL4","human"
"26:0;0","28:0;0","ENSG00000074696","HACD3","human"
"26:0;0","28:0;0","ENSG00000206527","HACD2","human"
"26:0;0","28:0;0","ENSG00000165996","HACD1","human"
"26:0;0","28:0;0","ENSG00000099797","TECR","human"
"26:0;0","28:0;0","ENSG00000188921","HACD4","human"
"26:0;0","28:0;0","ENSG00000149084","HSD17B12","human"
"16:0;0","w7-16:1;0","ENSG00000099194","SCD","human"
"16:0;0","w7-16:1;0","ENSG00000145284","SCD5","human"
"w7-16:1;0","w7-18:1;0","ENSG00000012660","ELOVL5","human"
"w7-16:1;0","w7-18:1;0","ENSG00000074696","HACD3","human"
"w7-16:1;0","w7-18:1;0","ENSG00000206527","HACD2","human"
"w7-16:1;0","w7-18:1;0","ENSG00000165996","HACD1","human"
"w7-16:1;0","w7-18:1;0","ENSG00000099797","TECR","human"
"w7-16:1;0","w7-18:1;0","ENSG00000188921","HACD4","human"
"w7-16:1;0","w7-18:1;0","ENSG00000170522","ELOVL6","human"
"w7-16:1;0","w7-18:1;0","ENSG00000149084","HSD17B12","human"
"16:0;0","w10-16:1;0","ENSG00000134824","FADS2","human"
"18:0;0","w9-18:1;0","ENSG00000099194","SCD","human"
"18:0;0","w9-18:1;0","ENSG00000145284","SCD5","human"
"w9-18:1;0","w9-18:2;0","ENSG00000134824","FADS2","human"
"w9-18:1;0","w9-20:1;0","ENSG00000012660","ELOVL5","human"
"w9-18:1;0","w9-20:1;0","ENSG00000164181","ELOVL7","human"
"w9-18:1;0","w9-20:1;0","ENSG00000074696","HACD3","human"
"w9-18:1;0","w9-20:1;0","ENSG00000206527","HACD2","human"
"w9-18:1;0","w9-20:1;0","ENSG00000119915","ELOVL3","human"
"w9-18:1;0","w9-20:1;0","ENSG00000165996","HACD1","human"
"w9-18:1;0","w9-20:1;0","ENSG00000099797","TECR","human"
"w9-18:1;0","w9-20:1;0","ENSG00000188921","HACD4","human"
"w9-18:1;0","w9-20:1;0","ENSG00000149084","HSD17B12","human"
"w9-20:1;0","w9-20:2;0","ENSG00000134824","FADS2","human"
"w9-18:2;0","w9-20:2;0","ENSG00000012660","ELOVL5","human"
"w9-18:2;0","w9-20:2;0","ENSG00000074696","HACD3","human"
"w9-18:2;0","w9-20:2;0","ENSG00000206527","HACD2","human"
"w9-18:2;0","w9-20:2;0","ENSG00000165996","HACD1","human"
"w9-18:2;0","w9-20:2;0","ENSG00000099797","TECR","human"
"w9-18:2;0","w9-20:2;0","ENSG00000188921","HACD4","human"
"w9-18:2;0","w9-20:2;0","ENSG00000149084","HSD17B12","human"
"w9-20:2;0","w9-20:3;0","ENSG00000149485","FADS1","human"
"w9-20:1;0","w9-22:1;0","ENSG00000074696","HACD3","human"
"w9-20:1;0","w9-22:1;0","ENSG00000206527","HACD2","human"
"w9-20:1;0","w9-22:1;0","ENSG00000119915","ELOVL3","human"
"w9-20:1;0","w9-22:1;0","ENSG00000165996","HACD1","human"
"w9-20:1;0","w9-22:1;0","ENSG00000099797","TECR","human"
"w9-20:1;0","w9-22:1;0","ENSG00000188921","HACD4","human"
"w9-20:1;0","w9-22:1;0","ENSG00000066322","ELOVL1","human"
"w9-20:1;0","w9-22:1;0","ENSG00000149084","HSD17B12","human"
"w9-22:1;0","w9-24:1;0","ENSG00000074696","HACD3","human"
"w9-22:1;0","w9-24:1;0","ENSG00000206527","HACD2","human"
"w9-22:1;0","w9-24:1;0","ENSG00000119915","ELOVL3","human"
"w9-22:1;0","w9-24:1;0","ENSG00000165996","HACD1","human"
"w9-22:1;0","w9-24:1;0","ENSG00000099797","TECR","human"
"w9-22:1;0","w9-24:1;0","ENSG00000188921","HACD4","human"
"w9-22:1;0","w9-24:1;0","ENSG00000066322","ELOVL1","human"
"w9-22:1;0","w9-24:1;0","ENSG00000149084","HSD17B12","human"
"w9-24:1;0","w9-26:1;0","ENSG00000118402","ELOVL4","human"
"w9-24:1;0","w9-26:1;0","ENSG00000074696","HACD3","human"
"w9-24:1;0","w9-26:1;0","ENSG00000206527","HACD2","human"
"w9-24:1;0","w9-26:1;0","ENSG00000165996","HACD1","human"
"w9-24:1;0","w9-26:1;0","ENSG00000099797","TECR","human"
"w9-24:1;0","w9-26:1;0","ENSG00000188921","HACD4","human"
"w9-24:1;0","w9-26:1;0","ENSG00000066322","ELOVL1","human"
"w9-24:1;0","w9-26:1;0","ENSG00000149084","HSD17B12","human"
"w6-18:2;0","w6-18:3;0","ENSG00000134824","FADS2","human"
"w6-18:3;0","w6-20:3;0","ENSG00000012660","ELOVL5","human"
"w6-18:3;0","w6-20:3;0","ENSG00000074696","HACD3","human"
"w6-18:3;0","w6-20:3;0","ENSG00000206527","HACD2","human"
"w6-18:3;0","w6-20:3;0","ENSG00000165996","HACD1","human"
"w6-18:3;0","w6-20:3;0","ENSG00000099797","TECR","human"
"w6-18:3;0","w6-20:3;0","ENSG00000188921","HACD4","human"
"w6-18:3;0","w6-20:3;0","ENSG00000149084","HSD17B12","human"
"w6-20:3;0","w6-20:4;0","ENSG00000149485","FADS1","human"
"w6-20:4;0","w6-22:4;0","ENSG00000012660","ELOVL5","human"
"w6-20:4;0","w6-22:4;0","ENSG00000074696","HACD3","human"
"w6-20:4;0","w6-22:4;0","ENSG00000206527","HACD2","human"
"w6-20:4;0","w6-22:4;0","ENSG00000165996","HACD1","human"
"w6-20:4;0","w6-22:4;0","ENSG00000099797","TECR","human"
"w6-20:4;0","w6-22:4;0","ENSG00000188921","HACD4","human"
"w6-20:4;0","w6-22:4;0","ENSG00000197977","ELOVL2","human"
"w6-20:4;0","w6-22:4;0","ENSG00000149084","HSD17B12","human"
"w6-22:4;0","w6-24:4;0","ENSG00000074696","HACD3","human"
"w6-22:4;0","w6-24:4;0","ENSG00000206527","HACD2","human"
"w6-22:4;0","w6-24:4;0","ENSG00000165996","HACD1","human"
"w6-22:4;0","w6-24:4;0","ENSG00000099797","TECR","human"
"w6-22:4;0","w6-24:4;0","ENSG00000188921","HACD4","human"
"w6-22:4;0","w6-24:4;0","ENSG00000197977","ELOVL2","human"
"w6-22:4;0","w6-24:4;0","ENSG00000149084","HSD17B12","human"
"w6-24:4;0","w6-26:4;0","ENSG00000118402","ELOVL4","human"
"w6-24:4;0","w6-26:4;0","ENSG00000074696","HACD3","human"
"w6-24:4;0","w6-26:4;0","ENSG00000206527","HACD2","human"
"w6-24:4;0","w6-26:4;0","ENSG00000165996","HACD1","human"
"w6-24:4;0","w6-26:4;0","ENSG00000099797","TECR","human"
"w6-24:4;0","w6-26:4;0","ENSG00000188921","HACD4","human"
"w6-24:4;0","w6-26:4;0","ENSG00000149084","HSD17B12","human"
"w6-26:4;0","w6-28:4;0","ENSG00000118402","ELOVL4","human"
"w6-26:4;0","w6-28:4;0","ENSG00000074696","HACD3","human"
"w6-26:4;0","w6-28:4;0","ENSG00000206527","HACD2","human"
"w6-26:4;0","w6-28:4;0","ENSG00000165996","HACD1","human"
"w6-26:4;0","w6-28:4;0","ENSG00000099797","TECR","human"
"w6-26:4;0","w6-28:4;0","ENSG00000188921","HACD4","human"
"w6-26:4;0","w6-28:4;0","ENSG00000149084","HSD17B12","human"
"w6-24:4;0","w6-24:5;0","ENSG00000134824","FADS2","human"
"w6-24:5;0","w6-22:5;0","ENSG00000087008","ACOX3","human"
"w6-24:5;0","w6-22:5;0","ENSG00000116171","SCP2","human"
"w6-24:5;0","w6-22:5;0","ENSG00000060971","ACAA1","human"
"w6-24:5;0","w6-22:5;0","ENSG00000133835","HSD17B4","human"
"w6-24:5;0","w6-22:5;0","ENSG00000161533","ACOX1","human"
"w6-24:5;0","w6-26:5;0","ENSG00000118402","ELOVL4","human"
"w6-24:5;0","w6-26:5;0","ENSG00000074696","HACD3","human"
"w6-24:5;0","w6-26:5;0","ENSG00000206527","HACD2","human"
"w6-24:5;0","w6-26:5;0","ENSG00000165996","HACD1","human"
"w6-24:5;0","w6-26:5;0","ENSG00000099797","TECR","human"
"w6-24:5;0","w6-26:5;0","ENSG00000188921","HACD4","human"
"w6-24:5;0","w6-26:5;0","ENSG00000149084","HSD17B12","human"
"w6-22:5;0","w6-24:5;0","ENSG00000074696","HACD3","human"
"w6-22:5;0","w6-24:5;0","ENSG00000206527","HACD2","human"
"w6-22:5;0","w6-24:5;0","ENSG00000165996","HACD1","human"
"w6-22:5;0","w6-24:5;0","ENSG00000099797","TECR","human"
"w6-22:5;0","w6-24:5;0","ENSG00000188921","HACD4","human"
"w6-22:5;0","w6-24:5;0","ENSG00000197977","ELOVL2","human"
"w6-22:5;0","w6-24:5;0","ENSG00000149084","HSD17B12","human"
"w6-22:4;0","w6-22:5;0","ENSG00000134824","FADS2","human"
"w6-26:5;0","w6-28:5;0","ENSG00000118402","ELOVL4","human"
"w6-26:5;0","w6-28:5;0","ENSG00000074696","HACD3","human"
"w6-26:5;0","w6-28:5;0","ENSG00000206527","HACD2","human"
"w6-26:5;0","w6-28:5;0","ENSG00000165996","HACD1","human"
"w6-26:5;0","w6-28:5;0","ENSG00000099797","TECR","human"
"w6-26:5;0","w6-28:5;0","ENSG00000188921","HACD4","human"
"w6-26:5;0","w6-28:5;0","ENSG00000149084","HSD17B12","human"
"w3-18:3;0","w3-18:4;0","ENSG00000134824","FADS2","human"
"w3-18:4;0","w3-20:4;0","ENSG00000012660","ELOVL5","human"
"w3-18:4;0","w3-20:4;0","ENSG00000074696","HACD3","human"
"w3-18:4;0","w3-20:4;0","ENSG00000206527","HACD2","human"
"w3-18:4;0","w3-20:4;0","ENSG00000165996","HACD1","human"
"w3-18:4;0","w3-20:4;0","ENSG00000099797","TECR","human"
"w3-18:4;0","w3-20:4;0","ENSG00000188921","HACD4","human"
"w3-18:4;0","w3-20:4;0","ENSG00000149084","HSD17B12","human"
"w3-20:4;0","w3-20:5;0","ENSG00000149485","FADS1","human"
"w3-20:5;0","w3-22:5;0","ENSG00000012660","ELOVL5","human"
"w3-20:5;0","w3-22:5;0","ENSG00000074696","HACD3","human"
"w3-20:5;0","w3-22:5;0","ENSG00000206527","HACD2","human"
"w3-20:5;0","w3-22:5;0","ENSG00000165996","HACD1","human"
"w3-20:5;0","w3-22:5;0","ENSG00000099797","TECR","human"
"w3-20:5;0","w3-22:5;0","ENSG00000188921","HACD4","human"
"w3-20:5;0","w3-22:5;0","ENSG00000197977","ELOVL2","human"
"w3-20:5;0","w3-22:5;0","ENSG00000149084","HSD17B12","human"
"w3-22:5;0","w3-24:5;0","ENSG00000074696","HACD3","human"
"w3-22:5;0","w3-24:5;0","ENSG00000206527","HACD2","human"
"w3-22:5;0","w3-24:5;0","ENSG00000165996","HACD1","human"
"w3-22:5;0","w3-24:5;0","ENSG00000099797","TECR","human"
"w3-22:5;0","w3-24:5;0","ENSG00000188921","HACD4","human"
"w3-22:5;0","w3-24:5;0","ENSG00000197977","ELOVL2","human"
"w3-22:5;0","w3-24:5;0","ENSG00000149084","HSD17B12","human"
"w3-24:5;0","w3-26:5;0","ENSG00000118402","ELOVL4","human"
"w3-24:5;0","w3-26:5;0","ENSG00000074696","HACD3","human"
"w3-24:5;0","w3-26:5;0","ENSG00000206527","HACD2","human"
"w3-24:5;0","w3-26:5;0","ENSG00000165996","HACD1","human"
"w3-24:5;0","w3-26:5;0","ENSG00000099797","TECR","human"
"w3-24:5;0","w3-26:5;0","ENSG00000188921","HACD4","human"
"w3-24:5;0","w3-26:5;0","ENSG00000149084","HSD17B12","human"
"w3-26:5;0","w3-28:5;0","ENSG00000118402","ELOVL4","human"
"w3-26:5;0","w3-28:5;0","ENSG00000074696","HACD3","human"
"w3-26:5;0","w3-28:5;0","ENSG00000206527","HACD2","human"
"w3-26:5;0","w3-28:5;0","ENSG00000165996","HACD1","human"
"w3-26:5;0","w3-28:5;0","ENSG00000099797","TECR","human"
"w3-26:5;0","w3-28:5;0","ENSG00000188921","HACD4","human"
"w3-26:5;0","w3-28:5;0","ENSG00000149084","HSD17B12","human"
"w3-24:5;0","w3-24:6;0","ENSG00000134824","FADS2","human"
"w3-24:6;0","w3-22:6;0","ENSG00000087008","ACOX3","human"
"w3-24:6;0","w3-22:6;0","ENSG00000116171","SCP2","human"
"w3-24:6;0","w3-22:6;0","ENSG00000060971","ACAA1","human"
"w3-24:6;0","w3-22:6;0","ENSG00000133835","HSD17B4","human"
"w3-24:6;0","w3-22:6;0","ENSG00000161533","ACOX1","human"
"w3-24:6;0","w3-26:6;0","ENSG00000118402","ELOVL4","human"
"w3-24:6;0","w3-26:6;0","ENSG00000074696","HACD3","human"
"w3-24:6;0","w3-26:6;0","ENSG00000206527","HACD2","human"
"w3-24:6;0","w3-26:6;0","ENSG00000165996","HACD1","human"
"w3-24:6;0","w3-26:6;0","ENSG00000099797","TECR","human"
"w3-24:6;0","w3-26:6;0","ENSG00000188921","HACD4","human"
"w3-24:6;0","w3-26:6;0","ENSG00000149084","HSD17B12","human"
"w3-26:6;0","w3-28:6;0","ENSG00000118402","ELOVL4","human"
"w3-26:6;0","w3-28:6;0","ENSG00000074696","HACD3","human"
"w3-26:6;0","w3-28:6;0","ENSG00000206527","HACD2","human"
"w3-26:6;0","w3-28:6;0","ENSG00000165996","HACD1","human"
"w3-26:6;0","w3-28:6;0","ENSG00000099797","TECR","human"
"w3-26:6;0","w3-28:6;0","ENSG00000188921","HACD4","human"
"w3-26:6;0","w3-28:6;0","ENSG00000149084","HSD17B12","human"
"w3-22:6;0","w3-24:6;0","ENSG00000074696","HACD3","human"
"w3-22:6;0","w3-24:6;0","ENSG00000206527","HACD2","human"
"w3-22:6;0","w3-24:6;0","ENSG00000165996","HACD1","human"
"w3-22:6;0","w3-24:6;0","ENSG00000099797","TECR","human"
"w3-22:6;0","w3-24:6;0","ENSG00000188921","HACD4","human"
"w3-22:6;0","w3-24:6;0","ENSG00000197977","ELOVL2","human"
"w3-22:6;0","w3-24:6;0","ENSG00000149084","HSD17B12","human"
"w3-22:5;0","w3-22:6;0","ENSG00000134824","FADS2","human"
"2:0;0","4:0;0","ENSMUSG00000048755","Mcat","mouse"
"2:0;0","4:0;0","ENSMUSG00000028910","Mecr","mouse"
"2:0;0","4:0;0","ENSMUSG00000031641","Cbr4","mouse"
"2:0;0","4:0;0","ENSMUSG00000021786","Oxsm","mouse"
"2:0;0","4:0;0","ENSMUSG00000023156","Rpp14","mouse"
"2:0;0","4:0;0","ENSMUSG00000025153","Fasn","mouse"
"2:0;0","4:0;0","ENSMUSG00000073422","H2-Ke6","mouse"
"4:0;0","6:0;0","ENSMUSG00000048755","Mcat","mouse"
"4:0;0","6:0;0","ENSMUSG00000028910","Mecr","mouse"
"4:0;0","6:0;0","ENSMUSG00000031641","Cbr4","mouse"
"4:0;0","6:0;0","ENSMUSG00000021786","Oxsm","mouse"
"4:0;0","6:0;0","ENSMUSG00000023156","Rpp14","mouse"
"4:0;0","6:0;0","ENSMUSG00000025153","Fasn","mouse"
"4:0;0","6:0;0","ENSMUSG00000073422","H2-Ke6","mouse"
"6:0;0","8:0;0","ENSMUSG00000048755","Mcat","mouse"
"6:0;0","8:0;0","ENSMUSG00000028910","Mecr","mouse"
"6:0;0","8:0;0","ENSMUSG00000031641","Cbr4","mouse"
"6:0;0","8:0;0","ENSMUSG00000021786","Oxsm","mouse"
"6:0;0","8:0;0","ENSMUSG00000023156","Rpp14","mouse"
"6:0;0","8:0;0","ENSMUSG00000025153","Fasn","mouse"
"6:0;0","8:0;0","ENSMUSG00000073422","H2-Ke6","mouse"
"8:0;0","10:0;0","ENSMUSG00000048755","Mcat","mouse"
"8:0;0","10:0;0","ENSMUSG00000028910","Mecr","mouse"
"8:0;0","10:0;0","ENSMUSG00000031641","Cbr4","mouse"
"8:0;0","10:0;0","ENSMUSG00000021786","Oxsm","mouse"
"8:0;0","10:0;0","ENSMUSG00000023156","Rpp14","mouse"
"8:0;0","10:0;0","ENSMUSG00000025153","Fasn","mouse"
"8:0;0","10:0;0","ENSMUSG00000073422","H2-Ke6","mouse"
"10:0;0","12:0;0","ENSMUSG00000048755","Mcat","mouse"
"10:0;0","12:0;0","ENSMUSG00000028910","Mecr","mouse"
"10:0;0","12:0;0","ENSMUSG00000031641","Cbr4","mouse"
"10:0;0","12:0;0","ENSMUSG00000021786","Oxsm","mouse"
"10:0;0","12:0;0","ENSMUSG00000023156","Rpp14","mouse"
"10:0;0","12:0;0","ENSMUSG00000025153","Fasn","mouse"
"10:0;0","12:0;0","ENSMUSG00000073422","H2-Ke6","mouse"
"12:0;0","14:0;0","ENSMUSG00000048755","Mcat","mouse"
"12:0;0","14:0;0","ENSMUSG00000028910","Mecr","mouse"
"12:0;0","14:0;0","ENSMUSG00000031641","Cbr4","mouse"
"12:0;0","14:0;0","ENSMUSG00000021786","Oxsm","mouse"
"12:0;0","14:0;0","ENSMUSG00000023156","Rpp14","mouse"
"12:0;0","14:0;0","ENSMUSG00000025153","Fasn","mouse"
"12:0;0","14:0;0","ENSMUSG00000073422","H2-Ke6","mouse"
"14:0;0","16:0;0","ENSMUSG00000048755","Mcat","mouse"
"14:0;0","16:0;0","ENSMUSG00000028910","Mecr","mouse"
"14:0;0","16:0;0","ENSMUSG00000031641","Cbr4","mouse"
"14:0;0","16:0;0","ENSMUSG00000021786","Oxsm","mouse"
"14:0;0","16:0;0","ENSMUSG00000023156","Rpp14","mouse"
"14:0;0","16:0;0","ENSMUSG00000025153","Fasn","mouse"
"14:0;0","16:0;0","ENSMUSG00000073422","H2-Ke6","mouse"
"16:0;0","18:0;0","ENSMUSG00000031708","Tecr","mouse"
"16:0;0","18:0;0","ENSMUSG00000041220","Elovl6","mouse"
"16:0;0","18:0;0","ENSMUSG00000035376","Hacd2","mouse"
"16:0;0","18:0;0","ENSMUSG00000028497","Hacd4","mouse"
"16:0;0","18:0;0","ENSMUSG00000063275","Hacd1","mouse"
"16:0;0","18:0;0","ENSMUSG00000033629","Hacd3","mouse"
"16:0;0","18:0;0","ENSMUSG00000027195","Hsd17b12","mouse"
"18:0;0","20:0;0","ENSMUSG00000031708","Tecr","mouse"
"18:0;0","20:0;0","ENSMUSG00000021696","Elovl7","mouse"
"18:0;0","20:0;0","ENSMUSG00000038754","Elovl3","mouse"
"18:0;0","20:0;0","ENSMUSG00000035376","Hacd2","mouse"
"18:0;0","20:0;0","ENSMUSG00000028497","Hacd4","mouse"
"18:0;0","20:0;0","ENSMUSG00000063275","Hacd1","mouse"
"18:0;0","20:0;0","ENSMUSG00000033629","Hacd3","mouse"
"18:0;0","20:0;0","ENSMUSG00000027195","Hsd17b12","mouse"
"20:0;0","22:0;0","ENSMUSG00000031708","Tecr","mouse"
"20:0;0","22:0;0","ENSMUSG00000021696","Elovl7","mouse"
"20:0;0","22:0;0","ENSMUSG00000038754","Elovl3","mouse"
"20:0;0","22:0;0","ENSMUSG00000035376","Hacd2","mouse"
"20:0;0","22:0;0","ENSMUSG00000028497","Hacd4","mouse"
"20:0;0","22:0;0","ENSMUSG00000063275","Hacd1","mouse"
"20:0;0","22:0;0","ENSMUSG00000006390","Elovl1","mouse"
"20:0;0","22:0;0","ENSMUSG00000033629","Hacd3","mouse"
"20:0;0","22:0;0","ENSMUSG00000027195","Hsd17b12","mouse"
"22:0;0","24:0;0","ENSMUSG00000031708","Tecr","mouse"
"22:0;0","24:0;0","ENSMUSG00000021696","Elovl7","mouse"
"22:0;0","24:0;0","ENSMUSG00000035376","Hacd2","mouse"
"22:0;0","24:0;0","ENSMUSG00000028497","Hacd4","mouse"
"22:0;0","24:0;0","ENSMUSG00000063275","Hacd1","mouse"
"22:0;0","24:0;0","ENSMUSG00000006390","Elovl1","mouse"
"22:0;0","24:0;0","ENSMUSG00000033629","Hacd3","mouse"
"22:0;0","24:0;0","ENSMUSG00000027195","Hsd17b12","mouse"
"24:0;0","26:0;0","ENSMUSG00000031708","Tecr","mouse"
"24:0;0","26:0;0","ENSMUSG00000035376","Hacd2","mouse"
"24:0;0","26:0;0","ENSMUSG00000028497","Hacd4","mouse"
"24:0;0","26:0;0","ENSMUSG00000063275","Hacd1","mouse"
"24:0;0","26:0;0","ENSMUSG00000006390","Elovl1","mouse"
