"group","value","Data","feature"
"Control",2.424,"Lipid species","PC_18:2;0_20:2;0"
"Control",2.233,"Lipid species","PC_18:2;0_20:2;0"
"Control",3.495,"Lipid species","PC_18:2;0_20:2;0"
"Control",3.226,"Lipid species","PC_18:2;0_20:2;0"
"Control",0.939,"Lipid species","PC_18:2;0_20:2;0"
"Control",4.639,"Lipid species","PC_18:2;0_20:2;0"
"Control",0.902,"Lipid species","PC_18:2;0_20:2;0"
"Control",2.229,"Lipid species","PC_18:2;0_20:2;0"
"Control",2.152,"Lipid species","PC_18:2;0_20:2;0"
"Control",2.073,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",3.38,"Lipid species","PC_18:2;0_20:2;0"
"CVD",1.774,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",1.095,"Lipid species","PC_18:2;0_20:2;0"
"CVD",2.073,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",1.922,"Lipid species","PC_18:2;0_20:2;0"
"CVD",1.765,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0.868,"Lipid species","PC_18:2;0_20:2;0"
"CVD",3.848,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",2.237,"Lipid species","PC_18:2;0_20:2;0"
"CVD",2.168,"Lipid species","PC_18:2;0_20:2;0"
"CVD",2.391,"Lipid species","PC_18:2;0_20:2;0"
"CVD",2.334,"Lipid species","PC_18:2;0_20:2;0"
"CVD",1.013,"Lipid species","PC_18:2;0_20:2;0"
"CVD",2.357,"Lipid species","PC_18:2;0_20:2;0"
"CVD",1.327,"Lipid species","PC_18:2;0_20:2;0"
"CVD",1.967,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",2.724,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",1.527,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0.728,"Lipid species","PC_18:2;0_20:2;0"
"CVD",1.764,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",2.147,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",2.368,"Lipid species","PC_18:2;0_20:2;0"
"CVD",2.054,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0.993,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0.615,"Lipid species","PC_18:2;0_20:2;0"
"CVD",2.053,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0.964,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",2.351,"Lipid species","PC_18:2;0_20:2;0"
"CVD",2.099,"Lipid species","PC_18:2;0_20:2;0"
"CVD",2.348,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",1.8,"Lipid species","PC_18:2;0_20:2;0"
"CVD",2.958,"Lipid species","PC_18:2;0_20:2;0"
"CVD",2.759,"Lipid species","PC_18:2;0_20:2;0"
"CVD",4.634,"Lipid species","PC_18:2;0_20:2;0"
"CVD",3.196,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",3.659,"Lipid species","PC_18:2;0_20:2;0"
"CVD",0,"Lipid species","PC_18:2;0_20:2;0"
"CVD",1.635,"Lipid species","PC_18:2;0_20:2;0"
