"group","value","Data","feature"
"Control",23.39195,"Substructure","PC_18:2;0_18:2;0"
"Control",11.98959,"Substructure","PC_18:2;0_18:2;0"
"Control",14.05441,"Substructure","PC_18:2;0_18:2;0"
"Control",15.03439,"Substructure","PC_18:2;0_18:2;0"
"Control",17.82813,"Substructure","PC_18:2;0_18:2;0"
"Control",23.80368,"Substructure","PC_18:2;0_18:2;0"
"Control",9.40221,"Substructure","PC_18:2;0_18:2;0"
"Control",11.61344,"Substructure","PC_18:2;0_18:2;0"
"Control",26.73156,"Substructure","PC_18:2;0_18:2;0"
"Control",19.65557,"Substructure","PC_18:2;0_18:2;0"
"Control",17.74307,"Substructure","PC_18:2;0_18:2;0"
"Control",32.08558,"Substructure","PC_18:2;0_18:2;0"
"Control",24.89051,"Substructure","PC_18:2;0_18:2;0"
"Control",11.62401,"Substructure","PC_18:2;0_18:2;0"
"Control",6.81052,"Substructure","PC_18:2;0_18:2;0"
"Control",28.85422,"Substructure","PC_18:2;0_18:2;0"
"Control",18.34976,"Substructure","PC_18:2;0_18:2;0"
"Control",15.15872,"Substructure","PC_18:2;0_18:2;0"
"Control",31.20048,"Substructure","PC_18:2;0_18:2;0"
"Control",5.13114,"Substructure","PC_18:2;0_18:2;0"
"Control",9.69493,"Substructure","PC_18:2;0_18:2;0"
"Control",16.71276,"Substructure","PC_18:2;0_18:2;0"
"Control",20.88023,"Substructure","PC_18:2;0_18:2;0"
"Control",19.72176,"Substructure","PC_18:2;0_18:2;0"
"Control",18.19985,"Substructure","PC_18:2;0_18:2;0"
"Control",20.3357,"Substructure","PC_18:2;0_18:2;0"
"Control",20.93166,"Substructure","PC_18:2;0_18:2;0"
"Control",23.17829,"Substructure","PC_18:2;0_18:2;0"
"Control",13.49544,"Substructure","PC_18:2;0_18:2;0"
"Control",17.43639,"Substructure","PC_18:2;0_18:2;0"
"Control",26.60735,"Substructure","PC_18:2;0_18:2;0"
"Control",9.95735,"Substructure","PC_18:2;0_18:2;0"
"Control",11.08427,"Substructure","PC_18:2;0_18:2;0"
"Control",43.32896,"Substructure","PC_18:2;0_18:2;0"
"Control",12.24039,"Substructure","PC_18:2;0_18:2;0"
"Control",18.13441,"Substructure","PC_18:2;0_18:2;0"
"Control",4.10387,"Substructure","PC_18:2;0_18:2;0"
"Control",15.90064,"Substructure","PC_18:2;0_18:2;0"
"Control",26.47826,"Substructure","PC_18:2;0_18:2;0"
"Control",13.56448,"Substructure","PC_18:2;0_18:2;0"
"Control",16.76343,"Substructure","PC_18:2;0_18:2;0"
"Control",14.01261,"Substructure","PC_18:2;0_18:2;0"
"Control",14.88083,"Substructure","PC_18:2;0_18:2;0"
"Control",10.98446,"Substructure","PC_18:2;0_18:2;0"
"Control",15.62445,"Substructure","PC_18:2;0_18:2;0"
"Control",26.33552,"Substructure","PC_18:2;0_18:2;0"
"Control",10.14601,"Substructure","PC_18:2;0_18:2;0"
"Control",24.4051,"Substructure","PC_18:2;0_18:2;0"
"Control",5.46989,"Substructure","PC_18:2;0_18:2;0"
"Control",16.51979,"Substructure","PC_18:2;0_18:2;0"
"Control",7.38756,"Substructure","PC_18:2;0_18:2;0"
"Control",11.8954,"Substructure","PC_18:2;0_18:2;0"
"CVD",4.86542,"Substructure","PC_18:2;0_18:2;0"
"CVD",18.46005,"Substructure","PC_18:2;0_18:2;0"
"CVD",14.94349,"Substructure","PC_18:2;0_18:2;0"
"CVD",3.50358,"Substructure","PC_18:2;0_18:2;0"
"CVD",3.99648,"Substructure","PC_18:2;0_18:2;0"
"CVD",12.00974,"Substructure","PC_18:2;0_18:2;0"
"CVD",2.05741,"Substructure","PC_18:2;0_18:2;0"
"CVD",14.0811,"Substructure","PC_18:2;0_18:2;0"
"CVD",5.6706,"Substructure","PC_18:2;0_18:2;0"
"CVD",10.42447,"Substructure","PC_18:2;0_18:2;0"
"CVD",5.16937,"Substructure","PC_18:2;0_18:2;0"
"CVD",13.41557,"Substructure","PC_18:2;0_18:2;0"
"CVD",6.15296,"Substructure","PC_18:2;0_18:2;0"
"CVD",14.36273,"Substructure","PC_18:2;0_18:2;0"
"CVD",10.75524,"Substructure","PC_18:2;0_18:2;0"
"CVD",13.68697,"Substructure","PC_18:2;0_18:2;0"
"CVD",9.40031,"Substructure","PC_18:2;0_18:2;0"
"CVD",4.6315,"Substructure","PC_18:2;0_18:2;0"
"CVD",7.68784,"Substructure","PC_18:2;0_18:2;0"
"CVD",4.32203,"Substructure","PC_18:2;0_18:2;0"
"CVD",7.64851,"Substructure","PC_18:2;0_18:2;0"
"CVD",14.33535,"Substructure","PC_18:2;0_18:2;0"
"CVD",1.1469,"Substructure","PC_18:2;0_18:2;0"
"CVD",16.57678,"Substructure","PC_18:2;0_18:2;0"
"CVD",7.29205,"Substructure","PC_18:2;0_18:2;0"
"CVD",11.39339,"Substructure","PC_18:2;0_18:2;0"
"CVD",10.96113,"Substructure","PC_18:2;0_18:2;0"
"CVD",5.86592,"Substructure","PC_18:2;0_18:2;0"
"CVD",0.8155,"Substructure","PC_18:2;0_18:2;0"
"CVD",9.2906,"Substructure","PC_18:2;0_18:2;0"
"CVD",3.77516,"Substructure","PC_18:2;0_18:2;0"
"CVD",5.10221,"Substructure","PC_18:2;0_18:2;0"
"CVD",6.01782,"Substructure","PC_18:2;0_18:2;0"
"CVD",19.98436,"Substructure","PC_18:2;0_18:2;0"
"CVD",12.43538,"Substructure","PC_18:2;0_18:2;0"
"CVD",4.05896,"Substructure","PC_18:2;0_18:2;0"
"CVD",16.07583,"Substructure","PC_18:2;0_18:2;0"
"CVD",12.95182,"Substructure","PC_18:2;0_18:2;0"
"CVD",12.14571,"Substructure","PC_18:2;0_18:2;0"
"CVD",6.04025,"Substructure","PC_18:2;0_18:2;0"
"CVD",6.16827,"Substructure","PC_18:2;0_18:2;0"
"CVD",4.25209,"Substructure","PC_18:2;0_18:2;0"
"CVD",15.61482,"Substructure","PC_18:2;0_18:2;0"
"CVD",6.44556,"Substructure","PC_18:2;0_18:2;0"
"CVD",11.30292,"Substructure","PC_18:2;0_18:2;0"
"CVD",19.65865,"Substructure","PC_18:2;0_18:2;0"
"CVD",20.11059,"Substructure","PC_18:2;0_18:2;0"
"CVD",10.19468,"Substructure","PC_18:2;0_18:2;0"
"CVD",10.66193,"Substructure","PC_18:2;0_18:2;0"
"CVD",7.63299,"Substructure","PC_18:2;0_18:2;0"
"CVD",19.63385,"Substructure","PC_18:2;0_18:2;0"
"CVD",16.74517,"Substructure","PC_18:2;0_18:2;0"
"CVD",15.86595,"Substructure","PC_18:2;0_18:2;0"
"CVD",19.11158,"Substructure","PC_18:2;0_18:2;0"
"CVD",16.2547,"Substructure","PC_18:2;0_18:2;0"
"CVD",4.79433,"Substructure","PC_18:2;0_18:2;0"
"CVD",15.73129,"Substructure","PC_18:2;0_18:2;0"
"CVD",18.08533,"Substructure","PC_18:2;0_18:2;0"
"CVD",24.23985,"Substructure","PC_18:2;0_18:2;0"
"CVD",10.76109,"Substructure","PC_18:2;0_18:2;0"
"CVD",10.64498,"Substructure","PC_18:2;0_18:2;0"
