"lipid","Lipid species","Substructure"
"DAG_14:0;0_18:2;0",,5.49840349961547
"DAG_15:0;0_18:1;0",,2.29200754181867
"DAG_15:0;0_18:2;0",,5.49840349961547
"DAG_16:0;0_16:0;0",,8.56603132331774
"DAG_16:0;0_18:0;0",3.17093917719261,2.9555194437305
"DAG_16:0;0_18:1;0",2.83793532191311,2.61007284685383
"DAG_16:0;0_18:2;0",5.04682887743122,4.67576508466957
"DAG_16:0;0_18:3;0",,8.56603132331774
"DAG_16:0;0_19:1;0",,8.56603132331774
"DAG_16:0;0_20:1;0",,8.56603132331774
"DAG_16:0;0_20:2;0",,8.56603132331774
"DAG_16:0;0_20:5;0",,8.56603132331774
"DAG_16:0;0_22:4;0",,8.56603132331774
"DAG_16:0;0_22:5;0",,8.56603132331774
"DAG_16:0;0_22:6;0",,6.6056961621602
"DAG_16:1;0_16:1;0",,2.64738928701979
"DAG_16:1;0_18:0;0",,1.77864643615063
"DAG_16:1;0_18:1;0",1.35681914137333,2.27224294089368
"DAG_16:1;0_18:2;0",,5.76433837336146
"DAG_16:1;0_20:3;0",,1.92151280201694
"DAG_16:1;0_20:4;0",,2.64738928701979
"DAG_17:0;0_18:2;0",,5.49840349961547
"DAG_17:1;0_18:1;0",,2.29200754181867
"DAG_17:1;0_18:2;0",,5.49840349961547
"DAG_18:0;0_18:2;0",4.43455583017467,3.2436277429796
"DAG_18:0;0_20:2;0",,3.96013923591193
"DAG_18:0;0_20:5;0",,3.96013923591193
"DAG_18:0;0_22:6;0",,2.25309613669534
"DAG_18:1;0_18:1;0",1.18727292507221,1.96346871556363
"DAG_18:1;0_18:2;0",1.57771297596468,3.26838999697706
"DAG_18:1;0_18:3;0",2.35220975056992,2.81216789332297
"DAG_18:1;0_20:1;0",,2.29200754181867
"DAG_18:1;0_20:5;0",,2.29200754181867
"DAG_18:2;0_18:2;0",4.02809021017902,6.08659938151592
"DAG_18:2;0_20:1;0",,5.49840349961547
"DAG_18:2;0_20:2;0",,5.49840349961547
"DAG_18:2;0_20:3;0",,4.17455116299215
"DAG_18:2;0_20:4;0",,5.49840349961547
"G3P",,3.27073240319701
"LPA_16:0;0",,3.72767346912055
"LPA_16:1;0",,2.29200754181867
"LPA_18:0;0",,2.93490892203791
"LPA_18:1;0",,2.53038763671205
"LPA_18:2;0",,4.43107474082348
"LPA_18:3;0",,2.73037971691323
"LPC_16:0;0",7.52966689227831,8.56603132331774
"LPC_16:1;0",2.53110375544052,2.64738928701979
"LPC_18:0;0",3.74091153467981,3.96013923591193
"LPC_18:1;0",2.18238944663222,2.29200754181867
"LPC_18:2;0",5.04682887743122,5.49840349961547
"LPE_16:0;0",6.28532856519006,6.75420115793902
"LPE_18:0;0",6.77335871241596,7.47294166868592
"LPE_18:1;0",6.28532856519006,6.75420115793902
"LPE_18:2;0",3.9273926608412,4.2197438916519
"LPE_20:4;0",2.00248217584032,2.1069530620376
"LPE_22:6;0",3.84256494520467,4.10152988464799
"PA_14:0;0_18:2;0",,5.49840349961547
"PA_15:0;0_18:1;0",,2.29200754181867
"PA_15:0;0_18:2;0",,5.49840349961547
"PA_16:0;0_16:0;0",,8.56603132331774
"PA_16:0;0_18:0;0",,2.94655917160896
"PA_16:0;0_18:1;0",,2.61007284685383
"PA_16:0;0_18:2;0",,4.67576508466957
"PA_16:0;0_18:3;0",,8.56603132331774
"PA_16:0;0_19:1;0",,8.56603132331774
"PA_16:0;0_20:1;0",,8.56603132331774
"PA_16:0;0_20:2;0",,8.56603132331774
"PA_16:0;0_20:5;0",,8.56603132331774
"PA_16:0;0_22:4;0",,8.56603132331774
"PA_16:0;0_22:5;0",,8.56603132331774
"PA_16:0;0_22:6;0",,6.6056961621602
"PA_16:1;0_16:1;0",,2.64738928701979
"PA_16:1;0_18:1;0",,2.27385916068514
"PA_16:1;0_18:2;0",,5.76433837336146
"PA_16:1;0_20:3;0",,1.92151280201694
"PA_16:1;0_20:4;0",,2.64738928701979
"PA_17:0;0_18:2;0",,5.49840349961547
"PA_17:1;0_18:1;0",,2.29200754181867
"PA_17:1;0_18:2;0",,5.49840349961547
"PA_18:0;0_18:2;0",,3.2436277429796
"PA_18:0;0_20:2;0",,3.96013923591193
"PA_18:0;0_20:5;0",,3.96013923591193
"PA_18:0;0_22:6;0",,2.25309613669534
"PA_18:1;0_18:1;0",,1.96346871556363
"PA_18:1;0_18:2;0",,3.26838999697706
"PA_18:1;0_18:3;0",,2.80760850142535
"PA_18:1;0_20:1;0",,2.29200754181867
"PA_18:1;0_20:5;0",,2.29200754181867
"PA_18:2;0_18:2;0",,6.08659938151592
"PA_18:2;0_20:1;0",,5.49840349961547
"PA_18:2;0_20:2;0",,5.49840349961547
"PA_18:2;0_20:3;0",,4.17455116299215
"PA_18:2;0_20:4;0",,5.49840349961547
"PC O-_16:0;0_18:2;0",2.53110375544052,2.64738928701979
"PC O-_16:0;0_20:3;0",3.60343033641728,3.81466780837307
"PC O-_16:0;0_20:4;0",1.28319588661414,1.35200329824878
"PC O-_16:0;0_22:6;0",2.53110375544052,2.64738928701979
"PC O-_16:1;0_16:0;0",2.6208131701157,2.74112263699881
"PC O-_16:1;0_18:2;0",2.50025122002896,2.61640472714091
"PC O-_16:1;0_20:4;0",1.6691842760338,1.76936141867643
"PC O-_16:1;0_22:4;0",3.41724853390187,3.61186339550015
"PC O-_16:2;0_18:0;0",4.07901111288632,4.42003982424481
"PC O-_16:2;0_18:1;0",2.29180671707909,2.38732276062344
"PC O-_17:2;0_17:0;0",1.41310897992024,1.49230141667304
"PC O-_18:0;0_14:0;0",5.3429176189987,5.72861672527666
"PC O-_18:0;0_16:1;0",4.23887787752716,4.60488887697274
"PC O-_18:0;0_20:5;0",3.06515608847356,3.21429927359314
"PC O-_18:1;0_16:1;0",2.78549336099683,2.91397854417807
"PC O-_18:1;0_18:2;0",5.22834111831815,5.58392854984758
"PC O-_18:1;0_20:3;0",3.06515608847356,3.21484816714406
"PC O-_18:2;0_16:0;0",1.62621223662155,1.72189220080939
"PC O-_18:2;0_18:1;0",1.46099847007904,1.54834841934079
"PC O-_18:2;0_18:2;0",4.81757378284875,5.19558606046042
"PC O-_18:2;0_20:4;0",2.10390715511135,2.22627301930398
"PC_14:0;0_18:1;0",1.28319588661414,1.35357460615712
"PC_15:0;0_18:2;0",3.89557793995439,4.67048401651602
"PC_15:0;0_20:4;0",2.41312276189926,2.53196749052409
"PC_16:0;0_16:0;0",0.396081756703441,1.41379352806695
"PC_16:0;0_18:0;0",2.05310793692222,5.16653933072033
"PC_16:0;0_18:2;0",3.9273926608412,4.55618133452249
"PC_16:0;0_18:3;0",0.642862289632797,2.57763536918496
"PC_16:0;0_19:1;0",0.287658870468792,6.75420115793902
"PC_16:0;0_20:1;0",0.0883750204571908,5.95151222834088
"PC_16:0;0_20:2;0",2.28146208305729,4.61923144994816
"PC_16:0;0_22:4;0",0.260490140189709,2.291942525822
"PC_16:0;0_22:6;0",1.42274587751563,1.70092712653763
"PC_16:1;0_18:0;0",1.68084431026537,1.77864643615063
"PC_16:1;0_18:2;0",0.832037238767847,2.29200754181867
"PC_17:0;0_18:2;0",2.96900842603238,3.60700520332031
"PC_17:0;0_20:4;0",1.62621223662155,1.62563579808719
"PC_17:0;0_22:6;0",2.19718102254928,2.27385916068514
"PC_17:1;0_18:1;0",1.87877250852229,2.2490291937413
"PC_17:1;0_18:2;0",2.14689079091514,2.94690192985692
"PC_18:0;0_18:2;0",3.17093917719261,3.59629163604031
"PC_18:0;0_20:2;0",0.761382024495276,1.77237333489859
"PC_18:1;0_18:2;0",3.22525921241935,4.15489806620286
"PC_18:1;0_18:3;0",2.40989707956561,3.13638456747262
"PC_18:1;0_20:1;0",0.300370846754939,1.44724904812869
"PC_18:1;0_22:6;0",2.04059328154972,2.3359780628634
"PC_18:2;0_18:2;0",5.91221447083048,6.80947429039758
"PC_18:2;0_20:1;0",0.714175300442533,3.09302252705493
"PC_18:2;0_20:2;0",5.80054346033975,8.09435524359726
"PC_18:2;0_20:3;0",0.486693212448108,1.77603288280504
"PC_18:2;0_20:4;0",3.74091153467981,4.66027568985845
