"edge_name","FC_ctrl","FC_exp","FC_exp_ctrl","statistics","p_value","mlog10p","adj_p_value","mlog10padj","perturbation_score","Mode","edge_type","node1_log2FC","node2_log2FC","FA_change","Ferroptosis-related reactions","label"
"LPE_16:0;0 --> PE_16:0;0_20:4;0",5.96720678119971,23.8713800907408,4.00042783265866,5.62508367229073,9.34318589466366e-08,7.0295050102208,2.54350664595873e-06,5.59456712325793,14.0600946713922,"Increase","Increase",-1.06290698150609,0.180868194957565," (20:4)","yes","LPE_16:0-->PE_16:0_20:4"
"LPE_18:1;0 --> PE_18:1;0_20:4;0",1.76332071126948,4.35169345692155,2.46789675247936,5.6223725393437,9.46421077566038e-08,7.0239155961816,2.54350664595873e-06,5.59456712325793,9.15414303864888,"Increase","Increase",-1.14999425375167,0.446510965330803," (20:4)","yes","LPE_18:1-->PE_18:1_20:4"
"LPE_18:0;0 --> PE_18:0;0_20:4;0",7.22632628012423,13.9442160864592,1.92964108537588,5.10203590306073,1.04351269495846e-06,5.98150226311327,2.10333027577565e-05,4.6770925267979,5.67245317518738,"Increase","Increase",-0.691287034128402,0.0937885170667202," (20:4)","yes","LPE_18:0-->PE_18:0_20:4"
"LPC_16:0;0 --> PC_16:0;0_20:4;0",2.50135831231046,4.28080381327881,1.71139168355481,3.57338722759922,0.000479888522908829,3.31885963660012,0.00236456815790209,2.62624816307205,2.57268037468601,"Increase","Non-change",-0.645441860167823,-0.0526471236810335," (20:4)","yes","LPC_16:0-->PC_16:0_20:4"
"LPC_16:1;0 --> PC_16:1;0_20:4;0",2.02012359733349,2.8543639543553,1.41296500774655,2.93010152662737,0.00394159305904219,2.40432821550439,0.0118247791771266,1.92720696078473,1.19910036269272,"Increase","Non-change",-0.525324927737515,-0.0324534304665921," (20:4)","yes","LPC_16:1-->PC_16:1_20:4"
"LPC_18:0;0 --> PC_18:0;0_20:4;0",5.39802844630701,7.18076440479688,1.33025686622854,3.02277244627161,0.00296574386793478,2.52786635888613,0.00950614546282237,2.0219955444261,1.04073484042724,"Increase","Increase",-0.418514547926744,0.155176849375975," (20:4)","yes","LPC_18:0-->PC_18:0_20:4"
"LPC_18:1;0 --> PC_18:1;0_20:4;0",1.26758909447817,1.65697649172836,1.30718739924983,1.98186867786368,0.0493976612128203,1.3062936127446,0.0918198601794499,1.03706337290021,0.504838043405165,"Increase","Increase",-0.328820203316528,0.10064185155248," (20:4)","yes","LPC_18:1-->PC_18:1_20:4"
"LPC_18:2;0 --> PC_18:2;0_20:4;0",0.549078206099017,0.696690795487286,1.26883709414911,1.91903192560096,0.056958541001534,1.24444114372334,0.101611024697531,0.993059168965996,0.427474061790305,"Increase","Non-change",-0.723522272814872,-0.355670689973593," (20:4)","yes","LPC_18:2-->PC_18:2_20:4"
