"path","from","to","score","cal_score","Type","Significant","rep_sub_path"
"G3P --> LPA_18:2 --> PE_18:2_18:2 --> LPE_18:2","G3P","LPE_18:2;0",-15.3484201061249,-3.31774026586429,"Suppressed","yes","18:2;0_18:2;0"
"PA_16:0_19:1 --> PC_16:0_19:1 --> LPC_16:0","PA_16:0;0_19:1;0","LPC_16:0;0",-12.4377453496418,-3.15038344231187,"Suppressed","yes","16:0;0_19:1;0"
"PA_16:0_20:1 --> PC_16:0_20:1 --> LPC_16:0","PA_16:0;0_20:1;0","LPC_16:0;0",-12.2523531294707,-3.06700655290458,"Suppressed","yes","16:0;0_20:1;0"
"PA_16:0_20:2 --> PC_16:0_20:2 --> LPC_16:0","PA_16:0;0_20:2;0","LPC_16:0;0",-11.8859035215638,-2.90220228871494,"Suppressed","yes","16:0;0_20:2;0"
"G3P --> LPA_18:2 --> PE_16:0_18:2 --> LPE_16:0","G3P","LPE_16:0;0",-13.8130496434435,-2.60701045779946,"Suppressed","yes","16:0;0_18:2;0"
"LPA_20:4 --> PE_18:1_20:4 --> LPE_20:4","LPA_20:4;0","LPE_20:4;0",4.77883756462085,5.46210955438738,"Active","yes","18:1;0_20:4;0"
"LPA_20:4 --> PE_18:0_20:4 --> LPE_20:4","LPA_20:4;0","LPE_20:4;0",3.97015376652302,5.24720504772665,"Active","yes","18:0;0_20:4;0"
"LPA_20:4 --> PE_16:0_20:4 --> LPE_20:4","LPA_20:4;0","LPE_20:4;0",0.846902321430295,3.84222907405933,"Active","yes","16:0;0_20:4;0"
"DAG_16:1_18:0 --> PC_16:1_18:0","DAG_16:1;0_18:0;0","PC_16:1;0_18:0;0",3.63492808261859,3.35340530015917,"Active","yes","16:1;0_18:0;0"
"LPA_20:4 --> PC_17:0_20:4 --> LPC_20:4","LPA_20:4;0","LPC_20:4;0",1.20279785582445,3.23538985531759,"Active","yes","17:0;0_20:4;0"
