"edge_name","FC_ctrl","FC_exp","FC_exp_ctrl","statistics","p_value","mlog10p","adj_p_value","mlog10padj","perturbation_score","Mode","edge_type","node1_log2FC","node2_log2FC","FA_change"
"PC_28:0;0 --> LPC_16:0;0",1.28014106646369,4.05397175536289,3.16681642481928,7.99292591899813,0.0000439472056976949,4.35706873352881,0.001828173245701,2.73798265100546,7.24595012895649,"Increase","Increase",-1.57375899275239,0.0943562291821434," (12:0)"
"LPE_18:0;0 --> PE_38:2;0",4.74439272685117,9.56409976478506,2.01587438380817,10.0807247428469,0.00000799339842672535,5.0972685393114,0.000959501344038353,3.01795441258246,5.15540667049473,"Increase","Increase",-0.599823150619109,0.416777669288153," (20:2)"
"PC_30:0;0 --> LPC_16:0;0",0.0624989220649936,0.150598628720624,2.40961961814339,6.48370134554905,0.000191365966043959,3.71813529787364,0.00348613474543237,2.457655830632,4.71759022197898,"Increase","Increase",-1.17396152910155,0.0943562291821434," (14:0)"
"LPS_20:0;0 --> PS_38:0;0",31.4230939475803,78.3458097529432,2.4932557527161,6.08357959987055,0.000294761218127716,3.53052965738384,0.00361082492206452,2.44239356868329,4.6533471073698,"Increase","Increase",-0.903150959002893,0.426234379173576," (18:0)"
"PC_32:0;0 --> LPC_16:0;0",0.0205388966926961,0.0428898585494792,2.08822602261452,6.94648606111055,0.000118836796780141,3.92504906302335,0.00285575142755092,2.54427959743548,4.1694927695194,"Increase","Increase",-0.977981773491621,0.0943562291821434," (16:0)"
"PS_34:0;0 --> PE_34:0;0",1.66353150476812,3.3111637819193,1.99044248481536,7.54322725233242,0.0000665052380335869,4.17714414778719,0.00217250444243051,2.66303932681436,4.14827667476592,"Increase","Increase",-0.932985144649605,0.0435695492379275,""
"LPE_18:0;0 --> PE_36:2;0",70.4981855547419,128.795141138393,1.8269284539016,8.73566683509494,0.0000230595445302949,4.63714927509566,0.0015065569093126,2.82201445845885,4.03163095482816,"Increase","Increase",-0.599823150619109,0.275454019588885," (18:2)"
"LPC_18:0;0 --> PC_36:2;0",140.969948796356,315.813717121273,2.24029106783244,5.88105293737014,0.000369561979302008,3.43231271555988,0.00381232357595755,2.41881024515623,3.99413489084896,"Increase","Increase",-0.868862535602653,0.306704306505269," (18:2)"
"LPS_18:0;0 --> PS_36:1;0",29.6422040195621,50.8637470040974,1.71592324816773,9.81034616454771,0.00000979083004120769,5.00918048827496,0.000959501344038353,3.01795441258246,3.90207658148066,"Increase","Increase",-0.675446296646401,0.104041791723922," (18:1)"
"LPC_20:0;0 --> PC_36:1;0",922.141321025979,2114.79714575096,2.29335471421889,5.3417633548483,0.000692666000752923,3.15947612901939,0.0049318844953532,2.30698710312621,3.78334475145646,"Increase","Increase",-0.945703991085753,0.251637259397119," (16:1)"
"LPE_18:0;0 --> PE_36:1;0",41.9181801179844,73.2280450641355,1.74692805980663,8.15541756393851,0.0000380102618478085,4.42009913858772,0.001828173245701,2.73798265100546,3.55738506343654,"Increase","Increase",-0.599823150619109,0.211353782376742," (18:1)"
"LPC_20:0;0 --> PC_36:0;0",59.3948496198579,135.338218109067,2.2786187518828,4.95601929137682,0.00111244218416557,2.95372255090913,0.00597366213962882,2.22375934400913,3.50949368535046,"Increase","Increase",-0.945703991085753,0.243115990769803," (16:0)"
"LPS_18:0;0 --> PS_38:0;0",0.903223198882656,1.93661898293749,2.14412006393681,5.12623092976211,0.000900254122206581,3.04563488134521,0.00520197954835671,2.28383135957061,3.35137305383871,"Increase","Increase",-0.675446296646401,0.426234379173576," (20:0)"
"LPS_18:1;0 --> PS_40:2;0",0.632161466813162,1.1908724610485,1.88381058252711,5.93419523535062,0.000348094812822052,3.45830244836048,0.00381232357595755,2.41881024515623,3.15969155049293,"Increase","Increase",-0.633879036021316,0.301596329726942," (22:1)"
"LPC_18:0;0 --> PC_36:1;0",41.4149392722754,89.555601690724,2.16239847901155,4.67765631058082,0.0015866890897024,2.7995081645211,0.00777477653954178,2.10931208449258,3.11482349413221,"Increase","Increase",-0.868862535602653,0.251637259397119," (18:1)"
"LPC_20:0;0 --> PC_34:1;0",4790.80903574465,9814.36555424505,2.04858208311356,5.04143745196389,0.000999835872410546,3.00007128555655,0.00559908088549906,2.25188325855035,3.10395085462527,"Increase","Increase",-0.945703991085753,0.0868961311596252," (14:1)"
"LPC_18:0;0 --> PC_36:0;0",2.66889638725198,5.72186460336283,2.14390660899891,4.47950818253029,0.00205713558958928,2.686737082214,0.00906064214740449,2.04284102183846,2.95606114667177,"Increase","Increase",-0.868862535602653,0.243115990769803," (18:0)"
"PE_36:4;0 --> LPE_18:1;0",0.231303236196274,0.404908886411609,1.7505543505151,6.21012046086747,0.000256584632769679,3.59076935771628,0.0035053507146493,2.45526852382654,2.90066605459747,"Increase","Increase",-0.646408330059329,0.147355340967451," (18:3)"
"LPS_18:1;0 --> PS_38:2;0",1.31703781765398,2.20212094577256,1.67202559885119,6.89389339561856,0.000125298271808807,3.90205491902241,0.00285575142755092,2.54427959743548,2.89375196958903,"Increase","Increase",-0.633879036021316,0.118897900736406," (20:1)"
"LPS_18:1;0 --> PS_36:1;0",73.5253690915369,121.449923425312,1.65180977567226,7.05141978646736,0.000107018498051717,3.97054114841343,0.0027967500824182,2.55334634044865,2.87486060613081,"Increase","Increase",-0.633879036021316,0.104041791723922," (18:0)"
"LPC_20:0;0 --> PC_34:0;0",529.665650727389,1048.4953457214,1.97954189455462,4.86018463437379,0.00125550861023849,2.90118030456297,0.00656212500284653,2.18295550093421,2.85814593821845,"Increase","Increase",-0.945703991085753,0.0400066515414464," (14:0)"
"LPS_18:0;0 --> PS_38:4;0",9.16218905081751,13.6874110519863,1.49390183678485,8.39102884334676,0.0000309234931887592,4.50971145308123,0.00173171561857052,2.76152342607503,2.61150784778032,"Increase","Non-change",-0.675446296646401,-0.0932327729513708," (20:4)"
"PE_40:7;0 --> LPE_18:1;0",0.180148559260093,0.307592262536954,1.70743670557398,5.6974809786616,0.000455701874569422,3.34131918490563,0.00408598315307069,2.38870342834075,2.57893739996453,"Increase","Increase",-0.615664479208066,0.147355340967451," (22:6)"
"LPC_18:0;0 --> PC_34:1;0",215.559857756393,414.249935076631,1.92173969396835,4.41891533444794,0.00222971628351419,2.65175039450481,0.00950053025149523,2.02225215482991,2.49904386290476,"Increase","Increase",-0.868862535602653,0.0868961311596252," (16:1)"
"LPC_20:0;0 --> PC_40:4;0",36.4402321478655,77.3070741366163,2.12147589573313,3.77695567854409,0.00541161583751418,2.2666730408936,0.0187730390115536,1.72646541735657,2.45949503317613,"Increase","Increase",-0.945703991085753,0.139982633638534," (20:4)"
"LPE_18:0;0 --> PE_38:3;0",9.98480522791257,15.2751548373795,1.52984004081298,6.65865188166219,0.000159372259772172,3.79758726936585,0.00312369629153458,2.50533119800937,2.32936716842053,"Increase","Increase",-0.599823150619109,0.0152892157231873," (20:3)"
