"path","from","to","score","cal_score","Type","Significant","rep_sub_path"
"Serine+Palmitoyl CoA --> ketodhSPB_18:0;2 --> dhSPB_18:0;2 --> dhCer_34:0;2 --> dhSM_34:0;2","Serine+Palmitoyl CoA","dhSM_34:0;2",-8.62462826214867,-3.6992594484298,"Suppressed","yes","34:0;2"
"Serine+Palmitoyl CoA --> ketodhSPB_18:0;2 --> dhSPB_18:0;2 --> dhCer_42:0;2 --> dhSM_42:0;2","Serine+Palmitoyl CoA","dhSM_42:0;2",-8.31925583867897,-3.55862321149597,"Suppressed","yes","42:0;2"
"Serine+Palmitoyl CoA --> ketodhSPB_18:0;2 --> dhSPB_18:0;2 --> dhCer_32:0;2 --> dhSM_32:0;2","Serine+Palmitoyl CoA","dhSM_32:0;2",-8.09528983533231,-3.45547789289155,"Suppressed","yes","32:0;2"
"Serine+Palmitoyl CoA --> ketodhSPB_18:0;2 --> dhSPB_18:0;2 --> dhCer_42:0;2 --> Cer_42:1;1","Serine+Palmitoyl CoA","Cer_42:1;1",-7.86486564487051,-3.3493583203484,"Suppressed","yes","18:0;2"
"Serine+Palmitoyl CoA --> ketodhSPB_18:0;2 --> dhSPB_18:0;2 --> dhCer_40:0;2 --> dhSM_40:0;2","Serine+Palmitoyl CoA","dhSM_40:0;2",-6.70171336259263,-2.81368008816908,"Suppressed","yes","40:0;2"
"dhCer_42:1;2 --> Cer_42:2;2 --> HexCer_42:2;2","dhCer_42:1;2","HexCer_42:2;2",6.41973617131389,3.13249069672362,"Active","yes","42:2;2"
"dhCer_44:1;2 --> Cer_44:2;2 --> HexCer_44:2;2","dhCer_44:1;2","HexCer_44:2;2",6.22867421462835,3.0456509454467,"Active","yes","44:2;2"
"dhCer_34:1;2 --> Cer_34:2;2 --> HexCer_34:2;2","dhCer_34:1;2","HexCer_34:2;2",6.22604421753282,3.04445558297058,"Active","yes","34:2;2"
"Cer_42:1;2 --> HexCer_42:1;2","Cer_42:1;2","HexCer_42:1;2",6.18379113194606,2.96260510913178,"Active","yes","42:1;2"
"Cer_34:1;2 --> HexCer_34:1;2","Cer_34:1;2","HexCer_34:1;2",5.71257314006424,2.74925376286589,"Active","yes","34:1;2"
