"path","from","to","score","cal_score","Type","Significant","rep_sub_path"
"LPA_22:6;0 --> PA_18:0;0_22:6;0 --> PI_18:0;0_22:6;0 --> DAG_18:0;0_22:6;0 --> PC_18:0;0_22:6;0 --> PS_18:0;0_22:6;0 --> PE_18:0;0_22:6;0 --> LPE_22:6;0","LPA_22:6;0","LPE_22:6;0",9.87106668991421,6.50912885804207,"Active","yes","18:0;0_22:6;0"
"LPA_22:6;0 --> PA_18:0;0_22:6;0 --> PI_18:0;0_22:6;0 --> DAG_18:0;0_22:6;0 --> PC_18:0;0_22:6;0 --> PS_18:0;0_22:6;0 --> PE_18:0;0_22:6;0","LPA_22:6;0","PE_18:0;0_22:6;0",9.78322671412215,6.43155496553033,"Active","yes","18:0;0_22:6;0"
"LPA_22:6;0 --> PA_18:0;0_22:6;0 --> PI_18:0;0_22:6;0 --> DAG_18:0;0_22:6;0 --> PE_18:0;0_22:6;0 --> PC_18:0;0_22:6;0 --> PS_18:0;0_22:6;0","LPA_22:6;0","PS_18:0;0_22:6;0",9.78322671412215,6.43155496553033,"Active","yes","18:0;0_22:6;0"
"LPA_22:6;0 --> PA_18:0;0_22:6;0 --> PI_18:0;0_22:6;0 --> DAG_18:0;0_22:6;0 --> PE_18:0;0_22:6;0 --> PC_18:0;0_22:6;0 --> PS_18:0;0_22:6;0 --> LPS_22:6;0","LPA_22:6;0","LPS_22:6;0",9.70179068820423,6.41001205995184,"Active","yes","18:0;0_22:6;0"
"LPA_18:0;0 --> PA_18:0;0_22:6;0 --> PI_18:0;0_22:6;0 --> DAG_18:0;0_22:6;0 --> PC_18:0;0_22:6;0 --> PS_18:0;0_22:6;0 --> PE_18:0;0_22:6;0 --> LPE_22:6;0","LPA_18:0;0","LPE_22:6;0",9.59318701532597,6.34642095307436,"Active","yes","18:0;0_22:6;0"
"LPA_18:0;0 --> PA_18:0;0_22:6;0 --> PI_18:0;0_22:6;0 --> DAG_18:0;0_22:6;0 --> PC_18:0;0_22:6;0 --> PS_18:0;0_22:6;0 --> PE_18:0;0_22:6;0","LPA_18:0;0","PE_18:0;0_22:6;0",9.48616084639145,6.25671147386948,"Active","yes","18:0;0_22:6;0"
"LPA_18:0;0 --> PA_18:0;0_22:6;0 --> PI_18:0;0_22:6;0 --> DAG_18:0;0_22:6;0 --> PE_18:0;0_22:6;0 --> PC_18:0;0_22:6;0 --> PS_18:0;0_22:6;0","LPA_18:0;0","PS_18:0;0_22:6;0",9.48616084639145,6.25671147386948,"Active","yes","18:0;0_22:6;0"
"LPA_18:0;0 --> PA_18:0;0_22:6;0 --> PI_18:0;0_22:6;0 --> DAG_18:0;0_22:6;0 --> PE_18:0;0_22:6;0 --> PC_18:0;0_22:6;0 --> PS_18:0;0_22:6;0 --> LPS_22:6;0","LPA_18:0;0","LPS_22:6;0",9.42391101361599,6.24730415498412,"Active","yes","18:0;0_22:6;0"
"LPA_22:6;0 --> PA_18:0;0_22:6;0 --> PI_18:0;0_22:6;0 --> DAG_18:0;0_22:6;0 --> PC_18:0;0_22:6;0 --> PS_18:0;0_22:6;0 --> PE_18:0;0_22:6;0 --> LPE_18:0;0","LPA_22:6;0","LPE_18:0;0",9.26787064332247,6.15593726469801,"Active","yes","18:0;0_22:6;0"
"PA_18:0;0_22:6;0 --> PI_18:0;0_22:6;0 --> DAG_18:0;0_22:6;0 --> PC_18:0;0_22:6;0 --> PS_18:0;0_22:6;0 --> PE_18:0;0_22:6;0 --> LPE_22:6;0","PA_18:0;0_22:6;0","LPE_22:6;0",9.22513608457992,6.10308062723702,"Active","yes","18:0;0_22:6;0"
"LPA_22:6;0 --> PA_18:0;0_22:6;0 --> DAG_18:0;0_22:6;0 --> PC_18:0;0_22:6;0 --> PS_18:0;0_22:6;0 --> PE_18:0;0_22:6;0 --> LPE_22:6;0","LPA_22:6;0","LPE_22:6;0",9.14993383030149,6.05881897974701,"Active","yes","18:0;0_22:6;0"
"PA_18:0;0_22:6;0 --> PI_18:0;0_22:6;0 --> DAG_18:0;0_22:6;0 --> PC_18:0;0_22:6;0 --> PS_18:0;0_22:6;0 --> PE_18:0;0_22:6;0","PA_18:0;0_22:6;0","PE_18:0;0_22:6;0",9.13325237872031,6.02530868243695,"Active","yes","18:0;0_22:6;0"
"PA_18:0;0_22:6;0 --> PI_18:0;0_22:6;0 --> DAG_18:0;0_22:6;0 --> PE_18:0;0_22:6;0 --> PC_18:0;0_22:6;0 --> PS_18:0;0_22:6;0","PA_18:0;0_22:6;0","PS_18:0;0_22:6;0",9.13325237872031,6.02530868243695,"Active","yes","18:0;0_22:6;0"
"LPA_22:6;0 --> PA_18:0;0_22:6;0 --> PI_18:0;0_22:6;0 --> DAG_18:0;0_22:6;0 --> PE_18:0;0_22:6;0 --> PS_18:0;0_22:6;0","LPA_22:6;0","PS_18:0;0_22:6;0",9.11578022414749,6.01496763807022,"Active","yes","18:0;0_22:6;0"
"LPA_22:6;0 --> PA_18:0;0_22:6;0 --> PI_18:0;0_22:6;0 --> DAG_18:0;0_22:6;0 --> PE_18:0;0_22:6;0 --> PC_18:0;0_22:6;0 --> PS_18:0;0_22:6;0 --> LPS_18:0;0","LPA_22:6;0","LPS_18:0;0",9.01881169167076,6.01010486332949,"Active","yes","18:0;0_22:6;0"
"PA_18:0;0_22:6;0 --> PI_18:0;0_22:6;0 --> DAG_18:0;0_22:6;0 --> PE_18:0;0_22:6;0 --> PC_18:0;0_22:6;0 --> PS_18:0;0_22:6;0 --> LPS_22:6;0","PA_18:0;0_22:6;0","LPS_22:6;0",9.044172426808,5.99657119203914,"Active","yes","18:0;0_22:6;0"
"LPA_18:0;0 --> PA_18:0;0_22:6;0 --> PI_18:0;0_22:6;0 --> DAG_18:0;0_22:6;0 --> PC_18:0;0_22:6;0 --> PS_18:0;0_22:6;0 --> PE_18:0;0_22:6;0 --> LPE_18:0;0","LPA_18:0;0","LPE_18:0;0",8.98999096873423,5.9932293597303,"Active","yes","18:0;0_22:6;0"
"LPA_22:6;0 --> PA_18:0;0_22:6;0 --> PI_18:0;0_22:6;0 --> DAG_18:0;0_22:6;0 --> PE_18:0;0_22:6;0 --> PS_18:0;0_22:6;0 --> LPS_22:6;0","LPA_22:6;0","LPS_22:6;0",9.02799635491816,5.98705047223318,"Active","yes","18:0;0_22:6;0"
"LPA_22:6;0 --> PA_18:0;0_22:6;0 --> DAG_18:0;0_22:6;0 --> PC_18:0;0_22:6;0 --> PS_18:0;0_22:6;0 --> PE_18:0;0_22:6;0","LPA_22:6;0","PE_18:0;0_22:6;0",9.05202466040126,5.97723336147726,"Active","yes","18:0;0_22:6;0"
"LPA_22:6;0 --> PA_18:0;0_22:6;0 --> DAG_18:0;0_22:6;0 --> PE_18:0;0_22:6;0 --> PC_18:0;0_22:6;0 --> PS_18:0;0_22:6;0","LPA_22:6;0","PS_18:0;0_22:6;0",9.05202466040126,5.97723336147726,"Active","yes","18:0;0_22:6;0"
