"path","from","to","score","cal_score","Type","Significant","rep_sub_path"
"PS_18:0;0_22:6;0 --> LPS_22:6;0","PS_18:0;0_22:6;0","LPS_22:6;0",2.65438602644632,2.4590590535275,"Active","yes","18:0;0_22:6;0"
"PC_14:0;0_18:0;0 --> LPC_14:0;0","PC_14:0;0_18:0;0","LPC_14:0;0",2.56326507249038,2.40053575814805,"Active","yes","14:0;0_18:0;0"
"PC_16:0;0_22:6;0 --> LPC_16:0;0","PC_16:0;0_22:6;0","LPC_16:0;0",2.45903324411588,2.33359187954412,"Active","yes","16:0;0_22:6;0"
"PC_16:0;0_16:0;0 --> LPC_16:0;0","PC_16:0;0_16:0;0","LPC_16:0;0",2.44290200240398,2.32323143682971,"Active","yes","16:0;0_16:0;0"
"PE_16:0;0_16:0;0 --> PC_16:0;0_16:0;0","PE_16:0;0_16:0;0","PC_16:0;0_16:0;0",2.42359142751485,2.31082903728141,"Active","yes","16:0;0_16:0;0"
"PC_18:0;0_22:6;0 --> PS_18:0;0_22:6;0 --> LPS_18:0;0","PC_18:0;0_22:6;0","LPS_18:0;0",2.13733759665894,2.29544636924323,"Active","yes","18:0;0_22:6;0"
"PE_16:0;0_16:0;0 --> PC_16:0;0_16:0;0 --> LPC_16:0;0","PE_16:0;0_16:0;0","LPC_16:0;0",2.13170062322343,2.29181468354354,"Active","yes","16:0;0_16:0;0"
"DAG_18:0;0_18:2;0 --> PC_18:0;0_18:2;0 --> LPC_18:0;0","DAG_18:0;0_18:2;0","LPC_18:0;0",2.05668655350424,2.24348599663525,"Active","yes","18:0;0_18:2;0"
"DAG_18:0;0_18:2;0 --> PE_18:0;0_18:2;0 --> PC_18:0;0_18:2;0 --> LPC_18:0;0","DAG_18:0;0_18:2;0","LPC_18:0;0",1.74420766095747,2.19802893298544,"Active","yes","18:0;0_18:2;0"
"PC_14:0;0_18:2;0 --> LPC_14:0;0","PC_14:0;0_18:2;0","LPC_14:0;0",2.2460798485168,2.19682054505252,"Active","yes","14:0;0_18:2;0"
"PC_16:0;0_18:2;0 --> PG_16:0;0_18:2;0","PC_16:0;0_18:2;0","PG_16:0;0_18:2;0",2.17593357980914,2.15176843985474,"Active","yes","16:0;0_18:2;0"
"PC_16:0;0_18:2;0 --> PG_16:0;0_18:2;0 --> CL_72:7;0","PC_16:0;0_18:2;0","CL_72:7;0",1.8284589786219,2.0964477269931,"Active","yes","16:0;0_18:2;0"
"DAG_18:0;0_18:2;0 --> PC_18:0;0_18:2;0","DAG_18:0;0_18:2;0","PC_18:0;0_18:2;0",2.08541423201604,2.09363153172917,"Active","yes","18:0;0_18:2;0"
"PC_16:0;0_18:0;0 --> PS_16:0;0_18:0;0","PC_16:0;0_18:0;0","PS_16:0;0_18:0;0",2.05247193909852,2.07247403221682,"Active","yes","16:0;0_18:0;0"
"PC_14:0;0_18:0;0 --> LPC_18:0;0","PC_14:0;0_18:0;0","LPC_18:0;0",2.00756053929308,2.04362926048638,"Active","yes","14:0;0_18:0;0"
"PI_18:0;0_22:6;0 --> LPI_18:0;0","PI_18:0;0_22:6;0","LPI_18:0;0",2.00052282120636,2.03910921941454,"Active","yes","18:0;0_22:6;0"
"PC_16:0;0_18:2;0 --> PG_16:0;0_18:2;0 --> CL_72:6;0","PC_16:0;0_18:2;0","CL_72:6;0",1.73824207557866,2.03832443789102,"Active","yes","16:0;0_18:2;0"
"PC_18:0;0_18:2;0 --> LPC_18:0;0","PC_18:0;0_18:2;0","LPC_18:0;0",1.9987688384311,2.03798270737104,"Active","yes","18:0;0_18:2;0"
"PE_14:0;0_18:0;0 --> PC_14:0;0_18:0;0 --> LPC_14:0;0","PE_14:0;0_18:0;0","LPC_14:0;0",1.69713982952849,2.0118438378113,"Active","yes","14:0;0_18:0;0"
"PE_18:1;0_22:5;0 --> PC_18:1;0_22:5;0 --> LPC_18:1;0","PE_18:1;0_22:5;0","LPC_18:1;0",1.69413277044722,2.00990650502297,"Active","yes","18:1;0_22:5;0"
"PE_16:0;0_20:4;0 --> PC_16:0;0_20:4;0 --> LPC_16:0;0","PE_16:0;0_20:4;0","LPC_16:0;0",1.68141402985738,2.00171230846578,"Active","yes","16:0;0_20:4;0"
"PE_16:0;0_18:2;0 --> PC_16:0;0_18:2;0 --> PG_16:0;0_18:2;0 --> CL_72:7;0","PE_16:0;0_18:2;0","CL_72:7;0",1.42836084210145,1.99388950960398,"Active","yes","16:0;0_18:2;0"
"PE_18:1;0_22:5;0 --> PC_18:1;0_22:5;0","PE_18:1;0_22:5;0","PC_18:1;0_22:5;0",1.92571459753253,1.99106292950199,"Active","yes","18:1;0_22:5;0"
"DAG_18:0;0_18:2;0 --> PE_18:0;0_18:2;0 --> PC_18:0;0_18:2;0","DAG_18:0;0_18:2;0","PC_18:0;0_18:2;0",1.66008456190769,1.98797055065527,"Active","yes","18:0;0_18:2;0"
"PE_16:0;0_20:4;0 --> PC_16:0;0_20:4;0","PE_16:0;0_20:4;0","PC_16:0;0_20:4;0",1.87210523163339,1.95663180669859,"Active","no","16:0;0_20:4;0"
"PE_16:0;0_18:2;0 --> PC_16:0;0_18:2;0 --> PG_16:0;0_18:2;0","PE_16:0;0_18:2;0","PG_16:0;0_18:2;0",1.59751238299247,1.94765769660959,"Active","no","16:0;0_18:2;0"
"PC_14:0;0_16:0;0 --> LPC_16:0;0","PC_14:0;0_16:0;0","LPC_16:0;0",1.85616500468125,1.94639404502209,"Active","no","14:0;0_16:0;0"
"PE_16:0;0_18:2;0 --> PC_16:0;0_18:2;0 --> PG_16:0;0_18:2;0 --> CL_72:6;0","PE_16:0;0_18:2;0","CL_72:6;0",1.35023071221525,1.94339212064354,"Active","no","16:0;0_18:2;0"
"PE_18:0;0_18:2;0 --> PC_18:0;0_18:2;0 --> LPC_18:0;0","PE_18:0;0_18:2;0","LPC_18:0;0",1.58933889429245,1.94239183144842,"Active","no","18:0;0_18:2;0"
"PE_18:0;0_20:4;0 --> PC_18:0;0_20:4;0 --> LPC_18:0;0","PE_18:0;0_20:4;0","LPC_18:0;0",1.57581897510896,1.93368146626373,"Active","no","18:0;0_20:4;0"
"PC_16:0;0_18:2;0 --> LPC_16:0;0","PC_16:0;0_18:2;0","LPC_16:0;0",1.81791953912979,1.92183053267701,"Active","no","16:0;0_18:2;0"
"PC_16:0;0_18:2;0 --> PG_16:0;0_18:2;0 --> CL_70:5;0","PC_16:0;0_18:2;0","CL_70:5;0",1.54118477694435,1.91136798126441,"Active","no","16:0;0_18:2;0"
"PC_16:0;0_18:2;0 --> PG_16:0;0_18:2;0 --> CL_68:4;0","PC_16:0;0_18:2;0","CL_68:4;0",1.52739450750388,1.9024834397822,"Active","no","16:0;0_18:2;0"
"PI_18:0;0_18:2;0 --> DAG_18:0;0_18:2;0 --> PC_18:0;0_18:2;0 --> LPC_18:0;0","PI_18:0;0_18:2;0","LPC_18:0;0",1.26882040642041,1.89077467481186,"Active","no","18:0;0_18:2;0"
"PC_18:0;0_22:6;0 --> LPC_18:0;0","PC_18:0;0_22:6;0","LPC_18:0;0",1.7627673030094,1.88640848686665,"Active","no","18:0;0_22:6;0"
"PI_18:0;0_18:2;0 --> DAG_18:0;0_18:2;0 --> PE_18:0;0_18:2;0 --> PC_18:0;0_18:2;0 --> LPC_18:0;0","PI_18:0;0_18:2;0","LPC_18:0;0",1.10183167669058,1.88278216402903,"Active","no","18:0;0_18:2;0"
"PC_16:0;0_18:0;0 --> PS_16:0;0_18:0;0 --> LPS_18:0;0","PC_16:0;0_18:0;0","LPS_18:0;0",1.45936848849144,1.85865688582004,"Active","no","16:0;0_18:0;0"
"PC_15:0;0_16:0;0 --> LPC_16:0;0","PC_15:0;0_16:0;0","LPC_16:0;0",1.71877720382223,1.85815542918086,"Active","no","15:0;0_16:0;0"
"PC_16:0;0_20:4;0 --> LPC_16:0;0","PC_16:0;0_20:4;0","LPC_16:0;0",1.71510142823104,1.85579462750646,"Active","no","16:0;0_20:4;0"
"PE_16:0;0_22:5;0 --> PC_16:0;0_22:5;0 --> LPC_16:0;0","PE_16:0;0_22:5;0","LPC_16:0;0",1.44251808667473,1.84780081846192,"Active","no","16:0;0_22:5;0"
"PA_18:0;0_18:2;0 --> DAG_18:0;0_18:2;0 --> PC_18:0;0_18:2;0 --> LPC_18:0;0","PA_18:0;0_18:2;0","LPC_18:0;0",1.19275123288535,1.84160933169143,"Active","no","18:0;0_18:2;0"
"PA_18:0;0_18:2;0 --> DAG_18:0;0_18:2;0 --> PE_18:0;0_18:2;0 --> PC_18:0;0_18:2;0 --> LPC_18:0;0","PA_18:0;0_18:2;0","LPC_18:0;0",1.03379333948393,1.83921051826219,"Active","no","18:0;0_18:2;0"
"DAG_18:0;0_18:2;0 --> PC_18:0;0_18:2;0 --> PS_18:0;0_18:2;0 --> PE_18:0;0_18:2;0 --> LPE_18:0;0","DAG_18:0;0_18:2;0","LPE_18:0;0",1.0292259713153,1.83628558276111,"Active","no","18:0;0_18:2;0"
"PI_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> PC_16:0;0_18:1;0 --> LPC_16:0;0","PI_16:0;0_18:1;0","LPC_16:0;0",1.18416100853253,1.83605726232928,"Active","no","16:0;0_18:1;0"
"PE_16:0;0_18:2;0 --> PC_16:0;0_18:2;0 --> PG_16:0;0_18:2;0 --> CL_70:5;0","PE_16:0;0_18:2;0","CL_70:5;0",1.17957408559679,1.83309262331032,"Active","no","16:0;0_18:2;0"
"PE_16:0;0_18:2;0 --> PC_16:0;0_18:2;0 --> PG_16:0;0_18:2;0 --> CL_68:4;0","PE_16:0;0_18:2;0","CL_68:4;0",1.16763136193632,1.82537375271829,"Active","no","16:0;0_18:2;0"
"PI_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> PC_16:0;0_18:1;0 --> LPC_18:1;0","PI_16:0;0_18:1;0","LPC_18:1;0",1.15726821482508,1.81867580058007,"Active","no","16:0;0_18:1;0"
"PC_16:0;0_20:5;0 --> LPC_16:0;0","PC_16:0;0_20:5;0","LPC_16:0;0",1.64673903363643,1.81188823234689,"Active","no","16:0;0_20:5;0"
"DAG_16:0;0_18:1;0 --> PC_16:0;0_18:1;0 --> LPC_16:0;0","DAG_16:0;0_18:1;0","LPC_16:0;0",1.38543251971766,1.81102277798528,"Active","no","16:0;0_18:1;0"
"PC_16:0;0_18:2;0 --> PG_16:0;0_18:2;0 --> CL_70:6;0","PC_16:0;0_18:2;0","CL_70:6;0",1.38442787597486,1.81037552456892,"Active","no","16:0;0_18:2;0"
"PC_16:0;0_20:3;0 --> LPC_16:0;0","PC_16:0;0_20:3;0","LPC_16:0;0",1.63716745111296,1.8057407928508,"Active","no","16:0;0_20:3;0"
"PC_16:0;0_18:2;0 --> PG_16:0;0_18:2;0 --> CL_72:4;0","PC_16:0;0_18:2;0","CL_72:4;0",1.35808316354259,1.79340263716801,"Active","no","16:0;0_18:2;0"
"DAG_16:0;0_18:1;0 --> PC_16:0;0_18:1;0 --> LPC_18:1;0","DAG_16:0;0_18:1;0","LPC_18:1;0",1.35437939634514,1.79101644207239,"Active","no","16:0;0_18:1;0"
"PE_18:0;0_20:5;0 --> LPE_18:0;0","PE_18:0;0_20:5;0","LPE_18:0;0",1.61003231955677,1.78831299770292,"Active","no","18:0;0_20:5;0"
"PC_18:0;0_18:1;0 --> LPC_18:0;0","PC_18:0;0_18:1;0","LPC_18:0;0",1.59894106137918,1.78118953213023,"Active","no","18:0;0_18:1;0"
"DAG_18:0;0_18:1;0 --> PC_18:0;0_18:1;0 --> LPC_18:0;0","DAG_18:0;0_18:1;0","LPC_18:0;0",1.33684322066823,1.77971855692857,"Active","no","18:0;0_18:1;0"
"PC_16:0;0_22:5;0 --> LPC_16:0;0","PC_16:0;0_22:5;0","LPC_16:0;0",1.58689951625558,1.77345573576946,"Active","no","16:0;0_22:5;0"
"PE_16:0;0_22:5;0 --> PC_16:0;0_22:5;0","PE_16:0;0_22:5;0","PC_16:0;0_22:5;0",1.57951865042418,1.7687153048098,"Active","no","16:0;0_22:5;0"
"PE_16:0;0_18:2;0 --> PC_16:0;0_18:2;0 --> LPC_16:0;0","PE_16:0;0_18:2;0","LPC_16:0;0",1.30519514285367,1.75932891469645,"Active","no","16:0;0_18:2;0"
"DAG_18:0;0_18:1;0 --> PE_18:0;0_18:1;0 --> PC_18:0;0_18:1;0 --> LPC_18:0;0","DAG_18:0;0_18:1;0","LPC_18:0;0",1.06329398197612,1.75793798540756,"Active","no","18:0;0_18:1;0"
"PC_18:1;0_22:6;0 --> LPC_18:1;0","PC_18:1;0_22:6;0","LPC_18:1;0",1.54995572147202,1.74972823379883,"Active","no","18:1;0_22:6;0"
"PE_16:0;0_18:2;0 --> PC_16:0;0_18:2;0 --> PG_16:0;0_18:2;0 --> CL_70:6;0","PE_16:0;0_18:2;0","CL_70:6;0",1.0438186271387,1.74535059345262,"Active","no","16:0;0_18:2;0"
"PC_16:0;0_18:1;0 --> LPC_16:0;0","PC_16:0;0_18:1;0","LPC_16:0;0",1.53172072995901,1.73801663785709,"Active","no","16:0;0_18:1;0"
"PI_18:1;0_22:6;0 --> LPI_18:1;0","PI_18:1;0_22:6;0","LPI_18:1;0",1.53135281628619,1.73778034181744,"Active","no","18:1;0_22:6;0"
"PE_16:0;0_18:2;0 --> PC_16:0;0_18:2;0 --> PG_16:0;0_18:2;0 --> CL_72:4;0","PE_16:0;0_18:2;0","CL_72:4;0",1.02100343691695,1.73060458526716,"Active","no","16:0;0_18:2;0"
"PE_18:0;0_18:2;0 --> PC_18:0;0_18:2;0","PE_18:0;0_18:2;0","PC_18:0;0_18:2;0",1.51303258323953,1.72601399869368,"Active","no","18:0;0_18:2;0"
"DAG_16:0;0_18:1;0 --> PC_16:0;0_18:1;0","DAG_16:0;0_18:1;0","PC_16:0;0_18:1;0",1.50960339506303,1.72381157012097,"Active","no","16:0;0_18:1;0"
"PE_18:1;0_24:0;0 --> PS_18:1;0_24:0;0 --> LPS_18:1;0","PE_18:1;0_24:0;0","LPS_18:1;0",1.24477247168753,1.72040090601913,"Active","no","18:1;0_24:0;0"
"PE_14:0;0_18:0;0 --> PC_14:0;0_18:0;0 --> LPC_18:0;0","PE_14:0;0_18:0;0","LPC_18:0;0",1.24340897816685,1.71952245945958,"Active","no","14:0;0_18:0;0"
"PE_18:0;0_20:4;0 --> PC_18:0;0_20:4;0","PE_18:0;0_20:4;0","PC_18:0;0_20:4;0",1.49647413155794,1.71537917633156,"Active","no","18:0;0_20:4;0"
"PC_16:0;0_18:1;0 --> LPC_18:1;0","PC_16:0;0_18:1;0","LPC_18:1;0",1.49368857636783,1.71359012713805,"Active","no","16:0;0_18:1;0"
"PA_16:0;0_18:1;0 --> PI_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> PC_16:0;0_18:1;0 --> LPC_16:0;0","PA_16:0;0_18:1;0","LPC_16:0;0",0.834201180485492,1.71139200877533,"Active","no","16:0;0_18:1;0"
"DAG_18:0;0_18:2;0 --> PC_18:0;0_18:2;0 --> PS_18:0;0_18:2;0 --> PE_18:0;0_18:2;0","DAG_18:0;0_18:2;0","PE_18:0;0_18:2;0",0.98595371259392,1.70795110235763,"Active","no","18:0;0_18:2;0"
"DAG_18:0;0_18:2;0 --> PE_18:0;0_18:2;0 --> PC_18:0;0_18:2;0 --> PS_18:0;0_18:2;0","DAG_18:0;0_18:2;0","PS_18:0;0_18:2;0",0.98595371259392,1.70795110235763,"Active","no","18:0;0_18:2;0"
"PC_15:0;0_18:0;0 --> LPC_18:0;0","PC_15:0;0_18:0;0","LPC_18:0;0",1.48066022684838,1.70522254631134,"Active","no","15:0;0_18:0;0"
"PC_16:0;0_18:0;0 --> LPC_18:0;0","PC_16:0;0_18:0;0","LPC_18:0;0",1.47551124132804,1.70191556161212,"Active","no","16:0;0_18:0;0"
"PC_18:0;0_20:3;0 --> LPC_18:0;0","PC_18:0;0_20:3;0","LPC_18:0;0",1.47524563829075,1.70174497554678,"Active","no","18:0;0_20:3;0"
"PI_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> PC_16:0;0_18:1;0","PI_16:0;0_18:1;0","PC_16:0;0_18:1;0",1.21450484498842,1.70090063547423,"Active","no","16:0;0_18:1;0"
"PA_16:0;0_18:1;0 --> PI_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> PC_16:0;0_18:1;0 --> LPC_18:1;0","PA_16:0;0_18:1;0","LPC_18:1;0",0.810147534551595,1.69598809117444,"Active","no","16:0;0_18:1;0"
"PA_18:0;0_18:1;0 --> DAG_18:0;0_18:1;0 --> PC_18:0;0_18:1;0 --> LPC_18:0;0","PA_18:0;0_18:1;0","LPC_18:0;0",0.96498978482642,1.69440160978471,"Active","no","18:0;0_18:1;0"
"PC_16:0;0_22:4;0 --> LPC_16:0;0","PC_16:0;0_22:4;0","LPC_16:0;0",1.4638039231949,1.69439642570032,"Active","no","16:0;0_22:4;0"
"PC_16:0;0_18:2;0 --> PG_16:0;0_18:2;0 --> CL_70:4;0","PC_16:0;0_18:2;0","CL_70:4;0",1.19771656827721,1.6900845929379,"Active","no","16:0;0_18:2;0"
"PE_18:0;0_18:1;0 --> PC_18:0;0_18:1;0 --> LPC_18:0;0","PE_18:0;0_18:1;0","LPC_18:0;0",1.19647282249607,1.68928329525234,"Active","no","18:0;0_18:1;0"
"PA_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> PC_16:0;0_18:1;0 --> LPC_16:0;0","PA_16:0;0_18:1;0","LPC_16:0;0",0.948324022010113,1.68363012497491,"Active","no","16:0;0_18:1;0"
"DAG_18:0;0_18:2;0 --> PC_18:0;0_18:2;0 --> PS_18:0;0_18:2;0","DAG_18:0;0_18:2;0","PS_18:0;0_18:2;0",1.18113031110065,1.67939870383647,"Active","no","18:0;0_18:2;0"
"PS_16:0;0_18:2;0 --> PE_16:0;0_18:2;0 --> PC_16:0;0_18:2;0 --> PG_16:0;0_18:2;0 --> CL_72:7;0","PS_16:0;0_18:2;0","CL_72:7;0",0.782909799909832,1.67854508809667,"Active","no","16:0;0_18:2;0"
"PA_18:0;0_18:1;0 --> DAG_18:0;0_18:1;0 --> PE_18:0;0_18:1;0 --> PC_18:0;0_18:1;0 --> LPC_18:0;0","PA_18:0;0_18:1;0","LPC_18:0;0",0.778637846064255,1.67580933547052,"Active","no","18:0;0_18:1;0"
"PI_18:0;0_18:2;0 --> DAG_18:0;0_18:2;0 --> PE_18:0;0_18:2;0 --> PC_18:0;0_18:2;0","PI_18:0;0_18:2;0","PC_18:0;0_18:2;0",0.925353006506298,1.66878340314811,"Active","no","18:0;0_18:2;0"
"PS_18:0;0_18:2;0 --> PE_18:0;0_18:2;0 --> PC_18:0;0_18:2;0 --> LPC_18:0;0","PS_18:0;0_18:2;0","LPC_18:0;0",0.924686167231431,1.66835240882766,"Active","no","18:0;0_18:2;0"
"PC_14:0;0_17:0;0 --> LPC_14:0;0","PC_14:0;0_17:0;0","LPC_14:0;0",1.42230593225378,1.66774394812996,"Active","no","14:0;0_17:0;0"
"PA_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> PC_16:0;0_18:1;0 --> LPC_18:1;0","PA_16:0;0_18:1;0","LPC_18:1;0",0.92143122830266,1.6662486632257,"Active","no","16:0;0_18:1;0"
"PE_16:0;0_18:2;0 --> PC_16:0;0_18:2;0","PE_16:0;0_18:2;0","PC_16:0;0_18:2;0",1.41133307925493,1.66069652940432,"Active","no","16:0;0_18:2;0"
"PC_16:0;0_18:2;0 --> PG_16:0;0_18:2;0 --> CL_68:2;0","PC_16:0;0_18:2;0","CL_68:2;0",1.13957149194798,1.65262395122504,"Active","no","16:0;0_18:2;0"
"PA_18:0;0_18:2;0 --> PI_18:0;0_18:2;0 --> DAG_18:0;0_18:2;0 --> PE_18:0;0_18:2;0 --> PC_18:0;0_18:2;0 --> LPC_18:0;0","PA_18:0;0_18:2;0","LPC_18:0;0",0.525410401285465,1.65036063946461,"Active","no","18:0;0_18:2;0"
"PI_18:0;0_18:2;0 --> DAG_18:0;0_18:2;0 --> PC_18:0;0_18:2;0 --> PS_18:0;0_18:2;0 --> PE_18:0;0_18:2;0 --> LPE_18:0;0","PI_18:0;0_18:2;0","LPE_18:0;0",0.521240983661483,1.64766070220459,"Active","no","18:0;0_18:2;0"
"PE_16:0;0_18:2;0 --> PC_16:0;0_18:2;0 --> PG_16:0;0_18:2;0 --> CL_70:4;0","PE_16:0;0_18:2;0","CL_70:4;0",0.882121891498719,1.64084208994524,"Active","no","16:0;0_18:2;0"
"DAG_18:0;0_18:2;0 --> PE_18:0;0_18:2;0 --> PC_18:0;0_18:2;0 --> PS_18:0;0_18:2;0 --> LPS_18:0;0","DAG_18:0;0_18:2;0","LPS_18:0;0",0.714188547766024,1.6345361046618,"Active","no","18:0;0_18:2;0"
"PI_18:0;0_18:2;0 --> DAG_18:0;0_18:2;0 --> PC_18:0;0_18:2;0","PI_18:0;0_18:2;0","PC_18:0;0_18:2;0",1.11115464315511,1.63431606587271,"Active","no","18:0;0_18:2;0"
"PS_16:0;0_18:2;0 --> PE_16:0;0_18:2;0 --> PC_16:0;0_18:2;0 --> PG_16:0;0_18:2;0 --> CL_72:6;0","PS_16:0;0_18:2;0","CL_72:6;0",0.71302808730326,1.63379294757881,"Active","no","16:0;0_18:2;0"
"DAG_18:0;0_18:1;0 --> PC_18:0;0_18:1;0 --> LPC_18:1;0","DAG_18:0;0_18:1;0","LPC_18:1;0",1.1046836431424,1.63014704885006,"Active","no","18:0;0_18:1;0"
"DAG_18:0;0_18:1;0 --> PE_18:0;0_18:1;0 --> PC_18:0;0_18:1;0 --> LPC_18:1;0","DAG_18:0;0_18:1;0","LPC_18:1;0",0.862237890106891,1.62799057985771,"Active","no","18:0;0_18:1;0"
"PI_16:0;0_18:1;0 --> DAG_16:0;0_18:1;0 --> PC_16:0;0_18:1;0 --> PS_16:0;0_18:1;0 --> LPS_18:1;0","PI_16:0;0_18:1;0","LPS_18:1;0",0.691627249291594,1.62008788406255,"Active","no","16:0;0_18:1;0"
"PA_18:0;0_18:2;0 --> DAG_18:0;0_18:2;0 --> PE_18:0;0_18:2;0 --> PC_18:0;0_18:2;0","PA_18:0;0_18:2;0","PC_18:0;0_18:2;0",0.849283832971235,1.61961806002768,"Active","no","18:0;0_18:2;0"
"DAG_18:0;0_18:2;0 --> PC_18:0;0_18:2;0 --> PS_18:0;0_18:2;0 --> LPS_18:0;0","DAG_18:0;0_18:2;0","LPS_18:0;0",0.835422212777401,1.61065896028512,"Active","no","18:0;0_18:2;0"
