"edge_name","FC_ctrl","FC_exp","FC_exp_ctrl","statistics","p_value","mlog10p","adj_p_value","mlog10padj","perturbation_score","Mode","edge_type","node1_log2FC","node2_log2FC","FA_change"
"LPE_18:0;0 --> PE_18:0;0_22:6;0",0.33541748132175,18.8849161273615,56.3027187877729,4.61682411529661,0.000744215839339922,3.12830109101333,0.147106664242858,0.832367652368727,18.1914859222832,"Increase","Non-change",0.151785133419143,8.29810702736056," (22:6)"
"PC_18:1;0_19:1;0 --> LPC_18:1;0",0.69369560051793,10.3742726874251,14.9550792590863,2.68726333509419,0.0211322115406423,1.67505505052751,0.544843541026126,0.263728193180837,6.53700895424115,"Increase","Increase",-3.97512544589208,0.110192516686675," (19:1)"
"LPC_16:0;0 --> PC_16:0;0_22:6;0",1.29540533508017,29.2072482627602,22.5468025117811,2.32621884519414,0.0401356430831518,1.39646977404197,0.663636744379296,0.178069575873443,6.27692348521761,"Increase","Non-change",0.225289812949038,6.55882343215239," (22:6)"
"PI_18:1;0_20:1;0 --> LPI_18:1;0",0.583055720923028,24.9720099397511,42.8295427754627,1.97149996817709,0.0743411115625548,1.12877094953738,0.663636744379296,0.178069575873443,6.11854172870905,"Increase","Non-change",-2.72269574453208,-0.0865419672269854," (20:1)"
"LPI_18:0;0 --> PI_18:0;0_22:6;0",0.563337286868729,6.88963458686401,12.2300347366665,2.70852993772082,0.0203442630391136,1.69155803762899,0.544843541026126,0.263728193180837,6.1105108354389,"Increase","Non-change",0.0633039483860454,4.5675785660008," (22:6)"
"PS_18:0;0_22:6;0 --> PE_18:0;0_22:6;0",0.227230472368833,10.1707056544278,44.7594266226715,1.87762740965597,0.0871852008348509,1.05955722769609,0.663636744379296,0.178069575873443,5.81073861281798,"Increase","Non-change",3.98663662268223,8.29810702736056,""
"PI_18:1;0_20:2;0 --> LPI_18:1;0",0.119520703462971,2.77624756457674,23.2281728950571,2.07847369366967,0.0618610464637292,1.20858273758892,0.663636744379296,0.178069575873443,5.48431130606027,"Increase","Non-change",-2.63404863010031,-0.0865419672269854," (20:2)"
"LPE_18:1;0 --> PE_18:1;0_22:6;0",1.42479323947141,22.6887803983891,15.9242616892305,2.29436793510758,0.0424503863309465,1.37211835299047,0.663636744379296,0.178069575873443,5.47908068549188,"Increase","Increase",-0.439168211983054,5.21821358933462," (22:6)"
"PE_18:1;0_20:2;0 --> LPE_18:1;0",0.565796841490969,6.03484423094473,10.6660974194234,2.27381633200194,0.044011625269969,1.35643259342873,0.663636744379296,0.178069575873443,4.63216373428159,"Increase","Non-change",-2.94817699242241,-0.439168211983054," (20:2)"
"PC_14:0;0_17:1;0 --> LPC_14:0;0",0.0807042857192592,1.31852787096102,16.337767681232,1.84046259124354,0.0928127910710316,1.03239216700571,0.663636744379296,0.178069575873443,4.16068390302794,"Increase","Increase",-1.84937120828237,2.27882573169687," (17:1)"
"PG_18:1;0_18:1;0 --> CL_72:6;0",0.416713512801644,1.3516939493706,3.24370078686172,3.67787119520847,0.00363930938238423,2.43898102291035,0.359685077292308,0.444077579929733,4.14051356125343,"Increase","Non-change",-3.43526259225862,-0.045118051190804," (36:4)"
"PG_18:1;0_18:1;0 --> CL_68:2;0",0.151504660691377,0.368295880923267,2.43092112970376,4.37540562568553,0.00110753816365225,2.95564129988772,0.164192532761446,0.78464659785142,3.78766344822483,"Increase","Non-change",-3.43526259225862,-1.16683413917952," (32:0)"
"PI_18:0;0_20:2;0 --> LPI_18:0;0",0.695091957280457,7.94761005161395,11.4338972971417,1.87047493153082,0.0882432890637282,1.05431831294766,0.663636744379296,0.178069575873443,3.70618752759877,"Increase","Increase",-2.50148104449204,0.0633039483860454," (20:2)"
"LPE_18:0;0 --> PE_18:0;0_20:5;0",0.1419663590255,1.08568285489141,7.64746565555295,2.1278512377409,0.0567910257566447,1.24572028704066,0.663636744379296,0.178069575873443,3.65616627407986,"Increase","Non-change",0.151785133419143,4.21681861407049," (20:5)"
"LPC_18:1;0 --> PC_18:1;0_22:6;0",0.97480389624648,10.1508062568472,10.4131777641978,1.90446851870352,0.0833177519660852,1.07926245646187,0.663636744379296,0.178069575873443,3.64827242720502,"Increase","Non-change",0.110192516686675,4.84136222813611," (22:6)"
"PC_14:0;0_20:2;0 --> LPC_14:0;0",0.293726370034677,3.25604814829865,11.0853109576585,1.81221911463602,0.0973095941148352,1.01184433891231,0.663636744379296,0.178069575873443,3.51168402934654,"Increase","Increase",-4.53525313554791,2.27882573169687," (20:2)"
"PE_16:1;0_20:3;0 --> PC_16:1;0_20:3;0",1.15333744481761,5.16886424570154,4.48165822494296,2.44236597412899,0.032685314999224,1.4856473252379,0.649860060504603,0.187180153347539,3.21498929130368,"Increase","Increase",-2.033433693645,1.36316750578282,""
"LPE_22:6;0 --> PE_18:0;0_22:6;0",17.7820454024307,328.10272923685,18.4513492014816,1.37583355448298,0.196238914995599,0.707214866007984,0.697441750294695,0.156492058422781,2.97430131857831,"Increase","Non-change",6.95006224973679,8.29810702736056," (18:0)"
"PE_18:1;0_20:2;0 --> PC_18:1;0_20:2;0",3.06155888119112,13.6174353868112,4.44787636470779,2.1470732455857,0.0549257954160812,1.26022364506173,0.663636744379296,0.178069575873443,2.71340855925652,"Increase","Non-change",-2.94817699242241,-2.23328741789904,""
"PC_14:0;0_14:0;0 --> LPC_14:0;0",0.0285361789070389,0.0894169307291282,3.13345844306689,2.53766317750491,0.0275945107248332,1.55917730195708,0.58441231642236,0.233280639935032,2.56914353571652,"Increase","Increase",-0.103436736961045,2.27882573169687," (14:0)"
"PC_18:1;0_19:1;0 --> PS_18:1;0_19:1;0",0.509938631523817,1.38166035206866,2.7094639759689,2.80713138374199,0.0170558071881298,1.76812772222227,0.544843541026126,0.263728193180837,2.54258086488742,"Increase","Non-change",-3.97512544589208,-Inf,""
"PE_17:0;0_20:4;0 --> PC_17:0;0_20:4;0",0.839342712306296,2.87989501510604,3.43113125649574,2.34008849465471,0.039166179177816,1.40708879360217,0.663636744379296,0.178069575873443,2.50276676931209,"Increase","Increase",-0.452889353606158,4.00180387361877,""
"PS_18:1;0_20:1;0 --> LPS_18:1;0",0.820573528028932,6.04308160084755,7.36446082456913,1.61191628445874,0.135277218141908,0.868775336206004,0.663636744379296,0.178069575873443,2.50257677532005,"Increase","Increase",-2.09526879252733,0.290554065864819," (20:1)"
"PI_16:0;0_20:2;0 --> DAG_16:0;0_20:2;0",0.130098167782757,0.350216644620783,2.69194140539771,2.73068662390797,0.0195543261440446,1.70875714555002,0.544843541026126,0.263728193180837,2.44121078274279,"Increase","Non-change",-2.4629708517269,-2.63928059566475,""
"PE_17:0;0_20:3;0 --> PC_17:0;0_20:3;0",2.44046210970984,6.66508697978844,2.73107578817558,2.68781874692638,0.0211112533971022,1.67548598141116,0.544843541026126,0.263728193180837,2.42856557621002,"Increase","Non-change",-Inf,-0.18950010489274,""
"PA_18:0;0_18:2;0 --> DAG_18:0;0_18:2;0",1.62118041026747,10.4053991564875,6.41840913607559,1.6434359876536,0.128541550625699,0.890956465401792,0.663636744379296,0.178069575873443,2.38973746934766,"Increase","Increase",-4.95630343907821,1.04458653147868,""
"PE_18:1;0_22:6;0 --> LPE_22:6;0",0.0188713673194884,0.352086088504007,18.6571583575934,1.13244222691433,0.281530042646813,0.550475253887048,0.740392917273912,0.13053774443503,2.32391790883134,"Increase","Non-change",5.21821358933462,6.95006224973679," (18:1)"
"LPS_18:0;0 --> PS_18:0;0_22:6;0",5.45920037820705,47.0187896793591,8.61276128772568,1.43610780069555,0.178795014907463,0.747644594199844,0.697441750294695,0.156492058422781,2.32253987321451,"Increase","Increase",-0.334337460202692,3.98663662268223," (22:6)"
"PS_18:0;0_22:6;0 --> LPS_22:6;0",0.0386536202385749,0.436278975249687,11.2868852272289,1.28049231894037,0.226713677635214,0.644522278098839,0.708260999791544,0.149806671856345,2.25362080950212,"Increase","Non-change",3.98663662268223,Inf," (18:0)"
"PE_16:0;0_20:2;0 --> PC_16:0;0_20:2;0",10.2293366968056,32.4397121664418,3.17124297771643,2.23591698045967,0.047036479766589,1.32756518852955,0.663636744379296,0.178069575873443,2.2104603191329,"Increase","Non-change",-2.15634323893274,-0.819999860092264,""
"LPC_16:0;0 --> PC_16:0;0_20:5;0",0.53741065729168,4.61154125087355,8.58103796101429,1.38242861270526,0.194263237829973,0.71160937705409,0.697441750294695,0.156492058422781,2.20680896131543,"Increase","Non-change",0.225289812949038,4.99775226345774," (20:5)"
"PC_14:0;0_18:1;0 --> LPC_14:0;0",0.0042925278532274,0.0153946314342031,3.58637892649397,2.05646814255388,0.064255467639956,1.19208991134561,0.663636744379296,0.178069575873443,2.19645895347448,"Increase","Increase",-0.34848683654705,2.27882573169687," (18:1)"
"PI_18:0;0_19:2;0 --> LPI_18:0;0",11.0639770657503,38.8389643176221,3.51039812237611,2.03058908708527,0.0671827834268554,1.1727420070159,0.663636744379296,0.178069575873443,2.12458006620106,"Increase","Increase",-2.227574952277,0.0633039483860454," (19:2)"
"LPS_22:6;0 --> PS_18:0;0_22:6;0",31.0289165232915,115.296165623813,3.7157651166217,1.93375735751139,0.0792786435278503,1.10084378931755,0.663636744379296,0.178069575873443,2.08462308831606,"Increase","Non-change",Inf,3.98663662268223," (18:0)"
