"edge_name","FC_ctrl","FC_exp","FC_exp_ctrl","statistics","p_value","mlog10p","adj_p_value","mlog10padj","perturbation_score","Mode","edge_type","node1_log2FC","node2_log2FC","FA_change"
"w3-22:5;0 --> w3-22:6;0",0.144716321502073,8.22316801552584,56.8226716252463,3.37798014604004,0.00616455833093763,2.21009803363562,0.0369873499856258,1.43194678325198,12.8813237962112,"Increase","Non-change",0.428815603237026,5.73408860378534," (0:1)"
"w3-20:4;0 --> w3-20:5;0",0.00919049717961351,0.0908756124162195,9.88799742170653,3.82396658266068,0.00282370432242893,2.54918078136685,0.0282370432242893,1.54918078136685,8.42677176268918,"Increase","Non-change",0.0424222435673563,3.34774417471119," (0:1)"
"w3-24:6;0 --> w3-22:6;0",5.75955698864551,111.005590862987,19.2732863103578,2.07466023252069,0.0622698790786631,1.20572197763046,0.143699720950761,0.842544075217635,5.1466612568003,"Increase","Non-change",4.95436487206344,5.73408860378534," (2:0)"
"w9-20:2;0 --> w9-20:3;0",2.0420397689374,6.44295896607914,3.15515841762073,2.87906644205609,0.0149963092036051,1.82401561359357,0.0499876973453503,1.30113686831324,3.02369337965725,"Increase","Non-change",-2.4340987849366,-0.498306491469371," (0:1)"
"w6-22:4;0 --> w6-22:5;0",1.05631939704349,3.48703306173709,3.301116188434,1.44036194034489,0.177614984862207,0.750520396843245,0.333028096616639,0.477519124779507,1.29311205796114,"Increase","Increase",-0.256018434735073,0.428815603237026," (0:1)"
"w9-22:1;0 --> w9-24:1;0",0.498216664207083,0.908884617346595,1.82427582745169,2.00540487505826,0.0701511250243743,1.15396535973241,0.150323839337945,0.82297214069099,1.00086171211603,"Increase","Non-change",-2.05778362088795,-0.648394632550716," (2:0)"
"w6-22:4;0 --> w6-24:4;0",0.00700609813408037,0.0181762835969589,2.59435184165384,1.39273522916768,0.191209043151425,0.718491571798992,0.337427723208396,0.471819238457604,0.988194733943106,"Increase","Increase",-0.256018434735073,0.302944841014125," (2:0)"
"22:0;0 --> 24:0;0",0.972677506527638,2.12152505242157,2.18111865256883,1.5452852451612,0.150544965637776,0.822333763115625,0.301089931275552,0.521303767451644,0.925181611513361,"Increase","Increase",-0.523614392387865,0.824151066749287," (2:0)"
"w6-20:3;0 --> w6-20:4;0",1.61880694146275,2.47564048174936,1.52929939842758,2.32283377441682,0.0403757478442444,1.39387942053401,0.100939369610611,0.995939411861972,0.854268104036041,"Increase","Increase",-0.498306491469371,0.0424222435673563," (0:1)"
"exo: 14:0;0 --> 16:0;0",7.10201759928831,8.50093173836405,1.19697418649257,0.61859674799702,0.548777369482724,0.260603806396463,0.748332776567351,0.125905232499007,0.067598552968619,"Increase","Non-change",0.275953399665135,0.360572077134477," (2:0)"
